"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","condition","gsea_enrichment"
"Antigen recognition processing and presentation...407","Antigen recognition processing and presentation","Antigen recognition processing and presentation",27,0.468978009333697,1.64959385539892,0.0279668274951329,0.245576817601978,0.219789066351122,1475,"tags=70%, list=39%, signal=44%","TNFAIP3/NFKBIA/FCGR1A/FOSL1/MAPKAPK2/TICAM1/TAP1/RELB/HLA-C/HLA-E/PSMB8/BCL10/RELA/MAP2K6/PRKCE/EP300/HLA-F/IFI30/PSME1","I (D51, severe)","ImmuneGO"
"Immune system, Process...408","Immune system, Process","Immune system, Process",75,0.357765294521992,1.55466082563753,0.0312124849939976,0.245576817601978,0.219789066351122,1540,"tags=63%, list=40%, signal=38%","CD177/LCN2/FCGR1A/BPI/CAMP/TARM1/OLR1/S100A12/GBP1/GBP6/IRF1/SLC15A3/IL27/SLC15A4/GBP2/TICAM1/IFITM2/APOBEC3A/RNF19B/TAP1/CFD/PARP9/BCL6/IFITM1/EIF2AK2/HLA-C/CD55/NLRC5/HLA-E/PSMB8/BCL10/C1R/ZC3HAV1/HMGB2/PRKCE/PRKDC/CR1/RNF213/MAP3K8/HLA-F/TFEB/IFI30/TBKBP1/SIRT2/CFP/LGALS3/PSMB9","I (D51, severe)","ImmuneGO"
"Innate immune response, mucosa...409","Innate immune response, mucosa","Innate immune response, mucosa",3,0.804855588000026,1.47173552639485,0.0218968362768267,0.245576817601978,0.219789066351122,177,"tags=67%, list=5%, signal=64%","DEFA4/CAMP","I (D51, severe)","ImmuneGO"
"Activation, Mast cell","Activation, Mast cell","Activation, Mast cell",2,0.889527291721076,1.43947215955485,0.0258885299345879,0.245576817601978,0.219789066351122,425,"tags=100%, list=11%, signal=89%","S100A12/CHGA","I (D51, severe)","ImmuneGO"
"Response to Interferon I...411","Response to Interferon I","Response to Interferon I",2,0.879515995693304,1.42327144031086,0.0285006261286508,0.245576817601978,0.219789066351122,12,"tags=50%, list=0%, signal=50%","CH25H","I (D51, severe)","ImmuneGO"
"Hypersensitivity, Type I...412","Hypersensitivity, Type I","Hypersensitivity, Type I",1,-0.98798955613577,-1.34291743252215,0.0234830972066497,0.245576817601978,0.219789066351122,48,"tags=100%, list=1%, signal=99%","","I (D51, severe)","ImmuneGO"
"Homeostasis, B-1 B cell...413","Homeostasis, B-1 B cell","Homeostasis, B-1 B cell",1,0.986945169712794,1.31392394401786,0.0228287743074161,0.245576817601978,0.219789066351122,51,"tags=100%, list=1%, signal=99%","TNFAIP3","I (D51, severe)","ImmuneGO"
"Tolerance, Induction, LPS...414","Tolerance, Induction, LPS","Tolerance, Induction, LPS",1,0.986945169712794,1.31392394401786,0.0228287743074161,0.245576817601978,0.219789066351122,51,"tags=100%, list=1%, signal=99%","TNFAIP3","I (D51, severe)","ImmuneGO"
"Opsonization...415","Opsonization","Opsonization",1,0.986161879895561,1.31288114723689,0.0251259805546316,0.245576817601978,0.219789066351122,54,"tags=100%, list=1%, signal=99%","PTX3","I (D51, severe)","ImmuneGO"
"PRR, NOD1...416","PRR, NOD1","PRR, NOD1",1,0.985378590078329,1.31183835045592,0.0262745845804165,0.245576817601978,0.219789066351122,57,"tags=100%, list=1%, signal=99%","NFKBIA","I (D51, severe)","ImmuneGO"
"Extravasation, Neutrophil...417","Extravasation, Neutrophil","Extravasation, Neutrophil",1,0.979895561357702,1.30453877298916,0.0320317588176493,0.245576817601978,0.219789066351122,78,"tags=100%, list=2%, signal=98%","CD177","I (D51, severe)","ImmuneGO"
"Migration, Neutrophil...418","Migration, Neutrophil","Migration, Neutrophil",1,0.979895561357702,1.30453877298916,0.0320317588176493,0.245576817601978,0.219789066351122,78,"tags=100%, list=2%, signal=98%","CD177","I (D51, severe)","ImmuneGO"
"Development, Lymph node...419","Development, Lymph node","Development, Lymph node",3,-0.791617146186878,-1.56717741216936,0.0336707160166345,0.248922793408691,0.222783684922093,228,"tags=67%, list=6%, signal=63%","IL7R/RORC","I (D51, severe)","ImmuneGO"
"Antigen recognition processing and presentation...420","Antigen recognition processing and presentation","Antigen recognition processing and presentation",14,-0.631237896523942,-2.30363314327882,0.000173216320948018,0.0315253704125392,0.0237032860244656,549,"tags=50%, list=11%, signal=45%","IFI30/MAPKAPK2/RELB/TICAM1/FOSL1/NFKBIA/TNFAIP3","ZF2001 (V3, D07)","ImmuneGO"
"Chemotaxis, Neutrophil...421","Chemotaxis, Neutrophil","Chemotaxis, Neutrophil",17,-0.607638636262221,-2.42490789501566,0.0015587821689472,0.0611707977926445,0.0459930810471011,241,"tags=53%, list=5%, signal=51%","CXCL5/LGALS3/CCL4/PDE4B/CXCL3/CXCL8/CCL3/CXCL2/CCL20","ZF2001 (V3, D07)","ImmuneGO"
"Differentiation, T cell...422","Differentiation, T cell","Differentiation, T cell",6,-0.846958314139328,-2.17146126970687,0.00124563407732296,0.0611707977926445,0.0459930810471011,518,"tags=83%, list=11%, signal=75%","GATA3/FOSL2/CTNNB1/NRARP/IL2","ZF2001 (V3, D07)","ImmuneGO"
"Dendritic cells...423","Dendritic cells","Dendritic cells",8,-0.713745890147103,-2.11322052084597,0.00217139780229651,0.0611707977926445,0.0459930810471011,489,"tags=75%, list=10%, signal=68%","SPI1/CCR1/CDC42/RELB/GPR183/CXCR4","ZF2001 (V3, D07)","ImmuneGO"
"Cytotoxicity, NK cell...424","Cytotoxicity, NK cell","Cytotoxicity, NK cell",3,-0.914156935054292,-1.72555899357213,0.00235272299202479,0.0611707977926445,0.0459930810471011,423,"tags=100%, list=9%, signal=91%","TUBB4B/RNF19B","ZF2001 (V3, D07)","ImmuneGO"
"Chemotaxis, T cell...425","Chemotaxis, T cell","Chemotaxis, T cell",2,-0.976034412126178,-1.58787346860087,0.00180657036260058,0.0611707977926445,0.0459930810471011,120,"tags=100%, list=2%, signal=98%","CCL3","ZF2001 (V3, D07)","ImmuneGO"
"Migration, Thymocyte...426","Migration, Thymocyte","Migration, Thymocyte",1,-0.999590415728036,-1.314284256282,0.000931569173559933,0.0611707977926445,0.0459930810471011,4,"tags=100%, list=0%, signal=100%","","ZF2001 (V3, D07)","ImmuneGO"
"PRR, TLR, Pathway","PRR, TLR, Pathway","PRR, TLR, Pathway",3,-0.901249743904938,-1.70119543091076,0.00332535488999512,0.0614728678465101,0.0462202013883535,486,"tags=100%, list=10%, signal=90%","TICAM1/FOSL1","ZF2001 (V3, D07)","ImmuneGO"
"Differentiation, Th2 cell","Differentiation, Th2 cell","Differentiation, Th2 cell",3,-0.894693710305265,-1.68882028797165,0.00399651018911956,0.0614728678465101,0.0462202013883535,518,"tags=100%, list=11%, signal=89%","BCL6/BCL3","ZF2001 (V3, D07)","ImmuneGO"
"Formation, Germinal center...429","Formation, Germinal center","Formation, Germinal center",3,-0.889571809055521,-1.67915220755047,0.00472868214203924,0.0614728678465101,0.0462202013883535,543,"tags=100%, list=11%, signal=89%","BCL6/BCL3","ZF2001 (V3, D07)","ImmuneGO"
"Immune response, Th1","Immune response, Th1","Immune response, Th1",2,-0.960467021712413,-1.56254746994113,0.00447079036790097,0.0614728678465101,0.0462202013883535,196,"tags=100%, list=4%, signal=96%","BCL3","ZF2001 (V3, D07)","ImmuneGO"
"Activation, Immune response, Leukocyte","Activation, Immune response, Leukocyte","Activation, Immune response, Leukocyte",1,-0.998566455048126,-1.31293792944705,0.00302166486031008,0.0614728678465101,0.0462202013883535,9,"tags=100%, list=0%, signal=100%","","ZF2001 (V3, D07)","ImmuneGO"
"Chemotaxis, Granulocyte...432","Chemotaxis, Granulocyte","Chemotaxis, Granulocyte",1,-0.998156870776162,-1.31239939871306,0.00368901880953715,0.0614728678465101,0.0462202013883535,11,"tags=100%, list=0%, signal=100%","","ZF2001 (V3, D07)","ImmuneGO"
"Activation, Neutrophil...433","Activation, Neutrophil","Activation, Neutrophil",1,-0.997747286504198,-1.31186086797908,0.00413574872043869,0.0614728678465101,0.0462202013883535,13,"tags=100%, list=0%, signal=100%","","ZF2001 (V3, D07)","ImmuneGO"
"Chemotaxis, Macrophage...434","Chemotaxis, Macrophage","Chemotaxis, Macrophage",2,-0.952273658336747,-1.54921799696232,0.00600707648596594,0.0728858613630533,0.0548013995210928,236,"tags=100%, list=5%, signal=95%","CCL3","ZF2001 (V3, D07)","ImmuneGO"
"PRR, NOD","PRR, NOD","PRR, NOD",1,-0.995699365144378,-1.30916821430917,0.00846211120057517,0.0905943669708636,0.0681160653916267,23,"tags=100%, list=0%, signal=100%","","ZF2001 (V3, D07)","ImmuneGO"
"Tolerance, Induction, LPS...436","Tolerance, Induction, LPS","Tolerance, Induction, LPS",1,-0.995699365144378,-1.30916821430917,0.00846211120057517,0.0905943669708636,0.0681160653916267,23,"tags=100%, list=0%, signal=100%","","ZF2001 (V3, D07)","ImmuneGO"
"NK cell...437","NK cell","NK cell",6,-0.747217855247665,-1.91574320201646,0.00905444201000099,0.0911004687970578,0.0684965930804946,518,"tags=83%, list=11%, signal=75%","GATA3/PLEKHM2/TUBB4B/RNF19B/IL2","ZF2001 (V3, D07)","ImmuneGO"
"PRR, NOD1...438","PRR, NOD1","PRR, NOD1",1,-0.995289780872414,-1.30862968357519,0.00951048850079175,0.0911004687970578,0.0684965930804946,25,"tags=100%, list=1%, signal=100%","","ZF2001 (V3, D07)","ImmuneGO"
"Inflammation","Inflammation","Inflammation",3,-0.861094038106945,-1.62539768040871,0.0124472247404556,0.0984954305549098,0.0740567147029397,682,"tags=100%, list=14%, signal=86%","FOSL2/IL1RN","ZF2001 (V3, D07)","ImmuneGO"
"Inflammatory response, Antigenic stimulus","Inflammatory response, Antigenic stimulus","Inflammatory response, Antigenic stimulus",3,-0.861094038106945,-1.62539768040871,0.0124472247404556,0.0984954305549098,0.0740567147029397,682,"tags=100%, list=14%, signal=86%","FOSL2/IL1RN","ZF2001 (V3, D07)","ImmuneGO"
"Migration, T cell...441","Migration, T cell","Migration, T cell",2,-0.929664842202743,-1.51243656912571,0.0120734805590541,0.0984954305549098,0.0740567147029397,4,"tags=100%, list=0%, signal=100%","CCL20","ZF2001 (V3, D07)","ImmuneGO"
"Differentiation, CD4+ T cell","Differentiation, CD4+ T cell","Differentiation, CD4+ T cell",1,-0.993856235920541,-1.30674482600626,0.0117570185973487,0.0984954305549098,0.0740567147029397,32,"tags=100%, list=1%, signal=99%","","ZF2001 (V3, D07)","ImmuneGO"
"Monocytes...443","Monocytes","Monocytes",9,-0.581284852830925,-1.82592281315297,0.0130204372705799,0.0987383159685645,0.0742393353147101,236,"tags=56%, list=5%, signal=53%","LGALS3/CSF1/CCL4/CCL3/CCL20","ZF2001 (V3, D07)","ImmuneGO"
"Humoral immune response","Humoral immune response","Humoral immune response",7,-0.645124871388173,-1.77975377885554,0.0143481491129793,0.104454525542489,0.0785372372499921,891,"tags=86%, list=18%, signal=70%","CD28/TFE3/BST1/GATA3/GPR183/CD83","ZF2001 (V3, D07)","ImmuneGO"
"Migration, Leukocyte...445","Migration, Leukocyte","Migration, Leukocyte",1,-0.992013106696703,-1.30432143770334,0.0155027230551659,0.106637483622392,0.0801785591145804,41,"tags=100%, list=1%, signal=99%","","ZF2001 (V3, D07)","ImmuneGO"
"Differentiation, B cell, Marginal zone","Differentiation, B cell, Marginal zone","Differentiation, B cell, Marginal zone",1,-0.991603522424739,-1.30378290696936,0.0164057667111372,0.106637483622392,0.0801785591145804,43,"tags=100%, list=1%, signal=99%","","ZF2001 (V3, D07)","ImmuneGO"
"Ig, Humoral immune response","Ig, Humoral immune response","Ig, Humoral immune response",1,-0.991603522424739,-1.30378290696936,0.0164057667111372,0.106637483622392,0.0801785591145804,43,"tags=100%, list=1%, signal=99%","","ZF2001 (V3, D07)","ImmuneGO"
"Antimicrobial peptide-mediated immune response...448","Antimicrobial peptide-mediated immune response","Antimicrobial peptide-mediated immune response",15,-0.485158984819654,-1.91989133856315,0.0198320930310007,0.124463480401452,0.0935815642116184,241,"tags=60%, list=5%, signal=57%","FAU/RPL39/CXCL5/LGALS3/ADM/CXCL3/CXCL8/CXCL2/CCL20","ZF2001 (V3, D07)","ImmuneGO"
"Differentiation, T cell, Thymus","Differentiation, T cell, Thymus","Differentiation, T cell, Thymus",6,-0.694361151581522,-1.78022734138991,0.0211781166212543,0.128480574168943,0.0966019354653705,962,"tags=83%, list=20%, signal=67%","RPS6/ZFP36L1/GATA3/JMJD6/CTNNB1","ZF2001 (V3, D07)","ImmuneGO"
"B cells...450","B cells","B cells",27,-0.434147793620089,-1.89596982705436,0.0239620329555126,0.135627971823589,0.101975918664353,518,"tags=44%, list=11%, signal=40%","GATA3/SPI1/FOSL2/SHLD3/IRF2BP2/GPR183/TICAM1/BCL6/BCL3/NFKBIA/TNFAIP3/PTX3","ZF2001 (V3, D07)","ImmuneGO"
"Antiviral and inteferon...451","Antiviral and inteferon","Antiviral and inteferon",15,-0.455787966357751,-1.80366312118664,0.0254536853487137,0.135627971823589,0.101975918664353,290,"tags=40%, list=6%, signal=38%","VIM/IRF1/CDC42/CCL4/CCL3/CCL20","ZF2001 (V3, D07)","ImmuneGO"
"Innate immune response, mucosa...452","Innate immune response, mucosa","Innate immune response, mucosa",2,-0.904137648504711,-1.4709073432118,0.0266727154244663,0.135627971823589,0.101975918664353,471,"tags=100%, list=10%, signal=90%","RPL39","ZF2001 (V3, D07)","ImmuneGO"
"Proliferation, T cell, Activated","Proliferation, T cell, Activated","Proliferation, T cell, Activated",2,-0.901742274569941,-1.4670103999574,0.0282770599114837,0.135627971823589,0.101975918664353,9,"tags=100%, list=0%, signal=100%","IL2","ZF2001 (V3, D07)","ImmuneGO"
"Differentiation, B cell, Immature","Differentiation, B cell, Immature","Differentiation, B cell, Immature",2,-0.900450634985662,-1.46490908037134,0.0290792327448948,0.135627971823589,0.101975918664353,489,"tags=100%, list=10%, signal=90%","IRF2BP2","ZF2001 (V3, D07)","ImmuneGO"
"Differentiation, Lymphocyte","Differentiation, Lymphocyte","Differentiation, Lymphocyte",2,-0.900450634985662,-1.46490908037134,0.0290792327448948,0.135627971823589,0.101975918664353,489,"tags=100%, list=10%, signal=90%","RELB","ZF2001 (V3, D07)","ImmuneGO"
"Differentiation, Myeloid Dendritic cell...456","Differentiation, Myeloid Dendritic cell","Differentiation, Myeloid Dendritic cell",2,-0.900450634985662,-1.46490908037134,0.0290792327448948,0.135627971823589,0.101975918664353,489,"tags=100%, list=10%, signal=90%","RELB","ZF2001 (V3, D07)","ImmuneGO"
"Differentiation, Plasma cell","Differentiation, Plasma cell","Differentiation, Plasma cell",1,-0.982592668441532,-1.29193523082176,0.0299515185359921,0.135627971823589,0.101975918664353,87,"tags=100%, list=2%, signal=98%","","ZF2001 (V3, D07)","ImmuneGO"
"Isotype switching, IgE","Isotype switching, IgE","Isotype switching, IgE",1,-0.982592668441532,-1.29193523082176,0.0299515185359921,0.135627971823589,0.101975918664353,87,"tags=100%, list=2%, signal=98%","","ZF2001 (V3, D07)","ImmuneGO"
"PRR, TLR MyD88 indep","PRR, TLR MyD88 indep","PRR, TLR MyD88 indep",1,-0.981773499897604,-1.2908581693538,0.0305535540921272,0.135627971823589,0.101975918664353,91,"tags=100%, list=2%, signal=98%","","ZF2001 (V3, D07)","ImmuneGO"
"PRR, TLR TRIF dep, Pathway","PRR, TLR TRIF dep, Pathway","PRR, TLR TRIF dep, Pathway",1,-0.981773499897604,-1.2908581693538,0.0305535540921272,0.135627971823589,0.101975918664353,91,"tags=100%, list=2%, signal=98%","","ZF2001 (V3, D07)","ImmuneGO"
"Homeostasis, Neutrophil...461","Homeostasis, Neutrophil","Homeostasis, Neutrophil",3,-0.806336318921434,-1.5220372275315,0.0314573110023479,0.136315014343507,0.1024924919876,142,"tags=67%, list=3%, signal=65%","CSF1/PDE4B","ZF2001 (V3, D07)","ImmuneGO"
"Chemotaxis, Lymphocyte...462","Chemotaxis, Lymphocyte","Chemotaxis, Lymphocyte",5,-0.655260284827117,-1.61198712544746,0.0329803245874277,0.139591141277019,0.104955745321067,62,"tags=60%, list=1%, signal=59%","CCL4/CCL3/CCL20","ZF2001 (V3, D07)","ImmuneGO"
"Activation, NK cell...463","Activation, NK cell","Activation, NK cell",2,-0.894510446538304,-1.4552452124617,0.0354966260507552,0.143564132027499,0.107942956411653,518,"tags=100%, list=11%, signal=89%","IL2","ZF2001 (V3, D07)","ImmuneGO"
"Differentiation, pro-T cell","Differentiation, pro-T cell","Differentiation, pro-T cell",2,-0.894510446538304,-1.4552452124617,0.0354966260507552,0.143564132027499,0.107942956411653,518,"tags=100%, list=11%, signal=89%","SPI1","ZF2001 (V3, D07)","ImmuneGO"
"Chemotaxis, Monocyte...465","Chemotaxis, Monocyte","Chemotaxis, Monocyte",8,-0.555279795247761,-1.64404261282243,0.0400221797457693,0.158348624211522,0.119059115948513,236,"tags=50%, list=5%, signal=48%","LGALS3/CCL4/CCL3/CCL20","ZF2001 (V3, D07)","ImmuneGO"
"Cellular response to Interferon II...466","Cellular response to Interferon II","Cellular response to Interferon II",12,-0.459062752097503,-1.61278204593747,0.0424263209036893,0.159924424898837,0.120243928495366,290,"tags=42%, list=6%, signal=39%","VIM/CDC42/CCL4/CCL3/CCL20","ZF2001 (V3, D07)","ImmuneGO"
"Antimicrobial humoral response...467","Antimicrobial humoral response","Antimicrobial humoral response",2,-0.883859074149939,-1.43791689758924,0.0415168955194318,0.159924424898837,0.120243928495366,570,"tags=100%, list=12%, signal=88%","BCL3","ZF2001 (V3, D07)","ImmuneGO"
"Proliferation, Lymphocyte","Proliferation, Lymphocyte","Proliferation, Lymphocyte",2,-0.880223844277613,-1.43200287960503,0.0431291524363247,0.159924424898837,0.120243928495366,9,"tags=100%, list=0%, signal=100%","IL2","ZF2001 (V3, D07)","ImmuneGO"
"Degranulation, Eosinophil...469","Degranulation, Eosinophil","Degranulation, Eosinophil",2,-0.878165922542785,-1.42865492457128,0.0439352815656145,0.159924424898837,0.120243928495366,11,"tags=100%, list=0%, signal=100%","CCL3","ZF2001 (V3, D07)","ImmuneGO"
"Differentiation, B cell...470","Differentiation, B cell","Differentiation, B cell",3,-0.779853376294259,-1.47204813039265,0.0458233916650225,0.163526613392825,0.122952340896861,440,"tags=100%, list=9%, signal=91%","FOSL2/BCL6","ZF2001 (V3, D07)","ImmuneGO"
"Homeostasis, B-1 B cell...471","Homeostasis, B-1 B cell","Homeostasis, B-1 B cell",2,-0.869970354810043,-1.41532186540731,0.0479659330186929,0.167880765565425,0.126226139522876,23,"tags=100%, list=0%, signal=100%","TNFAIP3","ZF2001 (V3, D07)","ImmuneGO"
"Signaling, Interferon II, Pathway...472","Signaling, Interferon II, Pathway","Signaling, Interferon II, Pathway",2,-0.868086849651782,-1.41225766210503,0.0511904600519807,0.175786108103028,0.132170006092502,647,"tags=100%, list=13%, signal=87%","IRF1","ZF2001 (V3, D07)","ImmuneGO"
"Proliferation, T cell...473","Proliferation, T cell","Proliferation, T cell",2,-0.858705286672899,-1.39699515213295,0.0576395260523158,0.194266550768916,0.146065075766103,9,"tags=100%, list=0%, signal=100%","IL2","ZF2001 (V3, D07)","ImmuneGO"
"Activation, Immune response, B cell","Activation, Immune response, B cell","Activation, Immune response, B cell",1,-0.975834527954127,-1.28304947371107,0.062374245472837,0.195726080621661,0.147162466632828,120,"tags=100%, list=2%, signal=98%","","ZF2001 (V3, D07)","ImmuneGO"
"Differentiation, Immune response, B cell, Mature","Differentiation, Immune response, B cell, Mature","Differentiation, Immune response, B cell, Mature",1,-0.975834527954127,-1.28304947371107,0.062374245472837,0.195726080621661,0.147162466632828,120,"tags=100%, list=2%, signal=98%","","ZF2001 (V3, D07)","ImmuneGO"
"Differentiation, Th cell, Follicular","Differentiation, Th cell, Follicular","Differentiation, Th cell, Follicular",1,-0.975834527954127,-1.28304947371107,0.062374245472837,0.195726080621661,0.147162466632828,120,"tags=100%, list=2%, signal=98%","","ZF2001 (V3, D07)","ImmuneGO"
"Homeostasis, Dendritic cell","Homeostasis, Dendritic cell","Homeostasis, Dendritic cell",1,-0.975834527954127,-1.28304947371107,0.062374245472837,0.195726080621661,0.147162466632828,120,"tags=100%, list=2%, signal=98%","","ZF2001 (V3, D07)","ImmuneGO"
"Chemotaxis, Dendritic cell...478","Chemotaxis, Dendritic cell","Chemotaxis, Dendritic cell",4,-0.692080374333316,-1.50249439677626,0.0695280875631124,0.21447647349977,0.161260506390805,292,"tags=75%, list=6%, signal=71%","CCR1/GPR183/CXCR4","ZF2001 (V3, D07)","ImmuneGO"
"Differentiation, CD8+, abT cell","Differentiation, CD8+, abT cell","Differentiation, CD8+, abT cell",2,-0.847603441212618,-1.37893397965801,0.0723860589812333,0.219571045576408,0.165091011711585,747,"tags=100%, list=15%, signal=85%","IRF1","ZF2001 (V3, D07)","ImmuneGO"
"Adaptive Immune response...480","Adaptive Immune response","Adaptive Immune response",9,-0.4378934337999,-1.37550394890075,0.0760404810656327,0.223151408450704,0.16778301387271,120,"tags=33%, list=2%, signal=33%","GPR183/RNF19B/IL2","ZF2001 (V3, D07)","ImmuneGO"
"Activation, Monocyte...481","Activation, Monocyte","Activation, Monocyte",1,-0.971329100962523,-1.27712563563727,0.0784708249496982,0.223151408450704,0.16778301387271,142,"tags=100%, list=3%, signal=97%","","ZF2001 (V3, D07)","ImmuneGO"
"Homeostasis, Macrophage...482","Homeostasis, Macrophage","Homeostasis, Macrophage",1,-0.971329100962523,-1.27712563563727,0.0784708249496982,0.223151408450704,0.16778301387271,142,"tags=100%, list=3%, signal=97%","","ZF2001 (V3, D07)","ImmuneGO"
"Homeostasis, Monocyte...483","Homeostasis, Monocyte","Homeostasis, Monocyte",1,-0.971329100962523,-1.27712563563727,0.0784708249496982,0.223151408450704,0.16778301387271,142,"tags=100%, list=3%, signal=97%","","ZF2001 (V3, D07)","ImmuneGO"
"Migration, Lymphonode, Lymphocyte...484","Migration, Lymphonode, Lymphocyte","Migration, Lymphonode, Lymphocyte",1,-0.967028466106902,-1.27147106293046,0.0824949698189135,0.228209838742601,0.171586344919249,163,"tags=100%, list=3%, signal=97%","","ZF2001 (V3, D07)","ImmuneGO"
"Activation, Th1 cell","Activation, Th1 cell","Activation, Th1 cell",1,-0.965594921155028,-1.26958620536153,0.0865191146881288,0.228209838742601,0.171586344919249,170,"tags=100%, list=3%, signal=97%","","ZF2001 (V3, D07)","ImmuneGO"
"Formation, Granuloma","Formation, Granuloma","Formation, Granuloma",1,-0.965594921155028,-1.26958620536153,0.0865191146881288,0.228209838742601,0.171586344919249,170,"tags=100%, list=3%, signal=97%","","ZF2001 (V3, D07)","ImmuneGO"
"Extravasation, Neutrophil...487","Extravasation, Neutrophil","Extravasation, Neutrophil",1,0.968871595330739,1.26509876786223,0.0851485148514852,0.228209838742601,0.171586344919249,153,"tags=100%, list=3%, signal=97%","CD177","ZF2001 (V3, D07)","ImmuneGO"
"Immune system, Process...488","Immune system, Process","Immune system, Process",37,-0.228960179353028,-0.915130415487146,0.0857549732429041,0.228209838742601,0.171586344919249,690,"tags=46%, list=14%, signal=40%","LY86/TFE3/THEMIS2/IFI30/GATA3/CFP/SLC15A3/ARID5A/IRF1/LGALS3/MAP3K8/CSF1/GPR183/TICAM1/BCL6/RNF19B/IL2","ZF2001 (V3, D07)","ImmuneGO"
"PRR, NOD2...489","PRR, NOD2","PRR, NOD2",2,-0.830886989537724,-1.3517386166934,0.0884718498659517,0.230026809651475,0.172952488459755,25,"tags=100%, list=1%, signal=100%","NFKBIA","ZF2001 (V3, D07)","ImmuneGO"
"Chemotaxis, Neutrophil...490","Chemotaxis, Neutrophil","Chemotaxis, Neutrophil",2,-0.993730407523511,-1.61909270994481,0.000347325062207326,0.0222288039812689,0.0193770824178824,7,"tags=100%, list=1%, signal=99%","CXCL8","ZF2001 (V3, D14)","ImmuneGO"
"Antimicrobial peptide-mediated immune response...491","Antimicrobial peptide-mediated immune response","Antimicrobial peptide-mediated immune response",3,-0.948194662480377,-1.77116868713144,0.0034044030125745,0.108940896402384,0.094964926140236,37,"tags=100%, list=6%, signal=95%","CXCL2/CXCL8","ZF2001 (V3, D14)","ImmuneGO"
"Immune response...492","Immune response","Immune response",6,-0.850138852593435,-2.09640197570759,0.0164422865767225,0.175604553218186,0.153076337509274,64,"tags=83%, list=10%, signal=76%","PTAFR/IL1RN/GEM/CXCL2/CXCL8","ZF2001 (V3, D14)","ImmuneGO"
"Neutrophil...493","Neutrophil","Neutrophil",4,-0.810187627081461,-1.68810789016507,0.0176574265356901,0.175604553218186,0.153076337509274,17,"tags=75%, list=3%, signal=73%","CSF1/CXCL2/CXCL8","ZF2001 (V3, D14)","ImmuneGO"
"Innate immune response...494","Innate immune response","Innate immune response",4,-0.802591526584357,-1.67228064625882,0.0193491366891701,0.175604553218186,0.153076337509274,71,"tags=75%, list=11%, signal=67%","TICAM1/CSF1/PTX3","ZF2001 (V3, D14)","ImmuneGO"
"Activation, Neutrophil...495","Activation, Neutrophil","Activation, Neutrophil",1,-0.993740219092332,-1.31807874928607,0.0154820682416675,0.175604553218186,0.153076337509274,6,"tags=100%, list=1%, signal=99%","","ZF2001 (V3, D14)","ImmuneGO"
"PRR, NOD1...496","PRR, NOD1","PRR, NOD1",1,-0.989045383411581,-1.31185160558866,0.0274382114403415,0.175604553218186,0.153076337509274,9,"tags=100%, list=1%, signal=99%","","ZF2001 (V3, D14)","ImmuneGO"
"PRR, NOD2...497","PRR, NOD2","PRR, NOD2",1,-0.989045383411581,-1.31185160558866,0.0274382114403415,0.175604553218186,0.153076337509274,9,"tags=100%, list=1%, signal=99%","","ZF2001 (V3, D14)","ImmuneGO"
"PRR, TLR4, Pathway...498","PRR, TLR4, Pathway","PRR, TLR4, Pathway",1,-0.989045383411581,-1.31185160558866,0.0274382114403415,0.175604553218186,0.153076337509274,9,"tags=100%, list=1%, signal=99%","","ZF2001 (V3, D14)","ImmuneGO"
"Signaling, BCR, B cell...499","Signaling, BCR, B cell","Signaling, BCR, B cell",1,-0.989045383411581,-1.31185160558866,0.0274382114403415,0.175604553218186,0.153076337509274,9,"tags=100%, list=1%, signal=99%","","ZF2001 (V3, D14)","ImmuneGO"
"Opsonization...500","Opsonization","Opsonization",1,-0.984350547730829,-1.30562446189124,0.0391271344249771,0.216892514120048,0.189067487637542,12,"tags=100%, list=2%, signal=98%","","ZF2001 (V3, D14)","ImmuneGO"
"Activation, Monocyte...501","Activation, Monocyte","Activation, Monocyte",1,-0.976525821596244,-1.29524588906222,0.0576120740631377,0.216892514120048,0.189067487637542,17,"tags=100%, list=3%, signal=97%","","ZF2001 (V3, D14)","ImmuneGO"
"Homeostasis, Macrophage...502","Homeostasis, Macrophage","Homeostasis, Macrophage",1,-0.976525821596244,-1.29524588906222,0.0576120740631377,0.216892514120048,0.189067487637542,17,"tags=100%, list=3%, signal=97%","","ZF2001 (V3, D14)","ImmuneGO"
"Homeostasis, Monocyte...503","Homeostasis, Monocyte","Homeostasis, Monocyte",1,-0.976525821596244,-1.29524588906222,0.0576120740631377,0.216892514120048,0.189067487637542,17,"tags=100%, list=3%, signal=97%","","ZF2001 (V3, D14)","ImmuneGO"
"Homeostasis, Neutrophil...504","Homeostasis, Neutrophil","Homeostasis, Neutrophil",1,-0.976525821596244,-1.29524588906222,0.0576120740631377,0.216892514120048,0.189067487637542,17,"tags=100%, list=3%, signal=97%","","ZF2001 (V3, D14)","ImmuneGO"
"Migration, Myeloid leukocyte","Migration, Myeloid leukocyte","Migration, Myeloid leukocyte",1,-0.976525821596244,-1.29524588906222,0.0576120740631377,0.216892514120048,0.189067487637542,17,"tags=100%, list=3%, signal=97%","","ZF2001 (V3, D14)","ImmuneGO"
