,condition,id,delete,description,set_size,enrichment_score,nes,pvalue,p_adjust,qvalue,gsea_enrichment,rank,leading_edge,core_enrichment
291,"BNT-I (D26, mild)",CD8+ mucosal-associated invariant T cell(CD8+ MAIT),CD8+ mucosal-associated invariant T cell(CD8+ MAIT)...291,CD8+ mucosal-associated invariant T cell(CD8+ MAIT),4,-0.7431988042,-1.54133764,0.03913514483,0.1968272972,0.1708911609,CellMarker,864,"tags=100%, list=26%, signal=74%",NCR3/SLC4A10/RORC
292,"BNT-I (D26, mild)",Memory CD8+ T cell,Memory CD8+ T cell...292,Memory CD8+ T cell,4,-0.7431988042,-1.54133764,0.03913514483,0.1968272972,0.1708911609,CellMarker,864,"tags=100%, list=26%, signal=74%",GNLY/AQP3/KLRG1
293,"BNT-I (D26, mild)",Natural killer cell,Natural killer cell...293,Natural killer cell,17,-0.4602133626,-1.513165493,0.08536585366,0.1968272972,0.1708911609,CellMarker,864,"tags=71%, list=26%, signal=53%",CD3E/NCR3/CD96/CD2/CD247/NCR1/GNLY/TBX21/CD79B/CD3G/IL7R/CD19
294,"BNT-I (D26, mild)",Central memory CD4+ T cell,Central memory CD4+ T cell...294,Central memory CD4+ T cell,4,-0.7083981159,-1.469163666,0.06554307116,0.1968272972,0.1708911609,CellMarker,449,"tags=75%, list=13%, signal=65%",LEF1/TCF7/CCR7
295,"BNT-I (D26, mild)",Naive CD4 T cell,Naive CD4 T cell...295,Naive CD4 T cell,4,-0.7083981159,-1.469163666,0.06554307116,0.1968272972,0.1708911609,CellMarker,449,"tags=75%, list=13%, signal=65%",LEF1/TCF7/CCR7
296,"BNT-I (D26, mild)",Monocyte,Monocyte...296,Monocyte,22,0.3491970935,1.461326489,0.0675990676,0.1968272972,0.1708911609,CellMarker,693,"tags=59%, list=21%, signal=47%",S100A8/S100A12/S100A9/CD63/TMEM119/S100A6/CREG1/AIF1/SELL/CEBPA/IL18/ITGAM/ALOX5AP
297,"BNT-I (D26, mild)",Activated B cell,Activated B cell...297,Activated B cell,2,-0.8810875411,-1.460402797,0.0484496124,0.1968272972,0.1708911609,CellMarker,401,"tags=100%, list=12%, signal=88%",CD19
298,"BNT-I (D26, mild)",Intermediate monocyte cell,Intermediate monocyte cell...298,Intermediate monocyte cell,2,0.8634598148,1.446805055,0.04547514274,0.1968272972,0.1708911609,CellMarker,459,"tags=100%, list=14%, signal=86%",MARCO/APOBEC3A
299,"BNT-I (D26, mild)",T helper 1(Th1) cell,T helper 1(Th1) cell...299,T helper 1(Th1) cell,2,-0.8580818644,-1.422270883,0.06782945736,0.1968272972,0.1708911609,CellMarker,478,"tags=100%, list=14%, signal=86%",CXCR5
300,"BNT-I (D26, mild)",T helper 17(Th17) cell,T helper 17(Th17) cell...300,T helper 17(Th17) cell,2,-0.8580818644,-1.422270883,0.06782945736,0.1968272972,0.1708911609,CellMarker,478,"tags=100%, list=14%, signal=86%",RORC
301,"BNT-I (D26, mild)",Effector CD4+ T cell,Effector CD4+ T cell...301,Effector CD4+ T cell,3,-0.7429766886,-1.4036419,0.09338521401,0.1968272972,0.1708911609,CellMarker,864,"tags=100%, list=26%, signal=74%",PRF1/GNLY
302,"BNT-I (D26, mild)",Natural killer T(NKT) cell,Natural killer T(NKT) cell...302,Natural killer T(NKT) cell,3,-0.7429766886,-1.4036419,0.09338521401,0.1968272972,0.1708911609,CellMarker,864,"tags=100%, list=26%, signal=74%",NCR3/CD2
303,"BNT-I (D26, mild)",T helper(Th) cell,T helper(Th) cell...303,T helper(Th) cell,3,-0.7429766886,-1.4036419,0.09338521401,0.1968272972,0.1708911609,CellMarker,864,"tags=100%, list=26%, signal=74%",RORC/CXCR5
304,"BNT-I (D26, mild)",Immunosuppressive neutrophil,Immunosuppressive neutrophil...304,Immunosuppressive neutrophil,2,0.8120705109,1.360697626,0.07818930041,0.1968272972,0.1708911609,CellMarker,631,"tags=100%, list=19%, signal=81%",ARG1/ANXA1
305,"BNT-I (D26, mild)",CD14 monocyte,CD14 monocyte...305,CD14 monocyte,1,0.969832736,1.29189765,0.07287449393,0.1968272972,0.1708911609,CellMarker,102,"tags=100%, list=3%, signal=97%",S100A8
306,"BNT-I (D26, mild)",Germinal center B cell,Germinal center B cell,Germinal center B cell,1,-0.969832736,-1.277104835,0.0688976378,0.1968272972,0.1708911609,CellMarker,103,"tags=100%, list=3%, signal=97%",
307,"BNT-I (D26, mild)",Central memory T helper 1 cell,Central memory T helper 1 cell...307,Central memory T helper 1 cell,1,-0.9677419355,-1.274351606,0.07086614173,0.1968272972,0.1708911609,CellMarker,110,"tags=100%, list=3%, signal=97%",
308,"BNT-I (D26, mild)",Effector (EMRA) CD8+ T cell,Effector (EMRA) CD8+ T cell...308,Effector (EMRA) CD8+ T cell,1,-0.9677419355,-1.274351606,0.07086614173,0.1968272972,0.1708911609,CellMarker,110,"tags=100%, list=3%, signal=97%",
309,"BNT-I (D26, mild)",Effector CD4+ memory T (Tem) cell,Effector CD4+ memory T (Tem) cell...309,Effector CD4+ memory T (Tem) cell,1,-0.9677419355,-1.274351606,0.07086614173,0.1968272972,0.1708911609,CellMarker,110,"tags=100%, list=3%, signal=97%",
310,"BNT-I (D26, mild)",Naive CD8 T cell,Naive CD8 T cell...310,Naive CD8 T cell,1,-0.9677419355,-1.274351606,0.07086614173,0.1968272972,0.1708911609,CellMarker,110,"tags=100%, list=3%, signal=97%",
311,"BNT-I (D26, mild)",Follicular cytotoxic CD8+ T cell,Follicular cytotoxic CD8+ T cell...311,Follicular cytotoxic CD8+ T cell,1,-0.9659498208,-1.271991696,0.07874015748,0.1968272972,0.1708911609,CellMarker,116,"tags=100%, list=3%, signal=97%",
312,"BNT-I (D26, mild)",Aged memory B cell,Aged memory B cell,Aged memory B cell,1,-0.958781362,-1.262552055,0.09251968504,0.1968272972,0.1708911609,CellMarker,140,"tags=100%, list=4%, signal=96%",
313,"BNT-I (D26, mild)",Atypical memory B cell,Atypical memory B cell...313,Atypical memory B cell,1,-0.958781362,-1.262552055,0.09251968504,0.1968272972,0.1708911609,CellMarker,140,"tags=100%, list=4%, signal=96%",
314,"BNT-I (D26, mild)",B cell lineage,B cell lineage,B cell lineage,1,-0.958781362,-1.262552055,0.09251968504,0.1968272972,0.1708911609,CellMarker,140,"tags=100%, list=4%, signal=96%",
315,"BNT-I (D26, mild)",Circulating activated B cell,Circulating activated B cell,Circulating activated B cell,1,-0.958781362,-1.262552055,0.09251968504,0.1968272972,0.1708911609,CellMarker,140,"tags=100%, list=4%, signal=96%",
316,"BNT-I (D26, mild)",Class switched plasmablast,Class switched plasmablast...316,Class switched plasmablast,1,-0.958781362,-1.262552055,0.09251968504,0.1968272972,0.1708911609,CellMarker,140,"tags=100%, list=4%, signal=96%",
317,"BNT-I (D26, mild)",Class-switched memory B cell,Class-switched memory B cell...317,Class-switched memory B cell,1,-0.958781362,-1.262552055,0.09251968504,0.1968272972,0.1708911609,CellMarker,140,"tags=100%, list=4%, signal=96%",
318,"BNT-I (D26, mild)",Double-negative B cell,Double-negative B cell...318,Double-negative B cell,1,-0.958781362,-1.262552055,0.09251968504,0.1968272972,0.1708911609,CellMarker,140,"tags=100%, list=4%, signal=96%",
319,"BNT-I (D26, mild)",Double-negative memory B cell,Double-negative memory B cell...319,Double-negative memory B cell,1,-0.958781362,-1.262552055,0.09251968504,0.1968272972,0.1708911609,CellMarker,140,"tags=100%, list=4%, signal=96%",
320,"BNT-I (D26, mild)",IgM only B cell,IgM only B cell...320,IgM only B cell,1,-0.958781362,-1.262552055,0.09251968504,0.1968272972,0.1708911609,CellMarker,140,"tags=100%, list=4%, signal=96%",
321,"BNT-I (D26, mild)",Marginal zone(MZ)-like B cell,Marginal zone(MZ)-like B cell...321,Marginal zone(MZ)-like B cell,1,-0.958781362,-1.262552055,0.09251968504,0.1968272972,0.1708911609,CellMarker,140,"tags=100%, list=4%, signal=96%",
322,"BNT-I (D26, mild)",Monocyte lineage,Monocyte lineage,Monocyte lineage,1,-0.958781362,-1.262552055,0.09251968504,0.1968272972,0.1708911609,CellMarker,140,"tags=100%, list=4%, signal=96%",
323,"BNT-I (D26, mild)",Non class-switched memory B cell,Non class-switched memory B cell...323,Non class-switched memory B cell,1,-0.958781362,-1.262552055,0.09251968504,0.1968272972,0.1708911609,CellMarker,140,"tags=100%, list=4%, signal=96%",
324,"BNT-I (D26, mild)",Non-switched memory B cell,Non-switched memory B cell...324,Non-switched memory B cell,1,-0.958781362,-1.262552055,0.09251968504,0.1968272972,0.1708911609,CellMarker,140,"tags=100%, list=4%, signal=96%",
325,"BNT-I (D26, mild)",Plasmablast B cell,Plasmablast B cell...325,Plasmablast B cell,1,-0.958781362,-1.262552055,0.09251968504,0.1968272972,0.1708911609,CellMarker,140,"tags=100%, list=4%, signal=96%",
326,"BNT-I (D26, mild)",Regulatory B cell,Regulatory B cell,Regulatory B cell,1,-0.958781362,-1.262552055,0.09251968504,0.1968272972,0.1708911609,CellMarker,140,"tags=100%, list=4%, signal=96%",
327,"BNT-I (D26, mild)",Resting memory B cell,Resting memory B cell...327,Resting memory B cell,1,-0.958781362,-1.262552055,0.09251968504,0.1968272972,0.1708911609,CellMarker,140,"tags=100%, list=4%, signal=96%",
328,"BNT-I (D26, mild)",Switched memory B cell,Switched memory B cell...328,Switched memory B cell,1,-0.958781362,-1.262552055,0.09251968504,0.1968272972,0.1708911609,CellMarker,140,"tags=100%, list=4%, signal=96%",
329,"BNT-I (D26, mild)",Switched memory B cell(Sw MB),Switched memory B cell(Sw MB)...329,Switched memory B cell(Sw MB),1,-0.958781362,-1.262552055,0.09251968504,0.1968272972,0.1708911609,CellMarker,140,"tags=100%, list=4%, signal=96%",
330,"BNT-I (D26, mild)",Unswitched memory B cell(UnSw MB),Unswitched memory B cell(UnSw MB)...330,Unswitched memory B cell(UnSw MB),1,-0.958781362,-1.262552055,0.09251968504,0.1968272972,0.1708911609,CellMarker,140,"tags=100%, list=4%, signal=96%",
331,"BNT-I (D26, mild)",Unswitched plasmablast,Unswitched plasmablast...331,Unswitched plasmablast,1,-0.958781362,-1.262552055,0.09251968504,0.1968272972,0.1708911609,CellMarker,140,"tags=100%, list=4%, signal=96%",
332,"BNT-I (D26, mild)",Cytotoxic CD8+ T cell,Cytotoxic CD8+ T cell...332,Cytotoxic CD8+ T cell,2,-0.8237227368,-1.365320621,0.1007751938,0.209184872,0.1816203652,CellMarker,593,"tags=100%, list=18%, signal=82%",KLRG1
333,"BNT-I (D26, mild)",CD4+ tumor antigen-specific T (Tas) cell,CD4+ tumor antigen-specific T (Tas) cell,CD4+ tumor antigen-specific T (Tas) cell,1,-0.9551971326,-1.257832234,0.1043307087,0.2133329416,0.1852218394,CellMarker,152,"tags=100%, list=5%, signal=95%",
334,"BNT-I (D26, mild)",CD14+CD16+ monocyte,CD14+CD16+ monocyte...334,CD14+CD16+ monocyte,1,0.9510155317,1.266831573,0.1113360324,0.2243093594,0.1947518833,CellMarker,165,"tags=100%, list=5%, signal=95%",S100A12
335,"BNT-I (D26, mild)",Basophil,Basophil...335,Basophil,3,-0.7087467883,-1.338974296,0.1167315175,0.2247375328,0.1951236359,CellMarker,140,"tags=67%, list=4%, signal=64%",CD19/CD22
336,"BNT-I (D26, mild)",Effector regulatory T(eTreg) cell,Effector regulatory T(eTreg) cell...336,Effector regulatory T(eTreg) cell,2,-0.8054974604,-1.335112222,0.1162790698,0.2247375328,0.1951236359,CellMarker,654,"tags=100%, list=20%, signal=81%",GNLY
337,"BNT-I (D26, mild)",Monocyte precursor,Monocyte precursor...337,Monocyte precursor,1,0.949223417,1.264444328,0.1153846154,0.2247375328,0.1951236359,CellMarker,171,"tags=100%, list=5%, signal=95%",S100A9
338,"BNT-I (D26, mild)",CD8+Â intraepithelial cell,CD8+Â intraepithelial cell...338,CD8+Â intraepithelial cell,1,-0.9489247312,-1.249572547,0.1181102362,0.2247375328,0.1951236359,CellMarker,173,"tags=100%, list=5%, signal=95%",
339,"BNT-I (D26, mild)",Macrophage,Macrophage...339,Macrophage,9,0.4629471615,1.375914313,0.126984127,0.2382175854,0.206827408,CellMarker,667,"tags=67%, list=20%, signal=54%",VSIG4/S100A12/MARCO/IL18/ITGAM/LGALS3
340,"BNT-I (D26, mild)",CD141+CLEC9A+ dendritic cell,CD141+CLEC9A+ dendritic cell...340,CD141+CLEC9A+ dendritic cell,28,-0.3611242573,-1.364929248,0.1297836938,0.2382175854,0.206827408,CellMarker,938,"tags=54%, list=28%, signal=39%",APOL3/DST/PDE4DIP/NDRG2/ADAM28/NCALD/BTLA/SNX22/DHRS3/CD40/GSTM4/B3GNT7/CYP2E1/DNASE1L3/CLNK
341,"BNT-I (D26, mild)",Plasmacytoid dendritic cell(pDC),Plasmacytoid dendritic cell(pDC)...341,Plasmacytoid dendritic cell(pDC),5,-0.6010253323,-1.360831936,0.1354359926,0.2382175854,0.206827408,CellMarker,140,"tags=80%, list=4%, signal=77%",SERPINF1/CD2AP/CD19/CCR7
342,"BNT-I (D26, mild)",Granulocyte,Granulocyte...342,Granulocyte,1,0.9393667861,1.251314478,0.1356275304,0.2382175854,0.206827408,CellMarker,204,"tags=100%, list=6%, signal=94%",CD63
343,"BNT-I (D26, mild)",Platelet,Platelet...343,Platelet,1,0.9393667861,1.251314478,0.1356275304,0.2382175854,0.206827408,CellMarker,204,"tags=100%, list=6%, signal=94%",CD63
344,"BNT-I (D26, mild)",Pro-neutrophil,Pro-neutrophil,Pro-neutrophil,1,0.9393667861,1.251314478,0.1356275304,0.2382175854,0.206827408,CellMarker,204,"tags=100%, list=6%, signal=94%",CD63
345,"BNT-I (D26, mild)",Pro-inflammatory macrophage,Pro-inflammatory macrophage,Pro-inflammatory macrophage,1,0.9375746714,1.248927233,0.1417004049,0.2457336135,0.2133530413,CellMarker,210,"tags=100%, list=6%, signal=94%",MARCO
346,"BNT-I (D26, mild)",Tissue resident macrophage,Tissue resident macrophage...346,Tissue resident macrophage,1,0.9336917563,1.243754868,0.1457489879,0.2495951417,0.2167057319,CellMarker,223,"tags=100%, list=7%, signal=93%",KLF4
347,"BNT-I (D26, severe)",INNATE IMMUNE SYSTEM,INNATE IMMUNE SYSTEM...347,INNATE IMMUNE SYSTEM,25,0.4456940196,1.739185569,0.01315654524,0.1184089071,0.1107919599,ImmuneGO,277,"tags=64%, list=22%, signal=51%",CH25H/NFKBIA/BPI/CXCL2/LCN2/CRISP3/TREML1/S100A12/ANKHD1/CXCL5/F12/JMJD6/MAPKAPK2/SLC18A2/HLA-C/TUBB4B
348,"BNT-I (D26, severe)",Naive CD8+ T cell,Naive CD8+ T cell...348,Naive CD8+ T cell,12,-0.6888810872,-2.252021174,0.0002448363252,0.004488665963,0.003350391819,CellMarker,89,"tags=50%, list=7%, signal=47%",NT5E/S1PR1/CCR7/CD248/LRRN3/NOG
349,"BNT-I (D26, severe)",B cell,B cell...349,B cell,10,-0.7064296641,-2.169146559,0.0002303128515,0.004488665963,0.003350391819,CellMarker,161,"tags=80%, list=13%, signal=70%",CD40/CD79B/FCRL1/CCR7/CR2/FCRLA/VPREB3/TCL1A
350,"BNT-I (D26, severe)",Neutrophil,Neutrophil...350,Neutrophil,8,0.7845528455,2.165593822,0.0001868659964,0.004488665963,0.003350391819,CellMarker,273,"tags=100%, list=22%, signal=78%",MMP8/LTF/LCN2/S100A8/S100A9/TLR2/HLA-B/HLA-C
351,"BNT-I (D26, severe)",Naive CD4+ T cell,Naive CD4+ T cell...351,Naive CD4+ T cell,4,-0.8581970409,-1.869108848,0.00143372499,0.01971371861,0.01471454595,CellMarker,61,"tags=75%, list=5%, signal=72%",S1PR1/CCR7/LRRN3
352,"BNT-I (D26, severe)",Dendritic cell,Dendritic cell...352,Dendritic cell,6,-0.7450012645,-1.866892248,0.002308447086,0.02116076495,0.01579463795,CellMarker,176,"tags=83%, list=14%, signal=72%",CLEC10A/CD40/HLA-DPA1/PLD4/CCR7
353,"BNT-I (D26, severe)",Naive B cell,Naive B cell...353,Naive B cell,3,-0.9141700405,-1.740602417,0.002110987069,0.02116076495,0.01579463795,CellMarker,110,"tags=100%, list=9%, signal=91%",PCDH9/TCL1A
354,"BNT-I (D26, severe)",Neutrophil progenitor cell,Neutrophil progenitor cell...354,Neutrophil progenitor cell,2,0.963592233,1.612220224,0.002771050497,0.02177253962,0.01625127359,CellMarker,47,"tags=100%, list=4%, signal=96%",LTF/LCN2
355,"BNT-I (D26, severe)",Plasmacytoid dendritic cell,Plasmacytoid dendritic cell...355,Plasmacytoid dendritic cell,28,-0.3907162215,-1.705617596,0.01459341514,0.1003297291,0.0748872619,CellMarker,232,"tags=39%, list=19%, signal=33%",LY9/ZNF527/FOXRED2/CD40/GPM6B/PTPRCAP/MYO1E/PLD4/AHNAK2/TCL1A/OCLN
356,"BNT-I (D26, severe)",CD141+CLEC9A+ dendritic cell,CD141+CLEC9A+ dendritic cell...356,CD141+CLEC9A+ dendritic cell,5,-0.7423902668,-1.740205509,0.01795961686,0.1097532142,0.08192105937,CellMarker,161,"tags=100%, list=13%, signal=87%",CD40/HLA-DPA1/SNX22/DST
357,"BNT-I (D26, severe)",CD1C+_B dendritic cell,CD1C+_B dendritic cell...357,CD1C+_B dendritic cell,9,0.5491456021,1.584318527,0.05263455744,0.1608278144,0.1200437275,CellMarker,346,"tags=78%, list=28%, signal=56%",S100A8/S100A12/LOC284454/S100A9/PLBD1/CSTA/ANXA1
358,"BNT-I (D26, severe)",Classical monocyte,Classical monocyte...358,Classical monocyte,6,0.606462143,1.504586188,0.05263157895,0.1608278144,0.1200437275,CellMarker,297,"tags=83%, list=24%, signal=64%",S100A8/S100A12/S100A9/ALOX5AP/PLBD1
359,"BNT-I (D26, severe)",Activated CD4+ T cell,Activated CD4+ T cell...359,Activated CD4+ T cell,1,-0.9765561843,-1.293856821,0.0484496124,0.1608278144,0.1200437275,CellMarker,31,"tags=100%, list=3%, signal=98%",
360,"BNT-I (D26, severe)",CD4+ central memory like T (Tcm-like) cell,CD4+ central memory like T (Tcm-like) cell...360,CD4+ central memory like T (Tcm-like) cell,1,-0.9765561843,-1.293856821,0.0484496124,0.1608278144,0.1200437275,CellMarker,31,"tags=100%, list=3%, signal=98%",
361,"BNT-I (D26, severe)",Central memory T helper 1 cell,Central memory T helper 1 cell...361,Central memory T helper 1 cell,1,-0.9765561843,-1.293856821,0.0484496124,0.1608278144,0.1200437275,CellMarker,31,"tags=100%, list=3%, signal=98%",
362,"BNT-I (D26, severe)",Effector (EMRA) CD8+ T cell,Effector (EMRA) CD8+ T cell...362,Effector (EMRA) CD8+ T cell,1,-0.9765561843,-1.293856821,0.0484496124,0.1608278144,0.1200437275,CellMarker,31,"tags=100%, list=3%, signal=98%",
363,"BNT-I (D26, severe)",Effector CD4+ memory T (Tem) cell,Effector CD4+ memory T (Tem) cell...363,Effector CD4+ memory T (Tem) cell,1,-0.9765561843,-1.293856821,0.0484496124,0.1608278144,0.1200437275,CellMarker,31,"tags=100%, list=3%, signal=98%",
364,"BNT-I (D26, severe)",Naive CD8 T cell,Naive CD8 T cell...364,Naive CD8 T cell,1,-0.9765561843,-1.293856821,0.0484496124,0.1608278144,0.1200437275,CellMarker,31,"tags=100%, list=3%, signal=98%",
365,"BNT-I (D26, severe)",Plasmacytoid dendritic cell(pDC),Plasmacytoid dendritic cell(pDC)...365,Plasmacytoid dendritic cell(pDC),1,-0.9765561843,-1.293856821,0.0484496124,0.1608278144,0.1200437275,CellMarker,31,"tags=100%, list=3%, signal=98%",
366,"BNT-I (D26, severe)",CD4+ T cell,CD4+ T cell...366,CD4+ T cell,5,-0.6512170793,-1.526490311,0.06387665198,0.1756066411,0.1310748135,CellMarker,31,"tags=40%, list=3%, signal=39%",CCR7/LRRN3
367,"BNT-I (D26, severe)",Monocyte,Monocyte...367,Monocyte,9,0.5178590284,1.494054856,0.06104129264,0.1756066411,0.1310748135,CellMarker,274,"tags=78%, list=22%, signal=61%",S100A8/S100A12/CREG1/S100A9/CD63/S100A6/ALOX5AP
368,"BNT-I (D26, severe)",Platelet,Platelet...368,Platelet,2,0.8147249191,1.363145059,0.06704980843,0.1756066411,0.1310748135,CellMarker,231,"tags=100%, list=19%, signal=81%",PPBP/CD63
369,"BNT-I (D26, severe)",CD8+ mucosal-associated invariant T cell(CD8+ MAIT),CD8+ mucosal-associated invariant T cell(CD8+ MAIT)...369,CD8+ mucosal-associated invariant T cell(CD8+ MAIT),1,-0.9603880356,-1.272435351,0.07751937984,0.1776485788,0.1325989392,CellMarker,51,"tags=100%, list=4%, signal=96%",
370,"BNT-I (D26, severe)",T helper 17(Th17) cell,T helper 17(Th17) cell...370,T helper 17(Th17) cell,1,-0.9603880356,-1.272435351,0.07751937984,0.1776485788,0.1325989392,CellMarker,51,"tags=100%, list=4%, signal=96%",
371,"BNT-I (D26, severe)",T helper(Th) cell,T helper(Th) cell...371,T helper(Th) cell,1,-0.9603880356,-1.272435351,0.07751937984,0.1776485788,0.1325989392,CellMarker,51,"tags=100%, list=4%, signal=96%",
372,"BNT-I (D26, severe)",CD4+ recently activated effector memory or effector T cell (CTL),CD4+ recently activated effector memory or effector T cell (CTL)...372,CD4+ recently activated effector memory or effector T cell (CTL),1,-0.9523039612,-1.261724616,0.1085271318,0.2295766249,0.1713586291,CellMarker,61,"tags=100%, list=5%, signal=95%",
373,"BNT-I (D26, severe)",CD8+ recently activated effector memory or effector T cell (CTL),CD8+ recently activated effector memory or effector T cell (CTL)...373,CD8+ recently activated effector memory or effector T cell (CTL),1,-0.9523039612,-1.261724616,0.1085271318,0.2295766249,0.1713586291,CellMarker,61,"tags=100%, list=5%, signal=95%",
374,"BNT-I (D26, severe)",CD14+ monocyte,CD14+ monocyte...374,CD14+ monocyte,2,0.7799352751,1.304937276,0.1149425287,0.2341421882,0.174766418,CellMarker,274,"tags=100%, list=22%, signal=78%",S100A9/ALOX5AP
375,BNT-I (D3),MACROPHAGES,MACROPHAGES...375,MACROPHAGES,5,0.7519104936,1.619800188,0.01978026697,0.1978026697,0.1873920029,ImmuneGO,68,"tags=60%, list=6%, signal=57%",EDNRB/CXCL17/IL13
376,"BNT-I-BNT (D51, mild)",INNATE IMMUNE SYSTEM,INNATE IMMUNE SYSTEM...376,INNATE IMMUNE SYSTEM,17,0.5151925321,1.998228535,0.002538127108,0.01776688975,0.01068685098,ImmuneGO,19,"tags=35%, list=4%, signal=35%",DEFA4/AZU1/LCN2/BPI/CAMP/CRISP3
377,"BNT-I-BNT (D51, mild)",B CELLS,B CELLS...377,B CELLS,14,-0.6379601259,-1.856476547,0.01290867854,0.04518037488,0.02717616534,ImmuneGO,107,"tags=64%, list=22%, signal=51%",CD40/CD40LG/IL7R/BANK1/CXCR5/MS4A1/CD79A/CD22/CR2
378,"BNT-I-BNT (D51, mild)",ADAPTIVE IMMUNE SYSTEM,ADAPTIVE IMMUNE SYSTEM...378,ADAPTIVE IMMUNE SYSTEM,25,-0.4652717093,-1.571079456,0.04986522911,0.1163522013,0.06998628647,ImmuneGO,83,"tags=44%, list=17%, signal=38%",CD40LG/IL7R/S1PR1/RORC/CCR7/BANK1/CXCR5/MS4A1/CD79A/CD22/CR2
379,"BNT-I-BNT (D51, mild)",DENDRITIC CELLS,DENDRITIC CELLS...379,DENDRITIC CELLS,2,-0.8308977035,-1.350750581,0.1060329068,0.1855575868,0.1116135861,ImmuneGO,84,"tags=100%, list=17%, signal=83%",CCR7
380,"BNT-I-BNT (D51, mild)",Neutrophil,Neutrophil...380,Neutrophil,9,0.9281895119,2.829408394,3.09E-09,1.95E-07,1.69E-07,CellMarker,17,"tags=89%, list=4%, signal=87%",DEFA4/AZU1/LTF/CEACAM8/LCN2/MMP8/MPO/CAMP
381,"BNT-I-BNT (D51, mild)",Neutrophil progenitor cell,Neutrophil progenitor cell...381,Neutrophil progenitor cell,5,0.974789916,2.406678073,7.01E-08,2.21E-06,1.92E-06,CellMarker,17,"tags=100%, list=4%, signal=97%",AZU1/LTF/LCN2/MPO/CAMP
382,"BNT-I-BNT (D51, mild)",B cell,B cell...382,B cell,12,-0.8075573727,-2.234270009,7.51E-06,0.0001578128846,0.0001371139516,CellMarker,49,"tags=83%, list=10%, signal=77%",CCR7/BANK1/MS4A1/FCER2/FCRLA/CD79A/CD22/FCRL1/CR2/VPREB3
383,"BNT-I-BNT (D51, mild)",CD1C-CD141- dendritic cell,CD1C-CD141- dendritic cell...383,CD1C-CD141- dendritic cell,4,0.8532494759,1.885090413,0.00226327968,0.03564665496,0.03097119562,CellMarker,74,"tags=100%, list=15%, signal=85%",TLR2/FAM46A/TXNIP/PTGER2
384,"BNT-I-BNT (D51, mild)",Granulocyte,Granulocyte...384,Granulocyte,3,0.8682008368,1.707199431,0.006879199398,0.08667791242,0.07530913026,CellMarker,66,"tags=100%, list=14%, signal=87%",AZU1/MPO/CD63
385,"BNT-I-BNT (D51, mild)",Naive CD8+ T cell,Naive CD8+ T cell...385,Naive CD8+ T cell,10,-0.6370659219,-1.666570158,0.02589822075,0.2039484884,0.1771983525,CellMarker,75,"tags=60%, list=16%, signal=52%",IL7R/S1PR1/GCSAM/CCR7/NT5E/LRRN3
386,"BNT-I-BNT (D51, mild)",CD4+ T cell,CD4+ T cell...386,CD4+ T cell,5,-0.756302521,-1.634773813,0.02468391775,0.2039484884,0.1771983525,CellMarker,122,"tags=100%, list=25%, signal=75%",IL7R/CCR7/CD79A/LRRN3
