"","genes","infection_vaccination","n_conditions","gene_set_short","process","comparison"
"942","F2RL1","Infection",1,"Activation, Immune response, T cell","T CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE","Infection only"
"943","F2RL1","Infection",1,"T cells","T CELLS","Infection only"
"944","FAM3A","Infection",1,"Antifungal humoral response","ANTIFUNGAL HUMORAL RESPONSE","Infection only"
"945","FAM3A","Infection",1,"Antimicrobial peptide-mediated immune response","ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE","Infection only"
"946","FAS","Infection",4,"Cell death, Activation-induced, T cell","ACTIVATION-INDUCED CELL DEATH OF T CELLS","Infection only"
"947","FAS","Infection",4,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Infection only"
"948","FAS","Infection",4,"Cellular adaptive immune system","CELLULAR ADAPTIVE IMMUNE SYSTEM","Infection only"
"949","FAS","Infection",4,"Immune response","IMMUNE RESPONSE","Infection only"
"950","FAS","Infection",4,"T cells","T CELLS","Infection only"
"951","FASLG","Infection",5,"Antiviral and inteferon","ANTIVIRAL AND INTERFERON","Infection only"
"952","FASLG","Infection",5,"Cellular response to Interferon II","CELLULAR RESPONSE TO TYPE II INTERFERON","Infection only"
"953","FASLG","Infection",5,"Immune response","IMMUNE RESPONSE","Infection only"
"954","FASLG","Infection",5,"Innate immune system","INNATE IMMUNE SYSTEM","Infection only"
"955","FAU","Infection",2,"Antibacterial humoral response","ANTIBACTERIAL HUMORAL RESPONSE","Infection only"
"956","FAU","Infection",2,"Antimicrobial peptide-mediated immune response","ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE","Infection only"
"957","FAU","Infection",2,"Innate immune response, mucosa","INNATE IMMUNE RESPONSE IN MUCOSA","Infection only"
"958","FAU","Infection",2,"Innate immune system","INNATE IMMUNE SYSTEM","Infection only"
"959","FBXO38","Infection",2,"Adaptive Immune response","ADAPTIVE IMMUNE RESPONSE","Infection only"
"960","FBXO38","Infection",2,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Infection only"
"961","FBXO38","Infection",2,"Immune system, Process","IMMUNE SYSTEM PROCESS","Infection only"
"962","FCAR","Infection",8,"Antiviral and inteferon","ANTIVIRAL AND INTERFERON","Infection only"
"963","FCAR","Infection",8,"Cellular response to Interferon II","CELLULAR RESPONSE TO TYPE II INTERFERON","Infection only"
"964","FCAR","Infection",8,"Immune response","IMMUNE RESPONSE","Infection only"
"965","FCAR","Infection",8,"Innate immune system","INNATE IMMUNE SYSTEM","Infection only"
"966","FCAR","Infection",8,"Neutrophil","NEUTROPHIL","Infection only"
"967","FCAR","Infection",8,"Activation, Neutrophil","NEUTROPHIL ACTIVATION","Infection only"
"968","FCAR","Infection",8,"Immunity, Neutrophil","NEUTROPHIL MEDIATED IMMUNITY","Infection only"
"969","FCER1A","Infection",7,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Infection only"
"970","FCER1A","Infection",7,"Cellular adaptive immune system","CELLULAR ADAPTIVE IMMUNE SYSTEM","Infection only"
"971","FCER1A","Infection",7,"Eosinophil","EOSINOPHIL","Infection only"
"972","FCER1A","Infection",7,"Degranulation, Eosinophil","EOSINOPHIL DEGRANULATION","Infection only"
"973","FCER1A","Infection",7,"Humoral adaptive immune system","HUMORAL ADAPTIVE IMMUNE SYSTEM","Infection only"
"974","FCER1A","Infection",7,"Innate immune system","INNATE IMMUNE SYSTEM","Infection only"
"975","FCER1A","Infection",7,"Mast cell","MAST CELL","Infection only"
"976","FCER1A","Infection",7,"Degranulation, Mast cell","MAST CELL DEGRANULATION","Infection only"
"977","FCER1A","Infection",7,"T cells","T CELLS","Infection only"
"978","FCER1A","Infection",7,"Immune response, Th2","TYPE 2 IMMUNE RESPONSE","Infection only"
"979","FCER1A","Infection",7,"Hypersensitivity, Type I","TYPE I HYPERSENSITIVITY","Infection only"
"980","FCER1G","Infection",7,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Infection only"
"981","FCER1G","Infection",7,"APP, MHC I, exogenous peptide","ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS I","Infection only"
"982","FCER1G","Infection",7,"APP, MHC II, exogenous peptide","ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS II","Infection only"
"983","FCER1G","Infection",7,"Antigen recognition processing and presentation","ARPP","Infection only"
"984","FCER1G","Infection",7,"B cells","B CELLS","Infection only"
"985","FCER1G","Infection",7,"Cellular adaptive immune system","CELLULAR ADAPTIVE IMMUNE SYSTEM","Infection only"
"986","FCER1G","Infection",7,"Fc receptor, Pathway","FC RECEPTOR MEDIATED STIMULATORY SIGNALING PATHWAY","Infection only"
"987","FCER1G","Infection",7,"Humoral adaptive immune system","HUMORAL ADAPTIVE IMMUNE SYSTEM","Infection only"
"988","FCER1G","Infection",7,"Immune system, Process","IMMUNE SYSTEM PROCESS","Infection only"
"989","FCER1G","Infection",7,"IMMUNOGLOBULIN MEDIATED IMMUNE RESPONSE","IMMUNOGLOBULIN MEDIATED IMMUNE RESPONSE","Infection only"
"990","FCER1G","Infection",7,"Ig, Immune response","IMMUNOGLOBULIN MEDIATED IMMUNE RESPONSE","Infection only"
"991","FCER1G","Infection",7,"Innate immune response","INNATE IMMUNE RESPONSE","Infection only"
"992","FCER1G","Infection",7,"Innate immune system","INNATE IMMUNE SYSTEM","Infection only"
"993","FCER1G","Infection",7,"Neutrophil","NEUTROPHIL","Infection only"
"994","FCER1G","Infection",7,"Activation, Immune response, Neutrophil","NEUTROPHIL ACTIVATION INVOLVED IN IMMUNE RESPONSE","Infection only"
"995","FCER1G","Infection",7,"Chemotaxis, Neutrophil","NEUTROPHIL CHEMOTAXIS","Infection only"
"996","FCER1G","Infection",7,"Differentiation, T cell, Immune response","T CELL DIFFERENTIATION INVOLVED IN IMMUNE RESPONSE","Infection only"
"997","FCER1G","Infection",7,"T cells","T CELLS","Infection only"
"998","FCGR1A","Infection",6,"ADCC","ANTIBODY-DEPENDENT CELLULAR CYTOTOXICITY","Infection only"
"999","FCGR1A","Infection",6,"APP, Exogenous antigen","ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS ANTIGEN","Infection only"
"1000","FCGR1A","Infection",6,"APP, MHC I, exogenous peptide","ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS I","Infection only"
"1001","FCGR1A","Infection",6,"Antigen recognition processing and presentation","ARPP","Infection only"
"1002","FCGR1A","Infection",6,"Immune response","IMMUNE RESPONSE","Infection only"
"1003","FCGR1A","Infection",6,"Immune system, Process","IMMUNE SYSTEM PROCESS","Infection only"
"1004","FCGR1A","Infection",6,"Innate immune response","INNATE IMMUNE RESPONSE","Infection only"
"1005","FCGR1A","Infection",6,"Innate immune system","INNATE IMMUNE SYSTEM","Infection only"
"1006","FCGR2A","Infection",1,"Immune system, Process","IMMUNE SYSTEM PROCESS","Infection only"
"1007","FCGR2B","Infection",1,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Infection only"
"1008","FCGR2B","Infection",1,"APP, MHC II, exogenous peptide","ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS II","Infection only"
"1009","FCGR2B","Infection",1,"Antigen recognition processing and presentation","ARPP","Infection only"
"1010","FCGR2B","Infection",1,"B cells","B CELLS","Infection only"
"1011","FCGR2B","Infection",1,"Fc-gR signaling, phagocytosis","FC-GAMMA RECEPTOR SIGNALING PATHWAY INVOLVED IN PHAGOCYTOSIS","Infection only"
"1012","FCGR2B","Infection",1,"Differentiation, folicular B cell","FOLLICULAR B CELL DIFFERENTIATION","Infection only"
"1013","FCGR2B","Infection",1,"Humoral adaptive immune system","HUMORAL ADAPTIVE IMMUNE SYSTEM","Infection only"
"1014","FCGR2B","Infection",1,"Clearance, Immune complex, Monocytes, Macrophages","IMMUNE COMPLEX CLEARANCE BY MONOCYTES AND MACROPHAGES","Infection only"
"1015","FCGR2B","Infection",1,"Immune response","IMMUNE RESPONSE","Infection only"
"1016","FCGR2B","Infection",1,"IMMUNOGLOBULIN MEDIATED IMMUNE RESPONSE","IMMUNOGLOBULIN MEDIATED IMMUNE RESPONSE","Infection only"
"1017","FCGR2B","Infection",1,"Ig, Immune response","IMMUNOGLOBULIN MEDIATED IMMUNE RESPONSE","Infection only"
"1018","FCGR2B","Infection",1,"Innate immune system","INNATE IMMUNE SYSTEM","Infection only"
"1019","FCGR2B","Infection",1,"Differentiation, Immune response, B cell, Mature","MATURE B CELL DIFFERENTIATION INVOLVED IN IMMUNE RESPONSE","Infection only"
"1020","FCGR3A","Infection",1,"ADCC","ANTIBODY-DEPENDENT CELLULAR CYTOTOXICITY","Infection only"
"1021","FCGR3A","Infection",1,"Immune response","IMMUNE RESPONSE","Infection only"
"1022","FCGR3A","Infection",1,"Immune system, Process","IMMUNE SYSTEM PROCESS","Infection only"
"1023","FCGR3A","Infection",1,"Innate immune system","INNATE IMMUNE SYSTEM","Infection only"
"1024","FCGR3A","Infection",1,"Activation, Macrophage","MACROPHAGE ACTIVATION","Infection only"
"1025","FCGR3A","Infection",1,"Activation, NK cell","NATURAL KILLER CELL ACTIVATION","Infection only"
"1026","FCGR3A","Infection",1,"Degranulation, NK cell","NATURAL KILLER CELL DEGRANULATION","Infection only"
"1027","FCGR3A","Infection",1,"Cytotoxicity, NK cell","NATURAL KILLER CELL MEDIATED CYTOTOXICITY","Infection only"
"1028","FCGR3A","Infection",1,"NK cell","NK CELL","Infection only"
"1029","FCGRT","Infection",2,"Immune response","IMMUNE RESPONSE","Infection only"
"1030","FER","Infection",1,"Diapedesis","DIAPEDESIS","Infection only"
"1031","FGR","Infection",2,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Infection only"
"1032","FGR","Infection",2,"B cells","B CELLS","Infection only"
"1033","FGR","Infection",2,"Fc-gR signaling, phagocytosis","FC-GAMMA RECEPTOR SIGNALING PATHWAY INVOLVED IN PHAGOCYTOSIS","Infection only"
"1034","FGR","Infection",2,"Humoral adaptive immune system","HUMORAL ADAPTIVE IMMUNE SYSTEM","Infection only"
"1035","FGR","Infection",2,"Immune system, Process","IMMUNE SYSTEM PROCESS","Infection only"
"1036","FGR","Infection",2,"Innate immune response","INNATE IMMUNE RESPONSE","Infection only"
"1037","FGR","Infection",2,"Innate immune system","INNATE IMMUNE SYSTEM","Infection only"
"1038","FKBP1A","Infection",2,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Infection only"
"1039","FKBP1A","Infection",2,"Cellular adaptive immune system","CELLULAR ADAPTIVE IMMUNE SYSTEM","Infection only"
"1040","FKBP1A","Infection",2,"Activation, T cell","T CELL ACTIVATION","Infection only"
"1041","FKBP1A","Infection",2,"T cells","T CELLS","Infection only"
"1042","FKBP1B","Infection",1,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Infection only"
"1043","FKBP1B","Infection",1,"Cellular adaptive immune system","CELLULAR ADAPTIVE IMMUNE SYSTEM","Infection only"
"1044","FKBP1B","Infection",1,"Proliferation, T cell","T CELL PROLIFERATION","Infection only"
"1045","FKBP1B","Infection",1,"T cells","T CELLS","Infection only"
"1046","FLT1","Infection",5,"Innate immune system","INNATE IMMUNE SYSTEM","Infection only"
"1047","FLT1","Infection",5,"Chemotaxis, Monocyte","MONOCYTE CHEMOTAXIS","Infection only"
"1048","FLT1","Infection",5,"Monocytes","MONOCYTES","Infection only"
"1049","FLT3","Infection",8,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Infection only"
"1050","FLT3","Infection",8,"Differentiation, B cell","B CELL DIFFERENTIATION","Infection only"
"1051","FLT3","Infection",8,"B cells","B CELLS","Infection only"
"1052","FLT3","Infection",8,"Homeostasis, Leukocyte","LEUKOCYTE HOMEOSTASIS","Infection only"
"1053","FLT3","Infection",8,"Proliferation, Lymphocyte","LYMPHOCYTE PROLIFERATION","Infection only"
"1054","FOSL1","Infection",3,"Antigen recognition processing and presentation","ARPP","Infection only"
"1055","FOSL1","Infection",3,"Innate immune system","INNATE IMMUNE SYSTEM","Infection only"
"1056","FOSL1","Infection",3,"PRR, TLR, Pathway","TOLL-LIKE RECEPTOR SIGNALING PATHWAY","Infection only"
"1057","FOSL2","Infection",1,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Infection only"
"1058","FOSL2","Infection",1,"Differentiation, B cell","B CELL DIFFERENTIATION","Infection only"
"1059","FOSL2","Infection",1,"Proliferation, B cell","B CELL PROLIFERATION","Infection only"
"1060","FOSL2","Infection",1,"B cells","B CELLS","Infection only"
"1061","FOSL2","Infection",1,"Cellular adaptive immune system","CELLULAR ADAPTIVE IMMUNE SYSTEM","Infection only"
"1062","FOSL2","Infection",1,"Inflammation","INFLAMMATION","Infection only"
"1063","FOSL2","Infection",1,"Inflammatory response, Antigenic stimulus","INFLAMMATORY RESPONSE TO ANTIGENIC STIMULUS","Infection only"
"1064","FOSL2","Infection",1,"Innate immune response","INNATE IMMUNE RESPONSE","Infection only"
"1065","FOSL2","Infection",1,"Innate immune system","INNATE IMMUNE SYSTEM","Infection only"
"1066","FOSL2","Infection",1,"Differentiation, NK T cell","NK T CELL DIFFERENTIATION","Infection only"
"1067","FOSL2","Infection",1,"Differentiation, T cell","T CELL DIFFERENTIATION","Infection only"
"1068","FOSL2","Infection",1,"Signaling, T cell","T CELL RECEPTOR SIGNALING PATHWAY","Infection only"
"1069","FOSL2","Infection",1,"T cells","T CELLS","Infection only"
"1070","FPR1","Infection",3,"Complement immune system","COMPLEMENT IMMUNE SYSTEM","Infection only"
"1071","FPR1","Infection",3,"Complement, Pathway","COMPLEMENT RECEPTOR MEDIATED SIGNALING PATHWAY","Infection only"
"1072","FPR3","Infection",3,"Complement immune system","COMPLEMENT IMMUNE SYSTEM","Infection only"
"1073","FPR3","Infection",3,"Complement, Pathway","COMPLEMENT RECEPTOR MEDIATED SIGNALING PATHWAY","Infection only"
"1074","FUT4","Infection",9,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Infection only"
"1075","FUT4","Infection",9,"Migration, Lymphonode, Lymphocyte","LYMPHOCYTE MIGRATION INTO LYMPH NODE","Infection only"
"1076","FUT7","Infection",5,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Infection only"
"1077","FUT7","Infection",5,"Differentiation, CD4+, CD25+, abTreg","CD4-POSITIVE, CD25-POSITIVE, ALPHA-BETA REGULATORY T CELL DIFFERENTIATION","Infection only"
"1078","FUT7","Infection",5,"Cellular adaptive immune system","CELLULAR ADAPTIVE IMMUNE SYSTEM","Infection only"
"1079","FUT7","Infection",5,"Migration, Immune response, Leukocyte","LEUKOCYTE MIGRATION INVOLVED IN IMMUNE RESPONSE","Infection only"
"1080","FUT7","Infection",5,"Migration, Inflammatory response, Leukocyte","LEUKOCYTE MIGRATION INVOLVED IN INFLAMMATORY RESPONSE","Infection only"
"1081","FUT7","Infection",5,"Migration, Lymphonode, Lymphocyte","LYMPHOCYTE MIGRATION INTO LYMPH NODE","Infection only"
"1082","FUT7","Infection",5,"Migration, Lymphoid organs, Lymphocyte","LYMPHOCYTE MIGRATION INTO LYMPHOID ORGANS","Infection only"
"1083","FUT7","Infection",5,"Migration, T cell","T CELL MIGRATION","Infection only"
"1084","FUT7","Infection",5,"T cells","T CELLS","Infection only"
"1085","GAPT","Infection",1,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Infection only"
"1086","GAPT","Infection",1,"Activation, B cell","B CELL ACTIVATION","Infection only"
"1087","GAPT","Infection",1,"Homeostasis, B cell","B CELL HOMEOSTASIS","Infection only"
"1088","GAPT","Infection",1,"Proliferation, Immune response, B cell","B CELL PROLIFERATION INVOLVED IN IMMUNE RESPONSE","Infection only"
"1089","GAPT","Infection",1,"B cells","B CELLS","Infection only"
"1090","GATA3","Infection",7,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Infection only"
"1091","GATA3","Infection",7,"B cells","B CELLS","Infection only"
"1092","GATA3","Infection",7,"Cellular adaptive immune system","CELLULAR ADAPTIVE IMMUNE SYSTEM","Infection only"
"1093","GATA3","Infection",7,"Humoral adaptive immune system","HUMORAL ADAPTIVE IMMUNE SYSTEM","Infection only"
"1094","GATA3","Infection",7,"Humoral immune response","HUMORAL IMMUNE RESPONSE","Infection only"
"1095","GATA3","Infection",7,"Immune system, Development","IMMUNE SYSTEM DEVELOPMENT","Infection only"
"1096","GATA3","Infection",7,"Immune system, Process","IMMUNE SYSTEM PROCESS","Infection only"
"1097","GATA3","Infection",7,"Innate immune response","INNATE IMMUNE RESPONSE","Infection only"
"1098","GATA3","Infection",7,"Innate immune system","INNATE IMMUNE SYSTEM","Infection only"
"1099","GATA3","Infection",7,"Migration, Lymphocyte","LYMPHOCYTE MIGRATION","Infection only"
"1100","GATA3","Infection",7,"Activation, NK cell","NATURAL KILLER CELL ACTIVATION","Infection only"
"1101","GATA3","Infection",7,"NK cell","NK CELL","Infection only"
"1102","GATA3","Infection",7,"Differentiation, pro-T cell","PRO-T CELL DIFFERENTIATION","Infection only"
"1103","GATA3","Infection",7,"Differentiation, T cell","T CELL DIFFERENTIATION","Infection only"
"1104","GATA3","Infection",7,"Differentiation, T cell, Thymus","T CELL DIFFERENTIATION IN THYMUS","Infection only"
"1105","GATA3","Infection",7,"Signaling, T cell","T CELL RECEPTOR SIGNALING PATHWAY","Infection only"
"1106","GATA3","Infection",7,"T cells","T CELLS","Infection only"
"1107","GATA3","Infection",7,"Differentiation, Th2 cell","T-HELPER 2 CELL DIFFERENTIATION","Infection only"
"1108","GATA3","Infection",7,"Selection, T cell, Thymic","THYMIC T CELL SELECTION","Infection only"
"1109","GATA3","Infection",7,"Development, Thymocyte","THYMUS DEVELOPMENT","Infection only"
"1110","GBP1","Infection",4,"Antiviral and inteferon","ANTIVIRAL AND INTERFERON","Infection only"
"1111","GBP1","Infection",4,"Cellular response to Interferon II","CELLULAR RESPONSE TO TYPE II INTERFERON","Infection only"
"1112","GBP1","Infection",4,"Immune system, Process","IMMUNE SYSTEM PROCESS","Infection only"
"1113","GBP1","Infection",4,"Innate immune response","INNATE IMMUNE RESPONSE","Infection only"
"1114","GBP1","Infection",4,"Innate immune system","INNATE IMMUNE SYSTEM","Infection only"
"1115","GBP2","Infection",5,"Activation, Innate immune response","ACTIVATION OF INNATE IMMUNE RESPONSE","Infection only"
"1116","GBP2","Infection",5,"Antiviral and inteferon","ANTIVIRAL AND INTERFERON","Infection only"
"1117","GBP2","Infection",5,"Cellular response to Interferon II","CELLULAR RESPONSE TO TYPE II INTERFERON","Infection only"
