Source,Target,Type,Id,Label,Weight,value
KDM5B,FLUMIST (D3),Undirected,5891,NA,2,
PLA1A,"BNT (V2, D1)",Undirected,5892,NA,2,
INNATE IMMUNE SYSTEM,DDX3X,Undirected,5893,NA,2,1
P2RY14,"ChAd (V2, D1)",Undirected,5894,NA,2,
CELLULAR ADAPTIVE IMMUNE SYSTEM,BCL10,Undirected,5895,NA,2,1
HPV-VLP (M2),ANOS1,Undirected,5896,NA,2,-1
ATG5,ADAPTIVE IMMUNE SYSTEM,Undirected,5897,NA,2,
RYK,FLUARIX FLUVIRIN (D3),Undirected,5898,NA,2,
RSAD2,INFLUENZA (D1),Undirected,5899,NA,2,
LMO4,Cellular,Undirected,5900,NA,3,
NLRC3,Immune system,Undirected,5901,NA,3,
HPV-VLP (M2),ACOT7,Undirected,5902,NA,2,1
MSH6,ADAPTIVE IMMUNE SYSTEM,Undirected,5903,NA,2,
CEBPG,ADAPTIVE IMMUNE SYSTEM,Undirected,5904,NA,2,
FLUMIST (D3),ARRB1,Undirected,5905,NA,2,1
GIT2,FLUMIST (D3),Undirected,5906,NA,2,
Immune system,BAK1,Undirected,5907,NA,3,1
TRBV6-1,Immune system,Undirected,5908,NA,3,
Cellular,CBL,Undirected,5909,NA,3,1
CCL2,"BNT-MO (V3, D1)",Undirected,5910,NA,2,
MALT1,INNATE IMMUNE SYSTEM,Undirected,5911,NA,2,
CDKN2D,BNT-I (D4),Undirected,5912,NA,2,
"ChAd (V1, D7)",CDC45,Undirected,5913,NA,2,1
SLC51A,"BNT (V3, D1)",Undirected,5914,NA,2,
ZMYND15,MONOV INFLUENZA A (D1),Undirected,5915,NA,2,
DNM3OS,BNT-I (D1),Undirected,5916,NA,2,
Immune system,ACOD1,Undirected,5917,NA,2,1
PYCR1,"ChAd (V1, D6)",Undirected,5918,NA,2,
RGS1,"BNT-MO (V3, D1)",Undirected,5919,NA,2,
ZNF112,"ZF2001 (V3, D07)",Undirected,5920,NA,2,
EOMES,CELLULAR ADAPTIVE IMMUNE SYSTEM,Undirected,5921,NA,2,
EPB41L5,BNT-I (D3),Undirected,5922,NA,2,
TNFSF12,Immune system,Undirected,5923,NA,2,
PTH1R,HPV-VLP (M2),Undirected,5924,NA,2,
SIN3A,Metabolism,Undirected,5925,NA,2,
OBSL1,BNT-I (D1),Undirected,5926,NA,2,
WNT10B,Cellular,Undirected,5927,NA,2,
MONOV INFLUENZA A (D1),CDHR5,Undirected,5928,NA,2,1
WETVAX (D5-7),UBB,Undirected,5929,NA,2,-1
INFLUENZA (D1),DSE,Undirected,5930,NA,2,1
MONOV INFLUENZA A (D1),HBEGF,Undirected,5931,NA,2,1
APBB1IP,ADAPTIVE IMMUNE SYSTEM,Undirected,5932,NA,2,
Immune system,GPS2,Undirected,5933,NA,3,1
TBXAS1,FLUARIX FLUVIRIN (D3),Undirected,5934,NA,2,
PTS,BNT-I (D3),Undirected,5935,NA,2,
GCH1,"ChAd-BNT (V3, D1)",Undirected,5936,NA,2,
UEVLD,FLUARIX FLUVIRIN (D3),Undirected,5937,NA,2,
STAMARIL (D3),KBTBD7,Undirected,5938,NA,2,-1
VAMP7,INNATE IMMUNE SYSTEM,Undirected,5939,NA,2,
WETVAX (D2-4),HMGCL,Undirected,5940,NA,2,-1
TRBV6-5,Cellular,Undirected,5941,NA,2,
MAFF,BNT-I (D1),Undirected,5942,NA,2,
"ZF2001 (V3, D07)",MTCL1,Undirected,5943,NA,2,1
WAS,Immune system,Undirected,5944,NA,3,
DAPK1,Cellular,Undirected,5945,NA,2,
PARP14,"BNT (V3, D1)",Undirected,5946,NA,2,
HESX1,"ChAd (V2, D1)",Undirected,5947,NA,2,
RFTN1,Metabolism,Undirected,5948,NA,2,
HMGN4,FLUARIX FLUVIRIN (D3),Undirected,5949,NA,2,
Reg. of BP,LEF1,Undirected,5950,NA,3,1
Interspecies interaction,A2M,Undirected,5951,NA,3,1
IMPDH2,Cellular,Undirected,5952,NA,2,
SNORA77,"ChAd-BNT (V2, D7)",Undirected,5953,NA,2,
P2RY13,"ChAd-BNT (V2, D7)",Undirected,5954,NA,2,
Cellular,CLU,Undirected,5955,NA,3,1
Immune system,CYBC1,Undirected,5956,NA,3,1
TYRO3,INNATE IMMUNE SYSTEM,Undirected,5957,NA,2,
"ZF2001 (V3, D07)",KCTD16,Undirected,5958,NA,2,1
Reg. of BP,CKLF,Undirected,5959,NA,2,1
FOXO1,FLUMIST (D3),Undirected,5960,NA,2,
TRAPPC3,FLUARIX FLUVIRIN (D3),Undirected,5961,NA,2,
"ChAd-BNT (V3, D1)",A3GALT2,Undirected,5962,NA,2,1
ISG20,HPV-VLP (M2),Undirected,5963,NA,2,
MAP3K15,BNT-I (D1),Undirected,5964,NA,2,
TMEM170A,FLUMIST (D3),Undirected,5965,NA,2,
YF VAX (ANY),EIF4B,Undirected,5966,NA,2,-1
STAMARIL (D3),ADAP2,Undirected,5967,NA,2,1
BNT-I (D1),BHLHE40-AS1,Undirected,5968,NA,2,-1
SUCNR1,Immune system,Undirected,5969,NA,2,
MONOV INFLUENZA A (D1),FCGR1BP,Undirected,5970,NA,2,1
TPCN2,FLUMIST (D3),Undirected,5971,NA,2,
Immune system,AP3D1,Undirected,5972,NA,3,1
RELB,INNATE IMMUNE SYSTEM,Undirected,5973,NA,2,
GGT5,"ChAd (V1, D3)",Undirected,5974,NA,2,
LRFN4,"ChAd-BNT (V2, D3)",Undirected,5975,NA,2,
SNAPC5,FLUARIX FLUVIRIN (D3),Undirected,5976,NA,2,
HAS1,"ChAd (V1, D3)",Undirected,5977,NA,2,
Reg. of BP,JUN,Undirected,5978,NA,3,1
"ZF2001 (V3, D07)",SPTBN4,Undirected,5979,NA,2,1
"ZF2001 (V3, D07)",SPTBN2,Undirected,5980,NA,2,1
SINHCAF,FLUARIX FLUVIRIN (D3),Undirected,5981,NA,2,
LVS F TULARENSIS (H18),DCTN2,Undirected,5982,NA,2,1
"ZF2001 (V3, D07)",PRDM13,Undirected,5983,NA,2,1
JUNB,"BNT-MO (V3, D1)",Undirected,5984,NA,2,
HUMORAL ADAPTIVE IMMUNE SYSTEM,CLEC4G,Undirected,5985,NA,2,1
SNRPA1,FLUARIX FLUVIRIN (D3),Undirected,5986,NA,2,
FLUARIX FLUVIRIN (D3),ANAPC1,Undirected,5987,NA,2,1
TM2D3,FLUARIX FLUVIRIN (D3),Undirected,5988,NA,2,
"ZF2001 (V3, D07)",PRDM16,Undirected,5989,NA,2,1
Immune system,ERBB2,Undirected,5990,NA,2,1
FLUMIST (D3),AURKAIP1,Undirected,5991,NA,2,1
"ZF2001 (V3, D14)",FBXL2,Undirected,5992,NA,2,1
TOX,Immune system,Undirected,5993,NA,2,
LYST,INNATE IMMUNE SYSTEM,Undirected,5994,NA,2,
Metabolism,ITPKB,Undirected,5995,NA,3,1
BNT-I (D1),BCL3,Undirected,5996,NA,2,1
SKA3,MONOV INFLUENZA A (D3),Undirected,5997,NA,2,
HIV-1 GAG-POL NEF (D3),GCH1,Undirected,5998,NA,2,1
FLUARIX FLUVIRIN (D3),EAPP,Undirected,5999,NA,2,1
SRSF10,FLUARIX FLUVIRIN (D3),Undirected,6000,NA,2,
FLUMIST (D3),AKR1A1,Undirected,6001,NA,2,1
PLEK2,BNT-I (D4),Undirected,6002,NA,2,
RNFT1,FLUMIST (D3),Undirected,6003,NA,2,
DUOXA1,"ChAd (V1, D3)",Undirected,6004,NA,2,
Immune system,BAG6,Undirected,6005,NA,2,1
MAFF,BNT-I (D3),Undirected,6006,NA,2,
PLA2G6,ADAPTIVE IMMUNE SYSTEM,Undirected,6007,NA,2,
STAMARIL (D10),NTNG2,Undirected,6008,NA,2,1
Immune system,GPR18,Undirected,6009,NA,3,1
STAT1,"BNT (V2, D1)",Undirected,6010,NA,2,
PDSS1,HPV-VLP (M2),Undirected,6011,NA,2,
"ChAd (V1, D3)",ADAMTS5,Undirected,6012,NA,2,-1
"ChAd (V1, D3)",ADAMTS3,Undirected,6013,NA,2,-1
"ChAd (V1, D3)",ADAMTS2,Undirected,6014,NA,2,-1
Immune system,AP3B1,Undirected,6015,NA,2,1
WETVAX (D5-7),ALDH3A1,Undirected,6016,NA,2,-1
KLF5,"BNT-MO (V3, D1)",Undirected,6017,NA,2,
"ZF2001 (V3, D07)",RND2,Undirected,6018,NA,2,1
TAPBPL,Immune system,Undirected,6019,NA,3,
TLR1,LVS F TULARENSIS (H192),Undirected,6020,NA,2,
FLUARIX FLUVIRIN (D3),AKR1C3,Undirected,6021,NA,2,1
STAMARIL (D10),APOL3,Undirected,6022,NA,2,1
Cellular,CD99L2,Undirected,6023,NA,2,1
FSTL1,"ChAd-BNT (V2, D7)",Undirected,6024,NA,2,
"ZF2001 (V3, D07)",OR56B1,Undirected,6025,NA,2,1
FUBP3,FLUMIST (D3),Undirected,6026,NA,2,
UBE2R2,FLUARIX FLUVIRIN (D3),Undirected,6027,NA,2,
P2RX7,"BNT (V3, D1)",Undirected,6028,NA,2,
TMX1,FLUMIST (D3),Undirected,6029,NA,2,
WETVAX (D5-7),EIF4A1,Undirected,6030,NA,2,1
IVNS1ABP,FLUARIX FLUVIRIN (D3),Undirected,6031,NA,2,
FLUMIST (D3),ATXN1,Undirected,6032,NA,2,1
TRAF5,LVS F TULARENSIS (H48),Undirected,6033,NA,2,
OR2W3,"ChAd-BNT (V2, D7)",Undirected,6034,NA,2,
FLUMIST (D3),ATXN7,Undirected,6035,NA,2,1
ORMDL2,FLUMIST (D3),Undirected,6036,NA,2,
SNORA77,"ChAd-BNT (V2, D3)",Undirected,6037,NA,2,
LYZ,Interspecies interaction,Undirected,6038,NA,3,
YF VAX (ANY),OAS2,Undirected,6039,NA,2,1
TMEM41B,FLUARIX FLUVIRIN (D3),Undirected,6040,NA,2,
YF VAX (ANY),OAS1,Undirected,6041,NA,2,1
"ZF2001 (V3, D07)",NAV3,Undirected,6042,NA,2,1
RTP4,MONOV INFLUENZA A (D1),Undirected,6043,NA,2,
"ZF2001 (V3, D07)",NAV1,Undirected,6044,NA,2,1
"ZF2001 (V3, D07)",NAV2,Undirected,6045,NA,2,1
JAK2,Interspecies interaction,Undirected,6046,NA,2,
MMP2,Immune system,Undirected,6047,NA,2,
Immune system,GPR32,Undirected,6048,NA,2,1
Immune system,GPR33,Undirected,6049,NA,2,1
HOXA5,BNT-I (D1),Undirected,6050,NA,2,
TINF2,FLUARIX FLUVIRIN (D3),Undirected,6051,NA,2,
NEUTROPHIL,IRAK4,Undirected,6052,NA,2,1
OTHER,CRIP1,Undirected,6053,NA,2,1
Reg. of BP,RABGEF1,Undirected,6054,NA,3,1
Immune system,CD99L2,Undirected,6055,NA,2,1
MARCO,"ChAd-BNT (V2, D3)",Undirected,6056,NA,2,
XCR1,OTHER,Undirected,6057,NA,2,
MAP3K14,Immune system,Undirected,6058,NA,3,
Metabolism,DNM2,Undirected,6059,NA,2,1
MCM10,"ChAd (V1, D3)",Undirected,6060,NA,2,
Reg. of BP,CTLA4,Undirected,6061,NA,2,1
PLCG2,MACROPHAGES,Undirected,6062,NA,2,
HRG,Cellular,Undirected,6063,NA,2,
MONOV INFLUENZA A (D28),FGD2,Undirected,6064,NA,2,-1
TRBC2,Reg. of BP,Undirected,6065,NA,3,
PPP3CB,FLUARIX FLUVIRIN (D3),Undirected,6066,NA,2,
SEPSECS,FLUMIST (D3),Undirected,6067,NA,2,
MENACTRA (D3),C1S,Undirected,6068,NA,2,-1
RSAD2,"ChAd (V2, D1)",Undirected,6069,NA,2,
IGHG4,Cellular,Undirected,6070,NA,2,
FLVCR1,Cellular,Undirected,6071,NA,2,
IL15,"ChAd-BNT (V3, D1)",Undirected,6072,NA,2,
"ChAd-BNT (V2, D7)",BCL2A1,Undirected,6073,NA,2,-1
HLA-F,ARPP,Undirected,6074,NA,2,
Immune system,GPR15,Undirected,6075,NA,3,1
MENACTRA (D3),C1R,Undirected,6076,NA,3,-1
FLUARIX FLUVIRIN (D3),ALDH3A2,Undirected,6077,NA,2,1
"ZF2001 (V3, D07)",TACC2,Undirected,6078,NA,2,1
SHFL,"ChAd (V2, D1)",Undirected,6079,NA,2,
FLUARIX FLUVIRIN (D3),EXOC3,Undirected,6080,NA,2,1
RTP4,MONOV INFLUENZA A (D3),Undirected,6081,NA,2,
FLUARIX FLUVIRIN (D3),EXOC5,Undirected,6082,NA,2,1
LIF,HPV-VLP (M2),Undirected,6083,NA,2,
FLUMIST (D3),BBX,Undirected,6084,NA,2,1
Metabolism,HAVCR2,Undirected,6085,NA,3,1
LVS F TULARENSIS (H48),CARD8,Undirected,6086,NA,2,1
LVS F TULARENSIS (H48),CARD9,Undirected,6087,NA,2,-1
CD276,"BNT (V2, D1)",Undirected,6088,NA,2,
TMEM135,FLUMIST (D3),Undirected,6089,NA,2,
"ZF2001 (V3, D28)",KLF5,Undirected,6090,NA,2,-1
YWHAE,FLUMIST (D3),Undirected,6091,NA,2,
STAT1,Reg. of BP,Undirected,6092,NA,3,
"ZF2001 (V3, D28)",KLF6,Undirected,6093,NA,2,-1
T CELLS,DENND1B,Undirected,6094,NA,2,1
Interspecies interaction,ARG1,Undirected,6095,NA,2,1
Metabolism,EPRS1,Undirected,6096,NA,3,1
PROZ,"ChAd-BNT (V2, D7)",Undirected,6097,NA,2,
FLUARIX FLUVIRIN (D3),CD300LF,Undirected,6098,NA,2,1
Interspecies interaction,ARG2,Undirected,6099,NA,3,1
FLUMIST (D3),BCR,Undirected,6100,NA,2,1
IFI30,"ChAd-BNT (V3, D1)",Undirected,6101,NA,2,
HIP1R,FLUARIX FLUVIRIN (D3),Undirected,6102,NA,2,
IGLC3,Cellular,Undirected,6103,NA,2,
TTLL1,Cellular,Undirected,6104,NA,2,
NCR3,Interspecies interaction,Undirected,6105,NA,2,
SCARNA8,"ChAd-BNT (V3, D1)",Undirected,6106,NA,2,
T CELLS,BTN2A1,Undirected,6107,NA,2,1
INFLUENZA (D1),APLF,Undirected,6108,NA,2,1
SLPI,Interspecies interaction,Undirected,6109,NA,3,
"ZF2001 (V3, D07)",GALR1,Undirected,6110,NA,2,1
"ZF2001 (V3, D07)",LRRC70,Undirected,6111,NA,2,-1
CORO1A,CELLULAR ADAPTIVE IMMUNE SYSTEM,Undirected,6112,NA,2,
SIRPA,Immune system,Undirected,6113,NA,3,
VWF,"ChAd-BNT (V2, D7)",Undirected,6114,NA,2,
Reg. of BP,CACNA1C,Undirected,6115,NA,2,1
STAMARIL (D7),C3AR1,Undirected,6116,NA,2,1
MONOV INFLUENZA A (D28),KCNC3,Undirected,6117,NA,2,-1
TNFSF14,ADAPTIVE IMMUNE SYSTEM,Undirected,6118,NA,2,
LMBR1L,Immune system,Undirected,6119,NA,3,
INNATE IMMUNE SYSTEM,CLU,Undirected,6120,NA,2,1
PDZRN3,BNT-I (D1),Undirected,6121,NA,2,
CNIH2,BNT-I (D1),Undirected,6122,NA,2,
"ZF2001 (V3, D07)",NACAD,Undirected,6123,NA,2,1
TIMM10,STAMARIL (D7),Undirected,6124,NA,2,
"ChAd-BNT (V2, D7)",CLEC1B,Undirected,6125,NA,2,-1
SLPI,Reg. of BP,Undirected,6126,NA,3,
PARP9,INNATE IMMUNE SYSTEM,Undirected,6127,NA,2,
Interspecies interaction,IL10RB,Undirected,6128,NA,3,1
MRPS18C,FLUARIX FLUVIRIN (D3),Undirected,6129,NA,2,
Immune system,IL12RB1,Undirected,6130,NA,2,1
OTOR,HPV-VLP (M2),Undirected,6131,NA,2,
T CELLS,CTNNB1,Undirected,6132,NA,2,1
OTHER,CNIH1,Undirected,6133,NA,2,1
SLAMF9,Metabolism,Undirected,6134,NA,3,
FABP6,BNT-I (D1),Undirected,6135,NA,2,
MYOZ2,"ChAd-BNT (V2, D7)",Undirected,6136,NA,2,
UBD,INNATE IMMUNE SYSTEM,Undirected,6137,NA,2,
PANDEMRIX (D7),ERLEC1,Undirected,6138,NA,2,1
MONOV INFLUENZA A (D28),GABBR1,Undirected,6139,NA,2,-1
Metabolism,CX3CR1,Undirected,6140,NA,3,1
MONOV INFLUENZA A (D1),AVPI1,Undirected,6141,NA,2,1
MCOLN2,Immune system,Undirected,6142,NA,3,
VAV1,T CELLS,Undirected,6143,NA,2,
WETVAX (D2-4),FGL2,Undirected,6144,NA,2,1
"ZF2001 (V3, D07)",LRRC4C,Undirected,6145,NA,2,1
FLUMIST (D3),AP1S2,Undirected,6146,NA,2,1
MARCO,Interspecies interaction,Undirected,6147,NA,3,
LEF1,ADAPTIVE IMMUNE SYSTEM,Undirected,6148,NA,2,
"ZF2001 (V3, D07)",GDF6,Undirected,6149,NA,2,1
Interspecies interaction,CX3CR1,Undirected,6150,NA,3,1
STAT2,STAMARIL (D10),Undirected,6151,NA,2,
Interspecies interaction,EIF2AK2,Undirected,6152,NA,2,1
RAB34,Immune system,Undirected,6153,NA,3,
XAF1,MONOV INFLUENZA A (D3),Undirected,6154,NA,2,
STAT2,Interspecies interaction,Undirected,6155,NA,3,
PLCG2,Immune system,Undirected,6156,NA,2,
HPV-VLP (M2),GRID2,Undirected,6157,NA,2,-1
Interspecies interaction,EIF2AK4,Undirected,6158,NA,2,1
TRIB1,MONOV INFLUENZA A (D1),Undirected,6159,NA,2,
PRAME,BNT-I (D4),Undirected,6160,NA,2,
"ZF2001 (V3, D07)",PLA2G2C,Undirected,6161,NA,2,1
MVA85A (D2),FPR3,Undirected,6162,NA,2,1
"ZF2001 (V3, D07)",PLA2G2E,Undirected,6163,NA,2,1
FER1L4,"ChAd (V1, D7)",Undirected,6164,NA,2,
"ZF2001 (V3, D07)",PLA2G2F,Undirected,6165,NA,2,1
PPM1L,FLUARIX FLUVIRIN (D3),Undirected,6166,NA,2,
HPV-VLP (M2),CLEC1A,Undirected,6167,NA,2,1
CNIH2,BNT-I (D3),Undirected,6168,NA,2,
SAMD4A,"BNT-MO (V3, D1)",Undirected,6169,NA,2,
MVA85A (D2),FPR2,Undirected,6170,NA,2,1
"ZF2001 (V3, D14)",RYBP,Undirected,6171,NA,2,1
S1PR4,Reg. of BP,Undirected,6172,NA,3,
FLUARIX FLUVIRIN (D3),DENR,Undirected,6173,NA,2,1
Reg. of BP,NOTCH1,Undirected,6174,NA,2,1
TNFAIP3,BNT-I (D1),Undirected,6175,NA,2,
INNATE IMMUNE SYSTEM,IFNA21,Undirected,6176,NA,2,1
Reg. of BP,NOTCH2,Undirected,6177,NA,3,1
C1QC,"BNT (V3, D1)",Undirected,6178,NA,2,
SP7,"BNT (V2, D1)",Undirected,6179,NA,2,
RFPL3,Interspecies interaction,Undirected,6180,NA,2,
TYMS,MONOV INFLUENZA A (D3),Undirected,6181,NA,2,
Cellular,CX3CR1,Undirected,6182,NA,3,1
IDH1,FLUARIX FLUVIRIN (D3),Undirected,6183,NA,2,
TRIM22,"BNT (V2, D1)",Undirected,6184,NA,2,
RPS6KA3,INNATE IMMUNE SYSTEM,Undirected,6185,NA,2,
Cellular,CCL28,Undirected,6186,NA,3,1
KIR3DL1,Immune system,Undirected,6187,NA,3,
RPL39,INNATE IMMUNE SYSTEM,Undirected,6188,NA,2,
FLUMIST (D3),DHX8,Undirected,6189,NA,2,1
"ZF2001 (V3, D07)",SGK1,Undirected,6190,NA,2,-1
SWAP70,ADAPTIVE IMMUNE SYSTEM,Undirected,6191,NA,2,
INNATE IMMUNE SYSTEM,CR1,Undirected,6192,NA,2,1
NCOA7,"ChAd-BNT (V3, D1)",Undirected,6193,NA,2,
Reg. of BP,HLA-DQB1,Undirected,6194,NA,3,1
INNATE IMMUNE SYSTEM,CR2,Undirected,6195,NA,2,1
WETVAX (D5-7),GRB2,Undirected,6196,NA,2,1
"ZF2001 (V3, D07)",RDH8,Undirected,6197,NA,2,1
WETVAX (D5-7),GRAP,Undirected,6198,NA,2,-1
PRKCH,FLUMIST (D3),Undirected,6199,NA,2,
XAF1,MONOV INFLUENZA A (D1),Undirected,6200,NA,2,
NRP1,BNT-I (D3),Undirected,6201,NA,2,
SNX10,"BNT-MO (V3, D1)",Undirected,6202,NA,2,
"ZF2001 (V3, D07)",LRRC38,Undirected,6203,NA,2,1
JMJD1C,FLUARIX FLUVIRIN (D3),Undirected,6204,NA,2,
GADD45G,"BNT (V3, D1)",Undirected,6205,NA,2,
Interspecies interaction,CX3CL1,Undirected,6206,NA,2,1
SNHG1,FLUARIX FLUVIRIN (D3),Undirected,6207,NA,2,
PMS2,Cellular,Undirected,6208,NA,3,
HELZ2,"BNT-MO (V3, D1)",Undirected,6209,NA,2,
TCF12,Immune system,Undirected,6210,NA,2,
"ZF2001 (V3, D07)",PLA2G4D,Undirected,6211,NA,2,1
JMY,FLUARIX FLUVIRIN (D3),Undirected,6212,NA,2,
IRF7,HUMORAL ADAPTIVE IMMUNE SYSTEM,Undirected,6213,NA,2,
SAT1,"BNT (V3, D1)",Undirected,6214,NA,2,
TRIM49D1,INNATE IMMUNE SYSTEM,Undirected,6215,NA,2,
SNORA79B,"ChAd-BNT (V3, D1)",Undirected,6216,NA,2,
Cellular,CCL11,Undirected,6217,NA,2,1
Immune system,CGAS,Undirected,6218,NA,3,1
ZDHHC1,Interspecies interaction,Undirected,6219,NA,2,
Cellular,CCL16,Undirected,6220,NA,3,1
IL17RA,FLUARIX FLUVIRIN (D3),Undirected,6221,NA,2,
"ZF2001 (V3, D07)",MYORG,Undirected,6222,NA,2,1
Cellular,CCL14,Undirected,6223,NA,2,1
Cellular,CCL13,Undirected,6224,NA,2,1
TIMM10,STAMARIL (D3),Undirected,6225,NA,2,
FLUMIST (D3),ABHD13,Undirected,6226,NA,2,1
SNORA80E,"ChAd-BNT (V3, D1)",Undirected,6227,NA,2,
TREM2,Metabolism,Undirected,6228,NA,3,
PGM2,FLUARIX FLUVIRIN (D3),Undirected,6229,NA,2,
Reg. of BP,HLA-DQA1,Undirected,6230,NA,3,1
TNFAIP3,BNT-I (D3),Undirected,6231,NA,2,
INFLUENZA (D1),GNAI1,Undirected,6232,NA,2,1
YF17D (D3),TRIM5,Undirected,6233,NA,2,1
FLUMIST (D3),CES2,Undirected,6234,NA,2,1
T CELLS,RC3H1,Undirected,6235,NA,2,1
STAMARIL (D10),LGALS9,Undirected,6236,NA,2,1
GNB5,FLUARIX FLUVIRIN (D3),Undirected,6237,NA,2,
MONOV INFLUENZA A (D3),KIF20A,Undirected,6238,NA,2,1
PLSCR1,"ChAd-BNT (V3, D1)",Undirected,6239,NA,2,
TARM1,Reg. of BP,Undirected,6240,NA,3,
Cellular,ADD2,Undirected,6241,NA,2,1
STAMARIL (D10),LGALS3,Undirected,6242,NA,2,-1
TNFAIP3,Interspecies interaction,Undirected,6243,NA,3,
IL6,HPV-VLP (M2),Undirected,6244,NA,2,
PTBP1,FLUMIST (D3),Undirected,6245,NA,2,
"ZF2001 (V3, D07)",CASKIN1,Undirected,6246,NA,2,1
Cellular,CCL23,Undirected,6247,NA,2,1
WETVAX (D5-7),CES1,Undirected,6248,NA,2,1
Cellular,CCL22,Undirected,6249,NA,3,1
Cellular,CCL21,Undirected,6250,NA,3,1
Cellular,CCL20,Undirected,6251,NA,3,1
"ZF2001 (V3, D07)",TJP1,Undirected,6252,NA,2,1
HCK,Cellular,Undirected,6253,NA,3,
NBN,"ChAd (V2, D1)",Undirected,6254,NA,2,
Cellular,CCL25,Undirected,6255,NA,3,1
Cellular,CCL24,Undirected,6256,NA,3,1
MONOV INFLUENZA A (D3),CREB3L2,Undirected,6257,NA,2,1
GRINA,BNT-I (D3),Undirected,6258,NA,2,
Cellular,ANXA1,Undirected,6259,NA,2,1
"ZF2001 (V3, D07)",ASZ1,Undirected,6260,NA,2,1
Cellular,ANXA3,Undirected,6261,NA,2,1
MX2,"ChAd (V1, D3)",Undirected,6262,NA,2,
Reg. of BP,NLRC3,Undirected,6263,NA,3,1
Reg. of BP,NLRC4,Undirected,6264,NA,3,1
Reg. of BP,NLRC5,Undirected,6265,NA,3,1
LY6G6D,"ChAd-BNT (V2, D7)",Undirected,6266,NA,2,
Cellular,CCL19,Undirected,6267,NA,3,1
RSAD2,"BNT-MO (V3, D1)",Undirected,6268,NA,2,
NFIX,BNT-I (D1),Undirected,6269,NA,2,
Cellular,CCL18,Undirected,6270,NA,3,1
Cellular,CCL17,Undirected,6271,NA,3,1
"ZF2001 (V3, D07)",LRRC19,Undirected,6272,NA,2,1
FLUARIX FLUVIRIN (D3),CBLB,Undirected,6273,NA,2,1
SIGLEC1,"ChAd (V1, D3)",Undirected,6274,NA,2,
RNF149,FLUARIX FLUVIRIN (D3),Undirected,6275,NA,2,
"ZF2001 (V3, D07)",TMEM98,Undirected,6276,NA,2,1
SASH3,Metabolism,Undirected,6277,NA,3,
ZNF883,BNT-I (D1),Undirected,6278,NA,2,
IMMUNOGLOBULIN MEDIATED IMMUNE RESPONSE,CARD9,Undirected,6279,NA,2,1
"ZF2001 (V3, D07)",TCF21,Undirected,6280,NA,2,1
"ZF2001 (V3, D07)",TCF24,Undirected,6281,NA,2,1
"ZF2001 (V3, D07)",TCF23,Undirected,6282,NA,2,1
MYL4,BNT-I (D1),Undirected,6283,NA,2,
PSEN1,Immune system,Undirected,6284,NA,3,
Cellular,ADAR,Undirected,6285,NA,2,1
IL1R2,BNT-I (D1),Undirected,6286,NA,2,
INNATE IMMUNE SYSTEM,CD2,Undirected,6287,NA,2,1
TNFRSF4,Cellular,Undirected,6288,NA,3,
TRAF4,INNATE IMMUNE SYSTEM,Undirected,6289,NA,2,
Metabolism,CX3CL1,Undirected,6290,NA,2,1
INNATE IMMUNE SYSTEM,CD6,Undirected,6291,NA,2,1
ZNF835,"ZF2001 (V3, D07)",Undirected,6292,NA,2,
MIR17HG,HUMORAL ADAPTIVE IMMUNE SYSTEM,Undirected,6293,NA,2,
SPOCD1,"ChAd-BNT (V2, D7)",Undirected,6294,NA,2,
TDRD7,HIV-1 GAG-POL NEF (D3),Undirected,6295,NA,2,
Metabolism,IGKV4-1,Undirected,6296,NA,3,1
CELLULAR ADAPTIVE IMMUNE SYSTEM,BTN2A3P,Undirected,6297,NA,2,1
"ChAd-BNT (V2, D7)",CCL20,Undirected,6298,NA,2,-1
ZSCAN23,"BNT-MO (V3, D1)",Undirected,6299,NA,2,
KLB,I-BNT-I (D2),Undirected,6300,NA,2,
WETVAX (D5-7),BCL2A1,Undirected,6301,NA,2,1
"BNT (V3, D1)",APOL6,Undirected,6302,NA,2,1
TRIM71,BNT-I (D1),Undirected,6303,NA,2,
WETVAX (D5-7),GATA3,Undirected,6304,NA,2,-1
"BNT (V3, D1)",APOL2,Undirected,6305,NA,2,1
PGLYRP2,Interspecies interaction,Undirected,6306,NA,3,
"BNT (V3, D1)",APOL1,Undirected,6307,NA,2,1
"BNT (V3, D1)",APOL4,Undirected,6308,NA,2,1
CDC45,"BNT (V3, D1)",Undirected,6309,NA,2,
STAMARIL (D10),PRDX2,Undirected,6310,NA,2,-1
TTLL1,Metabolism,Undirected,6311,NA,2,
INNATE IMMUNE SYSTEM,IL36G,Undirected,6312,NA,2,1
HGD,FLUARIX FLUVIRIN (D3),Undirected,6313,NA,2,
METTL3,Immune system,Undirected,6314,NA,3,
MENACTRA (D3),CCL20,Undirected,6315,NA,3,-1
RNU5A-1,"BNT (V2, D1)",Undirected,6316,NA,2,
IL1RN,Cellular,Undirected,6317,NA,3,
IFI30,"ChAd (V1, D3)",Undirected,6318,NA,2,
TNFAIP3,ARPP,Undirected,6319,NA,2,
Metabolism,CIITA,Undirected,6320,NA,3,1
CHGA,BNT-I (D1),Undirected,6321,NA,2,
INNATE IMMUNE SYSTEM,IL36A,Undirected,6322,NA,2,1
STAMARIL (D3),NPC2,Undirected,6323,NA,2,1
INNATE IMMUNE SYSTEM,CFB,Undirected,6324,NA,2,1
