process,genes,immune_set,set_size,immune_system,immune_subsystem,cells
"Migration, T cell",ZAP70,ImmuneGO by Modules,9,Adaptive,Cellular,T cell
"Migration, T cell",S1PR1,ImmuneGO by Modules,9,Adaptive,Cellular,T cell
"Migration, T cell",MSN,ImmuneGO by Modules,9,Adaptive,Cellular,T cell
"Migration, T cell",CCL20,ImmuneGO by Modules,9,Adaptive,Cellular,T cell
"Migration, T cell",ITGB7,ImmuneGO by Modules,9,Adaptive,Cellular,T cell
"Proliferation, T cell",PIK3CG,ImmuneGO by Modules,26,Adaptive,Cellular,T cell
"Proliferation, T cell",CD28,ImmuneGO by Modules,26,Adaptive,Cellular,T cell
"Proliferation, T cell",PSMB10,ImmuneGO by Modules,26,Adaptive,Cellular,T cell
"Proliferation, T cell",EFNB1,ImmuneGO by Modules,26,Adaptive,Cellular,T cell
"Proliferation, T cell",IL12B,ImmuneGO by Modules,26,Adaptive,Cellular,T cell
"Proliferation, T cell",CORO1A,ImmuneGO by Modules,26,Adaptive,Cellular,T cell
"Proliferation, T cell",PTPRC,ImmuneGO by Modules,26,Adaptive,Cellular,T cell
"Proliferation, T cell",FKBP1B,ImmuneGO by Modules,26,Adaptive,Cellular,T cell
"Proliferation, T cell",LIPA,ImmuneGO by Modules,26,Adaptive,Cellular,T cell
"Proliferation, T cell",PTPN6,ImmuneGO by Modules,26,Adaptive,Cellular,T cell
"Proliferation, T cell",KITLG,ImmuneGO by Modules,26,Adaptive,Cellular,T cell
"Proliferation, T cell",PPP3CB,ImmuneGO by Modules,26,Adaptive,Cellular,T cell
"Proliferation, T cell",LMBR1L,ImmuneGO by Modules,26,Adaptive,Cellular,T cell
"Proliferation, T cell",RASGRP1,ImmuneGO by Modules,26,Adaptive,Cellular,T cell
"Proliferation, T cell",IL20RB,ImmuneGO by Modules,26,Adaptive,Cellular,T cell
"Proliferation, T cell",MSN,ImmuneGO by Modules,26,Adaptive,Cellular,T cell
"Proliferation, T cell",CTPS1,ImmuneGO by Modules,26,Adaptive,Cellular,T cell
"Proliferation, T cell",TNFRSF4,ImmuneGO by Modules,26,Adaptive,Cellular,T cell
"Proliferation, T cell",IL2,ImmuneGO by Modules,26,Adaptive,Cellular,T cell
"Proliferation, T cell",IDO1,ImmuneGO by Modules,26,Adaptive,Cellular,T cell
"Proliferation, T cell",RC3H1,ImmuneGO by Modules,26,Adaptive,Cellular,T cell
"Proliferation, T cell",CD151,ImmuneGO by Modules,26,Adaptive,Cellular,T cell
"Proliferation, T cell",SCGB1A1,ImmuneGO by Modules,26,Adaptive,Cellular,T cell
"Proliferation, T cell",SPN,ImmuneGO by Modules,26,Adaptive,Cellular,T cell
"Proliferation, T cell",CCND3,ImmuneGO by Modules,26,Adaptive,Cellular,T cell
"Proliferation, T cell",PRDX2,ImmuneGO by Modules,26,Adaptive,Cellular,T cell
"Proliferation, Immune response, T cell",LILRB1,ImmuneGO by Modules,3,Adaptive,Cellular,T cell
"Proliferation, Immune response, T cell",SLC11A1,ImmuneGO by Modules,3,Adaptive,Cellular,T cell
"Proliferation, Immune response, T cell",RPS6,ImmuneGO by Modules,3,Adaptive,Cellular,T cell
"Signaling, T cell",GATA3,ImmuneGO by Modules,52,Adaptive,Cellular,T cell
"Signaling, T cell",SKAP1,ImmuneGO by Modules,52,Adaptive,Cellular,T cell
"Signaling, T cell",THEMIS2,ImmuneGO by Modules,52,Adaptive,Cellular,T cell
"Signaling, T cell",THEMIS,ImmuneGO by Modules,52,Adaptive,Cellular,T cell
"Signaling, T cell",CD3G,ImmuneGO by Modules,52,Adaptive,Cellular,T cell
"Signaling, T cell",KHDRBS1,ImmuneGO by Modules,52,Adaptive,Cellular,T cell
"Signaling, T cell",PTPRC,ImmuneGO by Modules,52,Adaptive,Cellular,T cell
"Signaling, T cell",CACNB3,ImmuneGO by Modules,52,Adaptive,Cellular,T cell
"Signaling, T cell",ZAP70,ImmuneGO by Modules,52,Adaptive,Cellular,T cell
"Signaling, T cell",BTK,ImmuneGO by Modules,52,Adaptive,Cellular,T cell
"Signaling, T cell",PDE4B,ImmuneGO by Modules,52,Adaptive,Cellular,T cell
"Signaling, T cell",PDE4D,ImmuneGO by Modules,52,Adaptive,Cellular,T cell
"Signaling, T cell",RC3H1,ImmuneGO by Modules,52,Adaptive,Cellular,T cell
"Signaling, T cell",CD247,ImmuneGO by Modules,52,Adaptive,Cellular,T cell
"Signaling, T cell",ITK,ImmuneGO by Modules,52,Adaptive,Cellular,T cell
"Signaling, T cell",UBE2N,ImmuneGO by Modules,52,Adaptive,Cellular,T cell
"Signaling, T cell",ABL1,ImmuneGO by Modules,52,Adaptive,Cellular,T cell
"Signaling, T cell",NFKBID,ImmuneGO by Modules,52,Adaptive,Cellular,T cell
"Signaling, T cell",BRAF,ImmuneGO by Modules,52,Adaptive,Cellular,T cell
"Signaling, T cell",CRKL,ImmuneGO by Modules,52,Adaptive,Cellular,T cell
"Signaling, T cell",PLCG2,ImmuneGO by Modules,52,Adaptive,Cellular,T cell
"Signaling, T cell",DENND1B,ImmuneGO by Modules,52,Adaptive,Cellular,T cell
"Signaling, T cell",MAPK1,ImmuneGO by Modules,52,Adaptive,Cellular,T cell
"Signaling, T cell",TXK,ImmuneGO by Modules,52,Adaptive,Cellular,T cell
"Signaling, T cell",VTCN1,ImmuneGO by Modules,52,Adaptive,Cellular,T cell
"Signaling, T cell",PSEN1,ImmuneGO by Modules,52,Adaptive,Cellular,T cell
"Signaling, T cell",FYB2,ImmuneGO by Modules,52,Adaptive,Cellular,T cell
"Signaling, T cell",CTLA4,ImmuneGO by Modules,52,Adaptive,Cellular,T cell
"Signaling, T cell",BTNL8,ImmuneGO by Modules,52,Adaptive,Cellular,T cell
"Signaling, T cell",CD8B,ImmuneGO by Modules,52,Adaptive,Cellular,T cell
"Signaling, T cell",BTN3A2,ImmuneGO by Modules,52,Adaptive,Cellular,T cell
"Signaling, T cell",BCL10,ImmuneGO by Modules,52,Adaptive,Cellular,T cell
"Signaling, T cell",CSK,ImmuneGO by Modules,52,Adaptive,Cellular,T cell
"Signaling, T cell",CD28,ImmuneGO by Modules,52,Adaptive,Cellular,T cell
"Signaling, T cell",BTNL10P,ImmuneGO by Modules,52,Adaptive,Cellular,T cell
"Signaling, T cell",TEC,ImmuneGO by Modules,52,Adaptive,Cellular,T cell
"Signaling, T cell",ZNF683,ImmuneGO by Modules,52,Adaptive,Cellular,T cell
"Signaling, T cell",CD276,ImmuneGO by Modules,52,Adaptive,Cellular,T cell
"Signaling, T cell",PLCG1,ImmuneGO by Modules,52,Adaptive,Cellular,T cell
"Signaling, T cell",EIF2B2,ImmuneGO by Modules,52,Adaptive,Cellular,T cell
"Signaling, T cell",FOSL2,ImmuneGO by Modules,52,Adaptive,Cellular,T cell
"Signaling, T cell",PTPN6,ImmuneGO by Modules,52,Adaptive,Cellular,T cell
"Signaling, T cell",BCAR1,ImmuneGO by Modules,52,Adaptive,Cellular,T cell
"Signaling, T cell",BTNL9,ImmuneGO by Modules,52,Adaptive,Cellular,T cell
"Signaling, T cell",BTNL3,ImmuneGO by Modules,52,Adaptive,Cellular,T cell
"Signaling, T cell",BTN2A1,ImmuneGO by Modules,52,Adaptive,Cellular,T cell
"Signaling, T cell",HLA-DRB3,ImmuneGO by Modules,52,Adaptive,Cellular,T cell
"Signaling, T cell",PTPRJ,ImmuneGO by Modules,52,Adaptive,Cellular,T cell
"Signaling, T cell",PIK3CA,ImmuneGO by Modules,52,Adaptive,Cellular,T cell
"V(D)J, T cell, Receptor",LIG4,ImmuneGO by Modules,2,Adaptive,Cellular,T cell
"V(D)J, T cell, Receptor",PRKDC,ImmuneGO by Modules,2,Adaptive,Cellular,T cell
"Selection, T cell",CD1D,ImmuneGO by Modules,1,Adaptive,Cellular,T cell
"Differentiation, Th cell, Follicular",GPR183,ImmuneGO by Modules,2,Adaptive,Cellular,T helper
"Differentiation, Th cell, Follicular",RC3H1,ImmuneGO by Modules,2,Adaptive,Cellular,T helper
"Activation, Th1 cell",HMGB1,ImmuneGO by Modules,2,Adaptive,Cellular,T helper
"Activation, Th1 cell",CEBPB,ImmuneGO by Modules,2,Adaptive,Cellular,T helper
"Differentiation, Th1 cell",RELB,ImmuneGO by Modules,3,Adaptive,Cellular,T helper
"Differentiation, Th1 cell",HMGB1,ImmuneGO by Modules,3,Adaptive,Cellular,T helper
"Differentiation, Th1 cell",IL4R,ImmuneGO by Modules,3,Adaptive,Cellular,T helper
"Lineage commitment, Th1 cell",SPN,ImmuneGO by Modules,3,Adaptive,Cellular,T helper
"Lineage commitment, Th1 cell",STAT6,ImmuneGO by Modules,3,Adaptive,Cellular,T helper
"Lineage commitment, Th1 cell",MTOR,ImmuneGO by Modules,3,Adaptive,Cellular,T helper
"Immune response, Th1",TLR4,ImmuneGO by Modules,5,Adaptive,Cellular,T helper
"Immune response, Th1",IL18BP,ImmuneGO by Modules,5,Adaptive,Cellular,T helper
"Immune response, Th1",RELB,ImmuneGO by Modules,5,Adaptive,Cellular,T helper
"Immune response, Th1",IL12B,ImmuneGO by Modules,5,Adaptive,Cellular,T helper
"Immune response, Th1",BCL3,ImmuneGO by Modules,5,Adaptive,Cellular,T helper
"Chemotaxis, Th17 cell",CCR2,ImmuneGO by Modules,1,Adaptive,Cellular,T helper
"Differentiation, Th17 cell",RORC,ImmuneGO by Modules,2,Adaptive,Cellular,T helper
"Differentiation, Th17 cell",RORA,ImmuneGO by Modules,2,Adaptive,Cellular,T helper
"Lineage commitment, Th17 cell",IL6R,ImmuneGO by Modules,4,Adaptive,Cellular,T helper
"Lineage commitment, Th17 cell",STAT3,ImmuneGO by Modules,4,Adaptive,Cellular,T helper
"Lineage commitment, Th17 cell",IL6ST,ImmuneGO by Modules,4,Adaptive,Cellular,T helper
"Lineage commitment, Th17 cell",JAK1,ImmuneGO by Modules,4,Adaptive,Cellular,T helper
"Immune response, Th17",STAT3,ImmuneGO by Modules,3,Adaptive,Cellular,T helper
"Immune response, Th17",NOTCH1,ImmuneGO by Modules,3,Adaptive,Cellular,T helper
"Immune response, Th17",PHB1,ImmuneGO by Modules,3,Adaptive,Cellular,T helper
"Activation, Th2 cell",TNFSF4,ImmuneGO by Modules,1,Adaptive,Cellular,T helper
"Differentiation, Th2 cell",BCL6,ImmuneGO by Modules,7,Adaptive,Cellular,T helper
"Differentiation, Th2 cell",IL4R,ImmuneGO by Modules,7,Adaptive,Cellular,T helper
"Differentiation, Th2 cell",GATA3,ImmuneGO by Modules,7,Adaptive,Cellular,T helper
"Differentiation, Th2 cell",MYB,ImmuneGO by Modules,7,Adaptive,Cellular,T helper
"Differentiation, Th2 cell",MEN1,ImmuneGO by Modules,7,Adaptive,Cellular,T helper
"Differentiation, Th2 cell",BCL3,ImmuneGO by Modules,7,Adaptive,Cellular,T helper
"Differentiation, Th2 cell",KMT2A,ImmuneGO by Modules,7,Adaptive,Cellular,T helper
"Differentiation, Th cell",PTGER4,ImmuneGO by Modules,3,Adaptive,Cellular,T helper
"Differentiation, Th cell",ATP7A,ImmuneGO by Modules,3,Adaptive,Cellular,T helper
"Differentiation, Th cell",IL12B,ImmuneGO by Modules,3,Adaptive,Cellular,T helper
"Lineage commitment, Th cell",ZFPM1,ImmuneGO by Modules,1,Adaptive,Cellular,T helper
"Selection, T cell, Thymic",ZAP70,ImmuneGO by Modules,3,Adaptive,Cellular,T cell
"Selection, T cell, Thymic",ITPKB,ImmuneGO by Modules,3,Adaptive,Cellular,T cell
"Selection, T cell, Thymic",GATA3,ImmuneGO by Modules,3,Adaptive,Cellular,T cell
"Migration, Thymocyte",CCL20,ImmuneGO by Modules,2,Adaptive,Cellular,Thymocyte
"Migration, Thymocyte",CORO1A,ImmuneGO by Modules,2,Adaptive,Cellular,Thymocyte
"Development, Thymocyte",ABL1,ImmuneGO by Modules,25,Adaptive,Cellular,Thymocyte
"Development, Thymocyte",ASXL1,ImmuneGO by Modules,25,Adaptive,Cellular,Thymocyte
"Development, Thymocyte",MAP2K1,ImmuneGO by Modules,25,Adaptive,Cellular,Thymocyte
"Development, Thymocyte",HAND2,ImmuneGO by Modules,25,Adaptive,Cellular,Thymocyte
"Development, Thymocyte",BCL2,ImmuneGO by Modules,25,Adaptive,Cellular,Thymocyte
"Development, Thymocyte",MAP2K2,ImmuneGO by Modules,25,Adaptive,Cellular,Thymocyte
"Development, Thymocyte",FOXI3,ImmuneGO by Modules,25,Adaptive,Cellular,Thymocyte
"Development, Thymocyte",SOD1,ImmuneGO by Modules,25,Adaptive,Cellular,Thymocyte
"Development, Thymocyte",PSEN1,ImmuneGO by Modules,25,Adaptive,Cellular,Thymocyte
"Development, Thymocyte",CACNB4,ImmuneGO by Modules,25,Adaptive,Cellular,Thymocyte
"Development, Thymocyte",TGFBR1,ImmuneGO by Modules,25,Adaptive,Cellular,Thymocyte
"Development, Thymocyte",CRKL,ImmuneGO by Modules,25,Adaptive,Cellular,Thymocyte
"Development, Thymocyte",MAPK3,ImmuneGO by Modules,25,Adaptive,Cellular,Thymocyte
"Development, Thymocyte",EPHB3,ImmuneGO by Modules,25,Adaptive,Cellular,Thymocyte
"Development, Thymocyte",SRF,ImmuneGO by Modules,25,Adaptive,Cellular,Thymocyte
"Development, Thymocyte",LMO4,ImmuneGO by Modules,25,Adaptive,Cellular,Thymocyte
"Development, Thymocyte",GATA3,ImmuneGO by Modules,25,Adaptive,Cellular,Thymocyte
"Development, Thymocyte",PBX1,ImmuneGO by Modules,25,Adaptive,Cellular,Thymocyte
"Development, Thymocyte",CCNB2,ImmuneGO by Modules,25,Adaptive,Cellular,Thymocyte
"Development, Thymocyte",MAPK1,ImmuneGO by Modules,25,Adaptive,Cellular,Thymocyte
"Development, Thymocyte",CTNNB1,ImmuneGO by Modules,25,Adaptive,Cellular,Thymocyte
"Development, Thymocyte",RAG1,ImmuneGO by Modules,25,Adaptive,Cellular,Thymocyte
"Development, Thymocyte",PRDX2,ImmuneGO by Modules,25,Adaptive,Cellular,Thymocyte
"Development, Thymocyte",BRAF,ImmuneGO by Modules,25,Adaptive,Cellular,Thymocyte
"Development, Thymocyte",TYR,ImmuneGO by Modules,25,Adaptive,Cellular,Thymocyte
"PRR, TIRAP dep, TLR4",TIRAP,ImmuneGO by Modules,1,Innate,PRR,All
"Tolerance, Induction",LILRB4,ImmuneGO by Modules,1,Adaptive,Tolerance,Undefined
"Tolerance, Induction, immune response",PSG9,ImmuneGO by Modules,1,Adaptive,Tolerance,Undefined
"Tolerance, Induction, LPS",TNFAIP3,ImmuneGO by Modules,2,Adaptive,Tolerance,Undefined
"Tolerance, Induction, LPS",ACOD1,ImmuneGO by Modules,2,Adaptive,Tolerance,Undefined
"PRR, TLR2, Pathway",PIK3AP1,ImmuneGO by Modules,2,Innate,PRR,All
"PRR, TLR2, Pathway",TNIP2,ImmuneGO by Modules,2,Innate,PRR,All
"PRR, TLR3, Pathway",TNIP2,ImmuneGO by Modules,3,Innate,PRR,All
"PRR, TLR3, Pathway",SCIMP,ImmuneGO by Modules,3,Innate,PRR,All
"PRR, TLR3, Pathway",TICAM1,ImmuneGO by Modules,3,Innate,PRR,All
"PRR, TLR4, Pathway",TLR4,ImmuneGO by Modules,9,Innate,PRR,All
"PRR, TLR4, Pathway",CD14,ImmuneGO by Modules,9,Innate,PRR,All
"PRR, TLR4, Pathway",NAGLU,ImmuneGO by Modules,9,Innate,PRR,All
"PRR, TLR4, Pathway",PIK3AP1,ImmuneGO by Modules,9,Innate,PRR,All
"PRR, TLR4, Pathway",NFKBIA,ImmuneGO by Modules,9,Innate,PRR,All
"PRR, TLR4, Pathway",SCIMP,ImmuneGO by Modules,9,Innate,PRR,All
"PRR, TLR4, Pathway",TIRAP,ImmuneGO by Modules,9,Innate,PRR,All
"PRR, TLR4, Pathway",RELA,ImmuneGO by Modules,9,Innate,PRR,All
"PRR, TLR7, Pathway",PIK3AP1,ImmuneGO by Modules,2,Innate,PRR,All
"PRR, TLR7, Pathway",SCIMP,ImmuneGO by Modules,2,Innate,PRR,All
"PRR, TLR9, Pathway",TNIP2,ImmuneGO by Modules,2,Innate,PRR,All
"PRR, TLR9, Pathway",PIK3AP1,ImmuneGO by Modules,2,Innate,PRR,All
"PRR, TLR, Pathway",AP3B1,ImmuneGO by Modules,9,Innate,PRR,All
"PRR, TLR, Pathway",TLR4,ImmuneGO by Modules,9,Innate,PRR,All
"PRR, TLR, Pathway",FOSL1,ImmuneGO by Modules,9,Innate,PRR,All
"PRR, TLR, Pathway",RPS6KA3,ImmuneGO by Modules,9,Innate,PRR,All
"PRR, TLR, Pathway",MAPKAPK2,ImmuneGO by Modules,9,Innate,PRR,All
"PRR, TLR, Pathway",PLCG2,ImmuneGO by Modules,9,Innate,PRR,All
"PRR, TLR, Pathway",BCL10,ImmuneGO by Modules,9,Innate,PRR,All
"PRR, TLR, Pathway",TICAM1,ImmuneGO by Modules,9,Innate,PRR,All
"PRR, TLR, Pathway",CTSS,ImmuneGO by Modules,9,Innate,PRR,All
"PRR, TLR1:2, Pathway",SCIMP,ImmuneGO by Modules,1,Innate,PRR,All
"PRR, TLR4 TRAM dep, Pathway",PRKCE,ImmuneGO by Modules,3,Innate,PRR,All
"PRR, TLR4 TRAM dep, Pathway",TICAM2,ImmuneGO by Modules,3,Innate,PRR,All
"PRR, TLR4 TRAM dep, Pathway",RAB11FIP2,ImmuneGO by Modules,3,Innate,PRR,All
"Differentiation, B cell, Transitional one stage",ABL1,ImmuneGO by Modules,1,Adaptive,Humoral,B cell
"PRR, TLR TRIF dep, Pathway",TICAM2,ImmuneGO by Modules,4,Innate,PRR,All
"PRR, TLR TRIF dep, Pathway",TICAM1,ImmuneGO by Modules,4,Innate,PRR,All
"PRR, TLR TRIF dep, Pathway",TLR4,ImmuneGO by Modules,4,Innate,PRR,All
"PRR, TLR TRIF dep, Pathway",CD40,ImmuneGO by Modules,4,Innate,PRR,All
"Immune response, Th2",BCL6,ImmuneGO by Modules,4,Adaptive,Cellular,T cell
"Immune response, Th2",FCER1A,ImmuneGO by Modules,4,Adaptive,Cellular,T cell
"Immune response, Th2",IL10,ImmuneGO by Modules,4,Adaptive,Cellular,T cell
"Immune response, Th2",IL33,ImmuneGO by Modules,4,Adaptive,Cellular,T cell
"Hypersensitivity, Type I",FCER1A,ImmuneGO by Modules,1,Adaptive,Humoral,Allergy
"Signaling, Interferon I, Pathway",IFNE,ImmuneGO by Modules,19,Innate,Interferon,Undefined
"Signaling, Interferon I, Pathway",STAT2,ImmuneGO by Modules,19,Innate,Interferon,Undefined
"Signaling, Interferon I, Pathway",HDAC4,ImmuneGO by Modules,19,Innate,Interferon,Undefined
"Signaling, Interferon I, Pathway",STAT1,ImmuneGO by Modules,19,Innate,Interferon,Undefined
"Signaling, Interferon I, Pathway",IFITM1,ImmuneGO by Modules,19,Innate,Interferon,Undefined
"Signaling, Interferon I, Pathway",JAK1,ImmuneGO by Modules,19,Innate,Interferon,Undefined
"Signaling, Interferon I, Pathway",OAS2,ImmuneGO by Modules,19,Innate,Interferon,Undefined
"Signaling, Interferon I, Pathway",TYK2,ImmuneGO by Modules,19,Innate,Interferon,Undefined
"Signaling, Interferon I, Pathway",IFNAR1,ImmuneGO by Modules,19,Innate,Interferon,Undefined
"Signaling, Interferon I, Pathway",IFNAR2,ImmuneGO by Modules,19,Innate,Interferon,Undefined
"Signaling, Interferon I, Pathway",IFI27,ImmuneGO by Modules,19,Innate,Interferon,Undefined
"Signaling, Interferon I, Pathway",TRIM65,ImmuneGO by Modules,19,Innate,Interferon,Undefined
"Signaling, Interferon I, Pathway",TBKBP1,ImmuneGO by Modules,19,Innate,Interferon,Undefined
"Signaling, Interferon I, Pathway",IFITM3,ImmuneGO by Modules,19,Innate,Interferon,Undefined
"Signaling, Interferon I, Pathway",SP100,ImmuneGO by Modules,19,Innate,Interferon,Undefined
"Signaling, Interferon I, Pathway",C9JQL5,ImmuneGO by Modules,19,Innate,Interferon,Undefined
"Signaling, Interferon I, Pathway",IFITM2,ImmuneGO by Modules,19,Innate,Interferon,Undefined
"Signaling, Interferon I, Pathway",IFNA8,ImmuneGO by Modules,19,Innate,Interferon,Undefined
"Signaling, Interferon I, Pathway",MAVS,ImmuneGO by Modules,19,Innate,Interferon,Undefined
"Signaling, Interferon II, Pathway",STAT1,ImmuneGO by Modules,8,Innate,Interferon,Undefined
"Signaling, Interferon II, Pathway",IRF1,ImmuneGO by Modules,8,Innate,Interferon,Undefined
"Signaling, Interferon II, Pathway",JAK1,ImmuneGO by Modules,8,Innate,Interferon,Undefined
"Signaling, Interferon II, Pathway",IFNGR1,ImmuneGO by Modules,8,Innate,Interferon,Undefined
"Signaling, Interferon II, Pathway",TYK2,ImmuneGO by Modules,8,Innate,Interferon,Undefined
"Signaling, Interferon II, Pathway",HCK,ImmuneGO by Modules,8,Innate,Interferon,Undefined
"Signaling, Interferon II, Pathway",IFNGR2,ImmuneGO by Modules,8,Innate,Interferon,Undefined
"Signaling, Interferon II, Pathway",SP100,ImmuneGO by Modules,8,Innate,Interferon,Undefined
"Signaling, Interferon III, Pathway",IFNGR1,ImmuneGO by Modules,10,Innate,Interferon,Undefined
"Signaling, Interferon III, Pathway",IFNLR1,ImmuneGO by Modules,10,Innate,Interferon,Undefined
"Signaling, Interferon III, Pathway",IL10RB,ImmuneGO by Modules,10,Innate,Interferon,Undefined
"Signaling, Interferon III, Pathway",IFNL1,ImmuneGO by Modules,10,Innate,Interferon,Undefined
"Signaling, Interferon III, Pathway",TYK2,ImmuneGO by Modules,10,Innate,Interferon,Undefined
"Signaling, Interferon III, Pathway",IFNL4,ImmuneGO by Modules,10,Innate,Interferon,Undefined
"Signaling, Interferon III, Pathway",IFNGR2,ImmuneGO by Modules,10,Innate,Interferon,Undefined
"Signaling, Interferon III, Pathway",IFNL3,ImmuneGO by Modules,10,Innate,Interferon,Undefined
"Signaling, Interferon III, Pathway",JAK1,ImmuneGO by Modules,10,Innate,Interferon,Undefined
"Signaling, Interferon III, Pathway",IFNL2,ImmuneGO by Modules,10,Innate,Interferon,Undefined
V(D)J Recombination,HMGB1,ImmuneGO by Modules,6,Adaptive,General,Lymphocyte
V(D)J Recombination,RAG2,ImmuneGO by Modules,6,Adaptive,General,Lymphocyte
V(D)J Recombination,RAG1,ImmuneGO by Modules,6,Adaptive,General,Lymphocyte
V(D)J Recombination,LIG4,ImmuneGO by Modules,6,Adaptive,General,Lymphocyte
V(D)J Recombination,HMGB2,ImmuneGO by Modules,6,Adaptive,General,Lymphocyte
V(D)J Recombination,PRKDC,ImmuneGO by Modules,6,Adaptive,General,Lymphocyte
ADAPTIVE IMMUNE SYSTEM,CD52,BTM and ImmuneGO,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,CD4,BTM and ImmuneGO,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,CD247,BTM and ImmuneGO,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,CD2,BTM and ImmuneGO,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,CCR7,BTM and ImmuneGO,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,BIN2,BTM and ImmuneGO,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,HLA-DRA,BTM and ImmuneGO,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,IL12RB1,BTM and ImmuneGO,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,TRAT1,BTM and ImmuneGO,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,ZAP70,BTM and ImmuneGO,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,TRAF3IP3,BTM and ImmuneGO,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,HLA-DRB1,BTM and ImmuneGO,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,PRKAR1B,BTM and ImmuneGO,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,GIMAP6,BTM and ImmuneGO,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,TRA@,BTM and ImmuneGO,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,ITK,BTM and ImmuneGO,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,IL2RG,BTM and ImmuneGO,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,TRA@ /// TRAC,BTM and ImmuneGO,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,CD3E,BTM and ImmuneGO,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,TRA@ /// TRAC /// TRAJ17 /// TRAV20,BTM and ImmuneGO,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,PTPRC,BTM and ImmuneGO,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,PRKACB,BTM and ImmuneGO,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,CD3D,BTM and ImmuneGO,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,LCK,BTM and ImmuneGO,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,CD3G,BTM and ImmuneGO,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,IL7R,BTM and ImmuneGO,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,KLRB1,BTM and ImmuneGO,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,CCL5,BTM and ImmuneGO,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,RASGRP1,BTM and ImmuneGO,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,SH2D1A,BTM and ImmuneGO,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,TRAV20,BTM and ImmuneGO,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,BCL11B,BTM and ImmuneGO,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,CD6,BTM and ImmuneGO,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,CD7,BTM and ImmuneGO,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,TRBC1,BTM and ImmuneGO,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,LEF1,BTM and ImmuneGO,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,NKG7,BTM and ImmuneGO,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,UBASH3A,BTM and ImmuneGO,588,NA,NA,NA
