"process","genes","go_term","immune_system","immune_sub_system","gene_set_short","immune_tissue","set_size"
"IMMUNE SYSTEM PROCESS","TXK,P0DOX8,STMP1,GZMM,EIF2AK2,LILRA5,FBXO38,LGALS9,P0DOX7,LILRA3,P0DOX3,CEACAM20,THEMIS,CD55,GBP2,FGR,CLEC6A,RNF135,HK1,JAGN1,TMEM33,C6,ADSS2,IFIT2,IFITM2,CD40,BTN3A2,BPI,LILRA6,MYO1G,CD1D,TRIM23,HLA-E,LGALS3,SPIRE1,ENDOD1,CAMP,PRKDC,CFD,HLA-G,PRKCE,CASP4,C1S,SLC15A4,IFI6,HLA-F,CD81,OLR1,TEC,CFB,XRCC6,XRCC5,CD19,GBP1,CFH,ADAR,TAP1,F2RL1,HLA-DMB,ACOD1,SFTPD,CTPS1,RIGI,SARM1,TRIM26,MBL2,PSMB8,KLRC2,LCN2,RNF213,C7,PRKCQ,NMB,P0DOX4,NLRC5,S100A12,BPIFC,LILRB2,TAP2,HLA-DPA1,TRIM65,HMGB1,LAIR1,CSK,ITGAM,TREML4,PTMS,PSMA1,CSF1,USP14,APOBEC3H,FCGR2A,TAX1BP1,CD160,CLU,BCL6,P0DOX5,PELI3,HP,HEXIM1,TNFAIP8L2,OTUD7B,CD79A,CD14,SFPQ,DEFA5,PLD3,HMGB2,APOBEC3F,BTK,PRG2,KLRC1,CD177,CR1,KLRK1,RNF19B,NLRP2B,MST1R,MASP2,IDO2,C4A,PIK3CG,MAVS,HLA-DOB,CLEC10A,TIRAP,LBP,SIRT2,DAB2IP,MIF,PARP9,STING1,PSMB9,PLPP6,IL4R,IL34,IRGM,ZAP70,ADARB1,SSC5D,NLRP10,IL27,C1R,DHX9,P0DOX6,C1QBP,CD300C,SYK,CD46,CD300LB,MASP1,SUSD4,ARID5A,TRIL,FCGR1A,IL31RA,NLRP9,IRF2,CD1C,GBP6,MMP3,HLA-DRB4,C4B,IRF1,C17orf99,MATR3,JAML,IL23R,IFI30,PML,GPR183,HMHB1,CD7,ITK,SLFN11,LACC1,NLRX1,IL2,OAS2,IFIT1,SLC15A3,CD1E,P0DOX2,ZNF683,TICAM2,OTUD4,HLA-DRB3,IRF9,IFITM1,ETS1,MX2,CD8B,BTLA,B2M,APOBEC3A,ARG2,CD300LD,IRF8,JAK3,RAET1L,CD247,ZC3HAV1,IFITM3,TARM1,CD3G,CX3CR1,CD86,PARP1,THEMIS2,CFP,CD8B2,MAP4K2,HCK,MCOLN2,GBP7,USP27X,NLRP6,METTL3,GP2,CD1B,EOMES,LY86,SERINC5,BST2,IL31,MX1,IRAG2,GATA3,BAG6,HLA-C,MYSM1,CTLA4,VSTM1,CD300LG,SKAP1,FCER1G,VTCN1,SRC,C4BPB,TTC4,FCGR3A,DEFA6,FGL1,TLR4,CGAS,TBKBP1,IDO1,HLA-DMA,CRTAM,DDX60,CR2,TFE3,BCL10,GSDMD,LILRA4,TNFRSF17,TFEB,ERAP2,LILRB4,MAP3K8,RAET1G,TICAM1,AXL,LAG3,CD6,LILRA2,IFI27,DCAF15,ADSS1,LAX1,IFI35,LILRB1,CD79B,BTNL8","GO:0002376","General","General","Immune system, Process","Undefined",509
"IMMUNOGLOBULIN HEAVY CHAIN V-D-J RECOMBINATION","YY1,POLB","GO:0071707","Adaptive","Humoral","V(D)J, Ig Heavy chain","B cell",1
"IMMUNOGLOBULIN HEAVY CHAIN V-D-J RECOMBINATION","YY1,POLB",NA,NA,NA,NA,NA,NA
"IMMUNOGLOBULIN MEDIATED IMMUNE RESPONSE","IL4R,IL9R,CD19,PRKCD,MPL,FCGR2B,IL9,BCL10,FCER1G,IL2RB,CD27,CSF2RB,IL4R,IL9R,CD19,PRKCD,MPL,FCGR2B,IL9,BCL10,FCER1G,IL2RB,CD27,CSF2RB,CD74,IL13RA2,INPP5D,IRF7,MYD88,TCIRG1,IL21R,TLR8,CARD9","Manual","Adaptive","Humoral","IMMUNOGLOBULIN MEDIATED IMMUNE RESPONSE","B cell",NA
"IMMUNOGLOBULIN MEDIATED IMMUNE RESPONSE","IL4R,IL9R,CD19,PRKCD,MPL,FCGR2B,IL9,BCL10,FCER1G,IL2RB,CD27,CSF2RB,IL4R,IL9R,CD19,PRKCD,MPL,FCGR2B,IL9,BCL10,FCER1G,IL2RB,CD27,CSF2RB,CD74,IL13RA2,INPP5D,IRF7,MYD88,TCIRG1,IL21R,TLR8,CARD9","GO:0016064","Adaptive","Humoral","Ig, Immune response","B cell",62
"IMMUNOGLOBULIN MEDIATED IMMUNE RESPONSE","IL4R,IL9R,CD19,PRKCD,MPL,FCGR2B,IL9,BCL10,FCER1G,IL2RB,CD27,CSF2RB,IL4R,IL9R,CD19,PRKCD,MPL,FCGR2B,IL9,BCL10,FCER1G,IL2RB,CD27,CSF2RB,CD74,IL13RA2,INPP5D,IRF7,MYD88,TCIRG1,IL21R,TLR8,CARD9",NA,NA,NA,NA,NA,NA
"IMMUNOGLOBULIN PRODUCTION","VPREB1,IGKV1-5,TRDV3,TRDV1,TRAV38-2DV8,TRAV38-1,TRAV19,TRAV14DV4,TRAV2,IGLV11-55,IGLV10-54,IGLV9-49,IGLV8-61,IGLV7-46,IGLV7-43,IGLV6-57,IGLV5-52,IGLV5-48,IGLV5-45,IGLV5-39,IGLV5-37,IGLV4-69,IGLV4-60,IGLV4-3,IGLV3-32,IGLV3-27,IGLV3-25,IGLV3-22,IGLV3-21,IGLV3-19,IGLV3-16,IGLV3-12,IGLV3-10,IGLV3-9,IGLV3-1,IGLV2-33,IGLV2-23,IGLV2-18,IGLV2-14,IGLV2-11,IGLV2-8,IGLV1-51,IGLV1-50,IGLV1-47,IGLV1-44,IGLV1-40,IGLV1-36,IGKV6D-41,IGKV6D-21,IGKV3D-20,IGKV3D-15,IGKV3D-11,IGKV3D-7,IGKV2D-30,IGKV2D-29,IGKV2D-28,IGKV2D-26,IGKV2D-24,IGKV1D-43,IGKV1D-42,IGKV1D-39,IGKV1D-37,IGKV1D-33,IGKV1D-17,IGKV1D-13,IGKV1D-12,IGKV1D-8,IGKV6-21,IGKV5-2,IGKV4-1,IGKV3-20,IGKV3-15,IGKV3-7,IGKV2-40,IGKV2-30,IGKV2-29,IGKV2-28,IGKV2-24,IGKV1-39,IGKV1-37,IGKV1-27,IGKV1-17,IGKV1-16,IGKV1-13,IGKV1-12,IGKV1-9,IGKV1-8,IGKV1-6,VPREB3",NA,NA,NA,NA,NA,NA
"IMMUNOGLOBULIN PRODUCTION INVOLVED IN IMMUNOGLOBULIN-MEDIATED IMMUNE RESPONSE","B2M,HLA-DMA,HLA-DMB,HLA-DOA,HLA-DOB,HLA-DPA1,HLA-DPB1,HLA-DQA1,HLA-DQA2,HLA-DQB1,HLA-DQB2,HLA-DRA,HLA-DRB1,HLA-DRB3,HLA-DRB4,HLA-DRB5,GAPT",NA,NA,NA,NA,NA,NA
"IMMUNOGLOBULIN TRANSCYTOSIS IN EPITHELIAL CELLS MEDIATED BY POLYMERIC IMMUNOGLOBULIN RECEPTOR","PIGR,RAB17",NA,NA,NA,NA,NA,NA
"IMMUNOGLOBULIN V(D)J RECOMBINATION","TCF3,PRKDC,LIG4,XRCC4,CYREN,NHEJ1","GO:0033152","Adaptive","Humoral","V(D)J, Ig","B cell",3
"IMMUNOGLOBULIN V(D)J RECOMBINATION","TCF3,PRKDC,LIG4,XRCC4,CYREN,NHEJ1",NA,NA,NA,NA,NA,NA
"IMMUNOLOGICAL SYNAPSE FORMATION","CD6,DOCK8,MSN,CD81,PRF1,EPHB1,DLG1,DOCK2,CCL19,CCL21,NCK2","GO:0001771","Adaptive","Cellular","Formation, Immunological synapse","T cell",6
"IMMUNOLOGICAL SYNAPSE FORMATION","CD6,DOCK8,MSN,CD81,PRF1,EPHB1,DLG1,DOCK2,CCL19,CCL21,NCK2",NA,NA,NA,NA,NA,NA
"INDUCED SYSTEMIC RESISTANCE","MYD88",NA,NA,NA,NA,NA,NA
"INDUCTION OF BACTERIAL AGGLUTINATION","RNASE3,DMBT1,FGA,FGB,SFTPD,SPON2","GO:0043152","Undefined","Undefined","Induction of Bacterial agglutination","Undefined",1
"INDUCTION OF BACTERIAL AGGLUTINATION","RNASE3,DMBT1,FGA,FGB,SFTPD,SPON2",NA,NA,NA,NA,NA,NA
"INFLAMMATION","IL10,SIRT2,NLRP6,PRDX2,LIPA,ELANE,IL31RA,CD6,CXCR2,NOTCH1,PNMA1,IL20RB,HMGB2,FOSL2,IL5RA,IL1RN,HMGB1,NOTCH2,RBPJ,RASGRP1,CD68","Manual","Innate","Inflammation","Inflammation","Inflammation",NA
"INFLAMMATORY RESPONSE TO ANTIGENIC STIMULUS","NOTCH1,PNMA1,IL20RB,HMGB2,FOSL2,IL5RA,IL1RN,HMGB1,NOTCH2,RBPJ,RASGRP1,CD68,HLA-DRB1,IL2RA,CYSLTR1,TREX1,IL36RN,IL36B,IL37,IL36A,IL36G,IL25,IL1F10","GO:0002437","Innate","Inflammation","Inflammatory response, Antigenic stimulus","Undefined",12
"INFLAMMATORY RESPONSE TO ANTIGENIC STIMULUS","NOTCH1,PNMA1,IL20RB,HMGB2,FOSL2,IL5RA,IL1RN,HMGB1,NOTCH2,RBPJ,RASGRP1,CD68,HLA-DRB1,IL2RA,CYSLTR1,TREX1,IL36RN,IL36B,IL37,IL36A,IL36G,IL25,IL1F10",NA,NA,NA,NA,NA,NA
"INNATE IMMUNE RESPONSE","PPARG,IFNL4,PML,REL,RIGI,APOBEC3F,DEFB108B,CLEC6A,MST1R,OAS2,BPI,CAMP,NLRP10,ADARB1,BST2,TRIM27,MAVS,IRGM,TRIM21,PTX3,DEFB125,SSC5D,LGALS3,DAPK1,GBP1,GSDMD,STMP1,TRIM26,TARM1,TRIM51G,TAC1,RFPL4A,METTL3,MIF,TRIML2,CFD,NLRP2B,MBL2,IFI35,CLU,RNF135,SFPQ,IFI6,TAX1BP1,SFTPD,TRAF2,LILRA5,TTC4,HLA-C,LILRA4,IFNL2,CYBA,CSF1,FCGR1A,PARP1,CD46,SERINC5,DEFB131A,SARM1,LY86,CGAS,TRIM23,JAK3,STING1,CHGA,CX3CR1,KLRC2,PRKDC,CD160,KLRK1,FGR,BPIFB3,RFPL4AL1,MAP4K2,TRIM77,C1S,TRIM64C,DEFB128,PELI3,APOBEC3A,TMEM33,DEFB108A,IFIT2,GP2,VNN1,ADAR,DEFB1,APOBEC3H,IFITM3,GZMM,DEFB131B,XRCC5,FRK,NCF1,NLRC5,RNASE3,CD6,TRIM40,TNFAIP8L2,TRIM64B,C4B,TRIM22,TRIM48,F2RL1,CLEC10A,DEFB105A,HMGB2,BTK,ARG2,TLR4,KLRC1,PARP9,CD177,CR1,XRCC6,DEFB124,KRT16,NCF2,TICAM1,MASP2,S100A12,CFH,SYK,TRIM49D1,GATA3,C1QBP,HK1,BPIFC,IFNL3,CFP,HCK,TRIM65,NEDD4,DEFA5,CASP4,TREML1,SLC15A4,LBP,WFDC3,GARIN5A,LILRA2,WFDC10B,WFDC13,IFIT1,TRIM49C,CD55,GBP6,TRIM59,CD1D,NMB,NFKB2,MMP3,RELB,GBP2,TRIM64,PIK3CG,IFI27,ANKHD1,IRF1,SDHAF4,CD14,F12,ACOD1,UBA7,DEFB123,DEFB132,USP27X,B2M,LACC1,NLRX1,PLPP6,SPIRE1,NLRP9,HLA-E,ZC3HAV1,MX2,TBKBP1,PI3,ZNF683,IL27,TICAM2,C4A,OTUD4,DHX9,C1R,TRIM49B,TRIM43B,CORO1A,NFKB1,MATR3,DEFA4,HMGB1,GBP7,SIRT2,DEFB119,ITGAM,LCN2,SRC,C7,SRPK2,DEFA6,USP14,IL34,TRIM49,SLC15A3,FCER1G,MX1,IFITM2,BCL10,TIRAP,FOSL2,ENDOD1,SUSD4,DEFB106A,ZAP70,NQO1,IPO7,DDX60,MCOLN2,C6,EIF2AK2,IFITM1,HEXIM1,C4BPB,TREML4,CRISP3,ARID5A,WFDC9,DEFB107A,CFB,MASP1,TRIML1,TRIL,CR2,RELA,TRIM58,IFNL1,AXL,WFDC11,NLRP6,DAB2IP,TRIM68,IL23R,ANG,ANXA1,APCS,ARG1,ATP1B1,ADGRB1,PRDM1,BLK,POLR3D,SERPING1,C1QA,C1QB,C1QC,C2,C4BPA,CHUK,CRP,CSF1R,CYBB,CYLD,DDX1,DDX3X,DMBT1,FGA,FGB,FYN,GPER1,HLA-A,HLA-B,MR1,HMGB3,CFI,IFI16,IFIT3,IGHM,JCHAIN,IKBKB,IL1RAP,IL17A,IRF5,IRF7,ISG20,LCK,LY9,CD180,LYN,MEFV,MAP3K5,MYD88,NAIP,NONO,OAS3,PCBP2,PIK3CD,PPP6C,PRKD1,PTK6,RARRES2,RFPL1,RNASE6,S100A7,S100A8,S100A9,SEC14L1,SKP2,SLAMF1,SLC15A2,SLPI,SRMS,SRPK1,TRGV2,TRGV3,TRGV4,TRGV5,TRGV8,TRGV9,TLR1,TLR2,TLR3,TLR5,YES1,TRIM25,IKBKG,APOL1,RNASET2,OASL,MARCO,ADAM15,TNFRSF14,RIPK2,FADD,RIOK3,IL1RL2,CD84,PGLYRP1,PSTPIP1,NMI,ARHGEF2,DDX21,MFHAS1,AIM2,APOBEC3B,TRAF4,N4BP1,TRIM14,PJA2,G3BP2,NR1H4,PQBP1,TRIM10,OPTN,G3BP1,TRIM28,TRIM13,KLRG1,AKAP8,CLEC4M,TLR6,NOD1,WFDC2,SPON2,RBM14,TRIM38,KAT5,POLR3F,POLR3G,POLR3C,CNPY3,RFPL3,RFPL2,MALT1,SERINC3,TMED1,MID2,TRIM31,POLR3A,ZBTB1,TRIM32,TRIM35,N4BP3,TTLL12,MORC3,PADI4,CLEC5A,LY96,TRIM29,IL17RA,IFIT5,ZDHHC5,SAMHD1,ANKRD17,CLEC4E,FBXO9,PPP1R14B,IL36RN,IL36B,IL36A,SMPDL3B,CRCP,APOBEC3C,TRDV3,TRDV2,TRDV1,PYCARD,TBK1,CD209,IRAK4,HERC5,C1RL,TLR7,ECSIT,BPIFA1,TLR8,YTHDF2,IL23A,POLR3K,MSRB1,CD244,TRIM34,TLR9,TREM1,TOLLIP,PARP14,SAMD9,AKIRIN2,TRIM62,PSPC1,SHFL,LGR4,LYAR,NLRP2,POLR3B,POLR3E,INAVA,IL36G,WRNIP1,PGLYRP4,ZNFX1,USP29,NLRC4,CACTIN,APOBEC3G,NOD2,IFIH1,PLA2G2F,ILRUN,CHID1,TMEM43,CYBC1,CCDC92,ALPK1,TASL,ZBP1,COLEC12,TRIM11,TRIM8,UNC93B1,DEFB126,TLR10,TRIM56,ITCH,ZDHHC18,RNASE7,TRIM51,HAVCR2,RAB2B,TRIM5,ZCCHC3,TRIM4,SIGLEC10,TRIM15,OTULIN,RNF185,RSAD2,TIFA,NEURL3,IL17F,TMEM106A,NLRP3,PGLYRP2,PGLYRP3,SLAMF6,RNF166,SH2D1B,DEFB118,TRIM6,TMEM45B,PLD4,RNASE8,WFDC12,TRIM43,APOBEC3D,DEFB104A,WFDC10A,DEFB127,DCST1,WFDC5,DTX3L,PYDC2,DHX36,POLR3H,DEFB110,DEFB112,DEFB113,DEFB114,DEFB116,DEFB121,PYDC1,DEFB133,DEFB107B,DEFB104B,DEFB106B,DEFB105B,DEFB135,DEFB134,TRIM49D2","GO:0045087","Innate","General","Innate immune response","Innate",250
"INNATE IMMUNE RESPONSE","PPARG,IFNL4,PML,REL,RIGI,APOBEC3F,DEFB108B,CLEC6A,MST1R,OAS2,BPI,CAMP,NLRP10,ADARB1,BST2,TRIM27,MAVS,IRGM,TRIM21,PTX3,DEFB125,SSC5D,LGALS3,DAPK1,GBP1,GSDMD,STMP1,TRIM26,TARM1,TRIM51G,TAC1,RFPL4A,METTL3,MIF,TRIML2,CFD,NLRP2B,MBL2,IFI35,CLU,RNF135,SFPQ,IFI6,TAX1BP1,SFTPD,TRAF2,LILRA5,TTC4,HLA-C,LILRA4,IFNL2,CYBA,CSF1,FCGR1A,PARP1,CD46,SERINC5,DEFB131A,SARM1,LY86,CGAS,TRIM23,JAK3,STING1,CHGA,CX3CR1,KLRC2,PRKDC,CD160,KLRK1,FGR,BPIFB3,RFPL4AL1,MAP4K2,TRIM77,C1S,TRIM64C,DEFB128,PELI3,APOBEC3A,TMEM33,DEFB108A,IFIT2,GP2,VNN1,ADAR,DEFB1,APOBEC3H,IFITM3,GZMM,DEFB131B,XRCC5,FRK,NCF1,NLRC5,RNASE3,CD6,TRIM40,TNFAIP8L2,TRIM64B,C4B,TRIM22,TRIM48,F2RL1,CLEC10A,DEFB105A,HMGB2,BTK,ARG2,TLR4,KLRC1,PARP9,CD177,CR1,XRCC6,DEFB124,KRT16,NCF2,TICAM1,MASP2,S100A12,CFH,SYK,TRIM49D1,GATA3,C1QBP,HK1,BPIFC,IFNL3,CFP,HCK,TRIM65,NEDD4,DEFA5,CASP4,TREML1,SLC15A4,LBP,WFDC3,GARIN5A,LILRA2,WFDC10B,WFDC13,IFIT1,TRIM49C,CD55,GBP6,TRIM59,CD1D,NMB,NFKB2,MMP3,RELB,GBP2,TRIM64,PIK3CG,IFI27,ANKHD1,IRF1,SDHAF4,CD14,F12,ACOD1,UBA7,DEFB123,DEFB132,USP27X,B2M,LACC1,NLRX1,PLPP6,SPIRE1,NLRP9,HLA-E,ZC3HAV1,MX2,TBKBP1,PI3,ZNF683,IL27,TICAM2,C4A,OTUD4,DHX9,C1R,TRIM49B,TRIM43B,CORO1A,NFKB1,MATR3,DEFA4,HMGB1,GBP7,SIRT2,DEFB119,ITGAM,LCN2,SRC,C7,SRPK2,DEFA6,USP14,IL34,TRIM49,SLC15A3,FCER1G,MX1,IFITM2,BCL10,TIRAP,FOSL2,ENDOD1,SUSD4,DEFB106A,ZAP70,NQO1,IPO7,DDX60,MCOLN2,C6,EIF2AK2,IFITM1,HEXIM1,C4BPB,TREML4,CRISP3,ARID5A,WFDC9,DEFB107A,CFB,MASP1,TRIML1,TRIL,CR2,RELA,TRIM58,IFNL1,AXL,WFDC11,NLRP6,DAB2IP,TRIM68,IL23R,ANG,ANXA1,APCS,ARG1,ATP1B1,ADGRB1,PRDM1,BLK,POLR3D,SERPING1,C1QA,C1QB,C1QC,C2,C4BPA,CHUK,CRP,CSF1R,CYBB,CYLD,DDX1,DDX3X,DMBT1,FGA,FGB,FYN,GPER1,HLA-A,HLA-B,MR1,HMGB3,CFI,IFI16,IFIT3,IGHM,JCHAIN,IKBKB,IL1RAP,IL17A,IRF5,IRF7,ISG20,LCK,LY9,CD180,LYN,MEFV,MAP3K5,MYD88,NAIP,NONO,OAS3,PCBP2,PIK3CD,PPP6C,PRKD1,PTK6,RARRES2,RFPL1,RNASE6,S100A7,S100A8,S100A9,SEC14L1,SKP2,SLAMF1,SLC15A2,SLPI,SRMS,SRPK1,TRGV2,TRGV3,TRGV4,TRGV5,TRGV8,TRGV9,TLR1,TLR2,TLR3,TLR5,YES1,TRIM25,IKBKG,APOL1,RNASET2,OASL,MARCO,ADAM15,TNFRSF14,RIPK2,FADD,RIOK3,IL1RL2,CD84,PGLYRP1,PSTPIP1,NMI,ARHGEF2,DDX21,MFHAS1,AIM2,APOBEC3B,TRAF4,N4BP1,TRIM14,PJA2,G3BP2,NR1H4,PQBP1,TRIM10,OPTN,G3BP1,TRIM28,TRIM13,KLRG1,AKAP8,CLEC4M,TLR6,NOD1,WFDC2,SPON2,RBM14,TRIM38,KAT5,POLR3F,POLR3G,POLR3C,CNPY3,RFPL3,RFPL2,MALT1,SERINC3,TMED1,MID2,TRIM31,POLR3A,ZBTB1,TRIM32,TRIM35,N4BP3,TTLL12,MORC3,PADI4,CLEC5A,LY96,TRIM29,IL17RA,IFIT5,ZDHHC5,SAMHD1,ANKRD17,CLEC4E,FBXO9,PPP1R14B,IL36RN,IL36B,IL36A,SMPDL3B,CRCP,APOBEC3C,TRDV3,TRDV2,TRDV1,PYCARD,TBK1,CD209,IRAK4,HERC5,C1RL,TLR7,ECSIT,BPIFA1,TLR8,YTHDF2,IL23A,POLR3K,MSRB1,CD244,TRIM34,TLR9,TREM1,TOLLIP,PARP14,SAMD9,AKIRIN2,TRIM62,PSPC1,SHFL,LGR4,LYAR,NLRP2,POLR3B,POLR3E,INAVA,IL36G,WRNIP1,PGLYRP4,ZNFX1,USP29,NLRC4,CACTIN,APOBEC3G,NOD2,IFIH1,PLA2G2F,ILRUN,CHID1,TMEM43,CYBC1,CCDC92,ALPK1,TASL,ZBP1,COLEC12,TRIM11,TRIM8,UNC93B1,DEFB126,TLR10,TRIM56,ITCH,ZDHHC18,RNASE7,TRIM51,HAVCR2,RAB2B,TRIM5,ZCCHC3,TRIM4,SIGLEC10,TRIM15,OTULIN,RNF185,RSAD2,TIFA,NEURL3,IL17F,TMEM106A,NLRP3,PGLYRP2,PGLYRP3,SLAMF6,RNF166,SH2D1B,DEFB118,TRIM6,TMEM45B,PLD4,RNASE8,WFDC12,TRIM43,APOBEC3D,DEFB104A,WFDC10A,DEFB127,DCST1,WFDC5,DTX3L,PYDC2,DHX36,POLR3H,DEFB110,DEFB112,DEFB113,DEFB114,DEFB116,DEFB121,PYDC1,DEFB133,DEFB107B,DEFB104B,DEFB106B,DEFB105B,DEFB135,DEFB134,TRIM49D2",NA,NA,NA,NA,NA,NA
"INNATE IMMUNE RESPONSE ACTIVATING CELL SURFACE RECEPTOR SIGNALING PATHWAY","LILRA2","GO:0002220","Innate","Innate","Cell surface receptor, Innate","Innate",1
"INNATE IMMUNE RESPONSE IN MUCOSA","NOS2,FAU,H2BC12L,DEFA3,DEFB1,H2BC10,DEFA1,RNASE3,RNASE2,DEFA6,DEFA5,DEFA4,CAMP,RPL39,APOA4,IL4,LTF,PLA2G1B,H2BC8,H2BC7,H2BC6,H2BC4,H2BC21,H2BC11,NOD2,H2BC12,BPIFB1,DEFA1B","GO:0002227","Innate","Innate","Innate immune response, mucosa","Innate",14
"INNATE IMMUNE RESPONSE IN MUCOSA","NOS2,FAU,H2BC12L,DEFA3,DEFB1,H2BC10,DEFA1,RNASE3,RNASE2,DEFA6,DEFA5,DEFA4,CAMP,RPL39,APOA4,IL4,LTF,PLA2G1B,H2BC8,H2BC7,H2BC6,H2BC4,H2BC21,H2BC11,NOD2,H2BC12,BPIFB1,DEFA1B",NA,NA,NA,NA,NA,NA
"INNATE IMMUNE RESPONSE-ACTIVATING SIGNALING PATHWAY","HCK","GO:0002758","Innate","Innate","Innate immune response, Pathway","Innate",1
