...1	Cond1	Cond2	Shared	NotShared_cond1	NotShared_cond2	Total_Genes_Cond1	Total_Genes_Cond2	Genes_Names	Percentage_Shared_Cond1	Percentage_Shared_Cond2	pvalue	qvalue
3223	HIV-1 GAG-POL NEF (D1)	BNT (V2, D1)	90	528	24	4241	739	AIM2,APOL1,BATF2,BST2,C1QB,C1QC,C2,CCL2,CCL8,CCRL2,CD274,CEACAM1,CFB,CLEC6A,CTSL,CXCL10,CXCL11,CYBB,RIGI,DDX60,DHX58,DTX3L,EIF2AK2,FAS,GBP1,GBP2,GBP4,GBP5,GCH1,HERC5,IDO1,IFI16,IFI27,IFI35,IFI44,IFI44L,IFI6,IFIH1,IFIT1,IFIT2,IFIT3,IFIT5,IFITM3,IL27,IRF1,IRF7,IRF9,ISG15,ISG20,LAMP3,MARCO,MX1,NMI,NUB1,OAS1,OAS2,OAS3,OASL,P2RX7,PARP14,PARP9,PDCD1LG2,PLSCR1,PML,RHBDF2,RIPK2,RNF213,RSAD2,SAMD9,SECTM1,SERPING1,SLAMF8,SOCS1,STAT1,STAT2,TAP1,TAP2,TIFA,TLR7,TNFAIP6,TNFSF10,TNFSF13B,TRAFD1,TRIM21,TRIM22,TRIM5,TRPV4,USP18,WDFY1,ZBP1	2.12	12.18	1.1007589219862398e-19	5.14614111594339e-20
3224	HIV-1 GAG-POL NEF (D1)	BNT (V3, D1)	100	518	39	4241	904	AIM2,APOL1,BATF2,C1QB,C1QC,C2,C3AR1,CCL2,CCL3,CCL8,CCRL2,CD274,CEACAM1,CFB,CLEC6A,CTSL,CXCL10,CXCL11,CYBB,RIGI,DDX60,DHX58,DTX3L,EIF2AK2,FAS,FFAR2,GBP1,GBP2,GBP4,GBP5,GCH1,HERC5,HP,ICAM1,IDO1,IFI16,IFI27,IFI30,IFI35,IFI44,IFI44L,IFI6,IFIH1,IFIT1,IFIT2,IFIT3,IFIT5,IFITM1,IFITM3,IL27,IL4I1,IRF1,IRF7,ISG15,ISG20,LAMP3,LTF,MAFB,MARCO,MMP8,MX1,NUB1,OAS1,OAS2,OAS3,OASL,P2RX7,PARP14,PARP9,PDCD1LG2,PIK3AP1,PLSCR1,PML,PSMB9,NECTIN2,RAB20,RHBDF2,RIPK2,RNF213,RSAD2,SECTM1,SERPING1,SLAMF8,SOCS1,STAT1,STAT2,TAP1,TAP2,TIFA,TLR7,TNFAIP6,TNFSF10,TNFSF13B,TRAFD1,TRIM22,TRIM5,TRPV4,USP18,WDFY1,ZBP1	2.36	11.06	4.24236396974882e-29	2.83424479634856e-29
3225	HIV-1 GAG-POL NEF (D1)	BNT-I (D1)	42	576	119	4241	946	CCR6,CD2,CD22,CD3G,CD40LG,CXCR5,EOMES,GCSAM,GPR171,IKZF3,IL7R,KLRG1,LAX1,MSH2,S1PR1,SIT1,SLAMF6,TIGIT,TRIM32,ADAM9,ATP1B1,C5AR1,CD14,CLEC5A,CXCL16,FCAR,HRH2,ICAM1,KYNU,LTF,MIR221,MMP8,NFAM1,NFIL3,NINJ1,NR1H2,PELI1,SH2B2,SLC11A1,SLC15A3,TRIB1,XKR8	0.99	4.44	7.63407197149328e-102	6.73366699012611e-101
3226	HIV-1 GAG-POL NEF (D1)	BNT-I (D10, mild)	276	342	365	4241	4349	AQP3,ATM,BACH2,BANK1,BCL11B,BCL2,BLK,CAMK4,CARD11,CBLB,CCL28,CCL5,CCR4,CCR6,CCR7,CD160,CD1C,CD2,CD200,CD200R1,CD22,CD247,CD248,CD27,CD28,CD3D,CD3E,CD3G,CD40LG,CD5,CD6,CD79A,CD79B,CD8A,CD8B,CD96,CDK6,CNR2,CRTAM,CRTC3,CST7,CTSF,CTSW,CXCR5,DPP4,EOMES,ETS1,FCER1A,FCRL1,FCRL3,FLNB,FYN,GCSAM,GCNT4,GNLY,GPR171,GPR174,GZMA,HLA-DOA,IKZF3,IL18RAP,IL2RB,IL7R,ITGA6,ITK,ITM2A,KLRB1,KLRC2,KLRD1,KLRG1,KLRK1,KMT2A,LAT,LAX1,LCK,LEF1,LY9,MFHAS1,MID2,MS4A1,MSH2,KAT6B,NCR1,NFATC2,NKG7,NLRC3,PAX5,PDGFD,PLCB1,PLCG1,PLEKHA1,PRKCA,PRKCH,PRKCQ,PTGDR,PYHIN1,RASGRP1,RHOH,RNF125,RORA,RPL22,RPS6,S1PR1,SFXN1,SH2D1A,SH2D1B,SIRPG,SIT1,SKAP1,SLAMF6,SLC12A2,ST6GAL1,STK39,TCF7,TESPA1,TGFBR3,THEMIS,TIGIT,TLR10,TOX,TRAT1,TRIM32,TXK,UBASH3A,VEGFB,VNN1,ZAP70,ZBTB25,ADAM9,ADAR,ADM,AIM2,AKIRIN2,ALAS1,ALOX5,ALPK1,AZI2,BAK1,BATF2,BCL6,BID,BST1,C1QB,C1QC,C3AR1,CASP1,CASP4,CD274,CDKN1A,CEACAM1,CEBPB,CFB,CLEC4D,CLEC7A,CTSD,CXCL10,CXCL11,DDX60,DTX3L,DUSP3,DYSF,EIF2AK2,EPHB2,EXT1,FAS,FCER1G,FGR,GBP1,GBP2,GCH1,HCK,HERC5,HHEX,HLX,HMOX1,HP,IFI16,IFI27,IFI30,IFI35,IFI44,IFI44L,IFI6,IFIH1,IFIT1,IFIT3,IFIT5,IFITM1,IFITM2,IFITM3,IFNGR2,IL15,IL1RN,IRF9,ISG15,JAK2,KYNU,LAMP3,LAT2,LGALS9,LILRA5,LILRA6,LST1,LTF,LYN,MAFB,MERTK,MILR1,MIR221,MMP8,MX1,MX2,MYD88,NAIP,NBN,NCF2,NFIL3,NLRP3,NMI,NOD2,OAS1,OAS2,OAS3,OASL,PARP14,PARP9,PELI1,PIK3AP1,PLSCR1,PML,POLB,PRELID1,PRKCD,PSMB8,PSMB9,PSME1,PYCARD,RAB20,RBCK1,RBM47,RIPK2,RIPK3,RNASE2,RNF135,RNF19B,RSAD2,S100A9,SEMA4A,SERPING1,SLC15A4,SNX27,SP100,SPI1,SPPL2A,STAT2,TANK,TAP1,TBK1,TFE3,TIFA,TLR2,TNFAIP6,TNFSF13B,TRAFD1,TREX1,TRIB1,TRIM21,TRIM22,TRIM25,UNC93B1,USP15,USP18,VAMP3,WDFY1,XRCC4,ZBP1	6.51	6.35	6.29620800270277e-92	3.5140023703182796e-91
3227	HIV-1 GAG-POL NEF (D1)	BNT-I (D10, severe)	264	354	391	4241	4499	ATM,BACH2,BCL11B,BCL2,CAMK4,CARD11,CBLB,CCL28,CCL5,CCR4,CCR6,CCR7,CD160,CD1C,CD2,CD200,CD200R1,CD244,CD247,CD248,CD28,CD3D,CD3E,CD3G,CD40LG,CD5,CD6,CD8A,CD8B,CD96,CDK6,CNR2,CRTAM,CST7,CTSF,CTSW,CXCR5,DPP4,EOMES,ETS1,FCER1A,FCRL3,FLNB,FYN,GCSAM,GCNT4,GNLY,GPR171,GPR174,HLA-DOA,HLA-DQA1,IKZF3,IL18RAP,IL2RB,IL32,IL7R,ITGA6,ITK,ITM2A,KLRB1,KLRC2,KLRG1,KLRK1,KMT2A,LAT,LAX1,LCK,LEF1,LTB,LY9,MFHAS1,MID2,KAT6B,NFATC2,NLRC3,NR1D1,PDGFD,PLCG1,PLEKHA1,PRKCA,PRKCH,PRKCQ,PYHIN1,RASGRP1,RNF125,RORA,RPL22,S1PR1,SH2D1A,SIRPG,SIT1,SKAP1,SLAMF6,STK39,TCF7,TESPA1,TGFBR3,THEMIS,TIGIT,TLR10,TOX,TRAT1,TRIM32,TXK,UBASH3A,VEGFB,VNN1,ZAP70,ZBTB16,ZBTB25,ADAM17,ADAM9,ADAR,ADM,AIM2,AKIRIN2,ALAS1,ALOX5,ALPK1,APOL1,ATP1B1,AZI2,BAK1,BATF2,BCL6,BST1,C1QB,C1QC,C2,C3AR1,CASP1,CASP4,CCRL2,CD274,CD38,CD40,CEACAM1,CEBPB,CFB,CLEC4D,CLEC5A,CSF1R,CTSD,CTSL,CXCL10,CXCL11,CYSLTR2,DDX60,DHX58,DTX3L,DYSF,EIF2AK2,EPHB2,EXT1,FAS,FCAR,FCER1G,FGR,GBP1,GBP2,GBP5,HERC5,HHEX,HLA-DPA1,HLX,HP,HRH2,IFI16,IFI27,IFI30,IFI35,IFI44,IFI44L,IFI6,IFIH1,IFIT1,IFIT2,IFIT3,IFIT5,IFITM1,IFITM2,IFITM3,IFNGR2,IL10,IL15,IL1RN,IL27,IRF7,ISG15,JAK2,LAMP3,LAT2,LILRA5,LILRA6,LILRB3,LTF,MAFB,MERTK,MMP8,MX1,MX2,MYD88,NAIP,NBN,NCF2,NFIL3,NLRC4,NMI,NOD2,OAS1,OAS2,OAS3,OASL,PARP14,PARP9,PDCD1LG2,PELI1,PIK3AP1,PLSCR1,PML,POLB,PRKCD,PRKCE,PSMB8,PSMB9,PYCARD,RAB20,RBCK1,RBM47,RIPK2,RIPK3,RNASE2,RNF135,RNF213,RSAD2,S100A9,SEMA4A,MSRB1,SERPING1,SLC15A4,SNX27,SP100,SPPL2A,STAT1,STAT2,STAT3,TANK,TAP1,TBK1,TIFA,TLR2,TLR4,TNFAIP6,TNFSF10,TNFSF13B,TRAFD1,TRIB1,TRIM21,TRIM22,TRIM25,USP15,USP18,WDFY1,ZBP1	6.22	5.87	2.51104600455898e-101	2.1843291899479196e-100
3228	HIV-1 GAG-POL NEF (D1)	BNT-I (D26, mild)	139	479	219	4241	2431	AQP3,ATM,BACH2,BANK1,BCL11B,BCL2,BLK,BTLA,CAMK4,CAMLG,CARD11,CASP6,CBLB,CCR6,CCR7,CD1C,CD2,CD200,CD200R1,CD22,CD247,CD248,CD3E,CD3G,CD40LG,CD5,CD6,CD79A,CD79B,CD96,CNR2,CST7,CTSF,CXCR5,EOMES,ETS1,FCRL1,FCRL3,FLNB,GCSAM,GCNT4,GNLY,GPR174,HLA-DOA,IGF1R,IKZF3,IL18RAP,IL7R,ITK,KLRG1,KMT2A,LAT,LAX1,LCK,LEF1,LY9,MFHAS1,MID2,MS4A1,MSH2,NCR1,NFATC2,NLRC3,PAX5,PLCG1,PLEKHA1,PRKCH,RASGRP1,RPL22,S1PR1,SIRPG,SIT1,SLAMF6,SLC12A2,ST6GAL1,TCF7,TESPA1,THEMIS,TIGIT,TLR10,TRAT1,TRIM32,UBASH3A,VNN1,ZAP70,ADAM9,ADM,AKIRIN2,ALOX5,ALPK1,BCL6,BST1,CCL2,CD40,CLEC4D,CLEC5A,CTSD,DUSP3,DYSF,FCER1G,HHEX,HLA-DPA1,HP,IFI30,IFNGR2,IL10,JAK2,LILRA3,LILRA5,LILRA6,LTF,LYN,MARCO,MERTK,MILR1,MIR221,MMP8,MYD88,NCSTN,NFIL3,PELI1,PRELID1,PRKCD,RBM47,RNF135,S100A9,SEMA4A,SIRPB1,SLC11A1,SLC15A4,SPPL2A,STXBP2,TLR2,TMEM229B,TRIB1,TRIM25,USP15,VAMP3,ZFP36	3.28	5.72	1.14856938723576e-105	1.19730084438347e-104
3229	HIV-1 GAG-POL NEF (D1)	BNT-I (D26, severe)	25	593	54	4241	516	CCR7,CD248,CD79B,FCRL1,FCRL3,HLA-DOA,LY9,NR1D1,S1PR1,TRIM32,AKIRIN2,CD40,HLA-DPA1,HLA-DRB5,LTF,MIR221,MMP8,NFIL3,PELI1,RIPK2,S100A9,TLR2,TRIB1,USP15,XKR8	0.59	4.84	1.08002671731853e-60	2.17964569436323e-60
3230	HIV-1 GAG-POL NEF (D1)	BNT-I (D3)	37	581	73	4241	679	CD44,CST7,VNN1,ADM,BCL6,CEACAM1,CLEC4D,CLEC5A,CXCL16,DYSF,FCAR,FCGR2A,FPR1,GBP2,GBP5,HLA-DRB5,HP,ICAM1,IRF1,LILRA5,MIR221,MIR223,MMP8,NAIP,NFIL3,PELI1,RAB20,S100A9,SECTM1,SEMA4A,MSRB1,SH2B2,SKAP2,SLC15A3,TLR2,TRIB1,TRIM25	0.87	5.45	3.11161760867461e-71	9.36706685201535e-71
3231	HIV-1 GAG-POL NEF (D1)	BNT-I (D4)	3	615	19	4241	77	CD248,PELI1,SNCA	0.07	3.9	1.29329016102521e-33	9.958948772131719e-34
3232	HIV-1 GAG-POL NEF (D1)	BNT-I-BNT (D51, mild)	25	593	42	4241	446	BANK1,CASP6,CCR7,CD200,CD22,CD40LG,CD79A,CXCR5,FCRL1,FCRL3,GCSAM,IL7R,LY9,MS4A1,MSH2,NCR1,S1PR1,SLAMF6,ST6GAL1,TIGIT,CD40,LTF,MMP8,SH3RF1,TLR2	0.59	5.61	3.38281071087376e-49	4.3230670018132794e-49
3233	HIV-1 GAG-POL NEF (D1)	BNT-I-BNT (D51, severe)	4	614	11	4241	46	IL16,RPS19,CD300LB,MOSPD2	0.09	8.7	9.75706569459748e-21	4.81116344707026e-21
3234	HIV-1 GAG-POL NEF (D1)	BNT-MO (V3, D1)	117	501	78	4241	1281	FCRL3,TRGV8,AIM2,ALPK1,APOL1,BATF2,BST2,C1QB,C1QC,C2,C3AR1,CASP1,CCL2,CCL3,CCL8,CCR1,CCRL2,CD274,CDC42EP2,CEACAM1,CLEC6A,CXCL10,CXCL11,CYBB,RIGI,DDX60,DHX58,DTX3L,EIF2AK2,FAS,FFAR2,FGL2,GAS6,GBP1,GBP2,GBP4,GBP5,GCH1,HERC5,HP,ICAM1,IDO1,IFI16,IFI30,IFI35,IFI44,IFI44L,IFI6,IFIH1,IFIT1,IFIT2,IFIT3,IFIT5,IFITM1,IFITM3,IL10,IL1RN,IL27,IRF1,IRF7,IRF9,ISG15,ISG20,JAK2,LAMP3,LILRA5,MICB,MX1,MX2,NBN,NFIL3,NMI,NOD2,NUB1,OAS1,OAS2,OAS3,OASL,P2RX7,PARP14,PARP9,PDCD1LG2,PELI1,PIK3AP1,PLSCR1,PML,POLB,PSMB9,RAB20,RBCK1,RHBDF2,RIPK2,RNF213,RSAD2,SAMD9,SECTM1,SERPING1,SLAMF8,SOCS1,STAT1,STAT2,TAP1,TAP2,TASL,TIFA,TNFAIP6,TNFSF10,TNFSF13B,TRAFD1,TRIB1,TRIM21,TRIM22,TRIM5,TRPV4,USP18,WDFY1,ZBP1	2.76	9.13	1.09357117118903e-49	1.4205588991435199e-49
3235	HIV-1 GAG-POL NEF (D1)	ChAd (V1, D3)	74	544	63	4241	995	AIM2,AXL,BATF2,BATF3,C1QB,C1QC,C2,C3AR1,CCL2,CD300C,CEBPB,CFB,CFD,CLEC6A,CTSL,CXCL10,CXCL11,DDX60,EPHB2,FCER1G,FCN1,GBP1,GBP4,GBP5,GRN,HCAR2,HMOX1,IDO1,IFI27,IFI30,IFI35,IFI44,IFI44L,IFI6,IFIT1,IFIT3,IFITM1,IFITM3,IL15,IL27,IL4I1,IRF7,ISG15,LAMP3,LGALS9,LILRA5,LILRB1,LILRB4,MARCO,MX1,MX2,NLRC4,NR1H3,OAS1,OAS2,OAS3,OASL,PARP9,PDCD1LG2,PLSCR1,PSMB9,PYCARD,RNASE2,RSAD2,SCIMP,SECTM1,SERPING1,SLAMF8,SRC,STAT1,TLR7,TNFSF10,TRPV4,USP18	1.74	7.44	9.49971239283264e-51	1.27607525470676e-50
3236	HIV-1 GAG-POL NEF (D1)	ChAd (V1, D6)	3	615	82	4241	350	IGHM,IGHV3-53,IFI27	0.07	0.86	3.3037017709292296e-104	3.13314588866602e-103
3237	HIV-1 GAG-POL NEF (D1)	ChAd (V1, D7)	4	614	33	4241	272	CCL3,CD38,CXCL10,IFI27	0.09	1.47	1.85611248973708e-51	2.60711013944098e-51
3238	HIV-1 GAG-POL NEF (D1)	ChAd (V2, D1)	106	512	38	4241	866	H4C1,NKG7,PDGFD,PTGDR,SH2D1B,SIT1,TRDC,TRGV9,AIM2,APOL1,AXL,BATF2,BST2,C1QB,C1QC,C2,CASP1,CCL2,CCL8,CCR1,CD274,CDC42EP2,CEACAM1,CFB,CLEC6A,CXCL10,CXCL11,RIGI,DDX60,DHX58,DTX3L,EIF2AK2,FFAR2,FGL2,GBP1,GBP2,GBP4,GBP5,GCH1,HERC5,HSH2D,IDO1,IFI16,IFI27,IFI30,IFI35,IFI44,IFI44L,IFI6,IFIH1,IFIT1,IFIT2,IFIT3,IFIT5,IFITM1,IFITM3,IL1RN,IL27,IRF7,IRF9,ISG15,ISG20,LAMP3,LGALS9,MARCO,MX1,MX2,NBN,NMI,NUB1,OAS1,OAS2,OAS3,OASL,PARP14,PARP9,PDCD1LG2,PLSCR1,PML,RHBDF2,RNF213,RNF31,RSAD2,SAMD9,SERPING1,SHFL,SLAMF8,SOCS1,SP100,STAT1,STAT2,TAP1,TAP2,TLR7,TNFAIP6,TNFSF10,TNFSF13B,TRAFD1,TRIM21,TRIM22,TRIM38,TRIM5,UNC93B1,USP18,WDFY1,ZBP1	2.5	12.24	1.3098454132095e-27	8.2939637288483e-28
3239	HIV-1 GAG-POL NEF (D1)	ChAd (V2, D3)	1	617	10	4241	47	CFD	0.02	2.13	4.49611305633832e-21	2.24598712810184e-21
3241	HIV-1 GAG-POL NEF (D1)	ChAd-BNT (V2, D3)	92	526	90	4241	1209	BMI1,CXCR4,AIM2,APOL1,AXL,BATF2,BST2,C1QB,C1QC,C2,CCL2,CCL8,CD274,CD38,CDKN1A,CFB,CFD,CLEC6A,CTSL,CXCL10,CXCL11,CYBA,CYBB,DDX60,DHX58,DTX3L,DYSF,EIF2AK2,EPHB2,FGL2,FPR3,GBP1,GBP2,GBP4,GBP5,GCH1,GCNT1,GSDMD,HERC5,IDO1,IFI16,IFI27,IFI35,IFI44,IFI44L,IFI6,IFIH1,IFIT1,IFIT2,IFIT3,IFITM3,IL1RN,IL27,IL4I1,IRF7,ISG15,JAK2,LAMP3,MARCO,MEFV,MX1,MX2,NLRP3,NMI,OAS1,OAS2,OAS3,OASL,P2RX7,PARP14,PARP9,PDCD1LG2,PLSCR1,RNF213,RSAD2,SCIMP,SECTM1,SERPING1,SLAMF8,STAT1,STAT2,TAP1,TLR7,TMEM106A,TNFSF10,TNFSF13B,TRIM22,TRIM25,TRIM5,TRPV4,USP18,ZBP1	2.17	7.61	6.16986927981538e-63	1.3487503545918899e-62
3242	HIV-1 GAG-POL NEF (D1)	ChAd-BNT (V2, D7)	29	589	88	4241	798	ADM,BATF2,CCL2,CCL3,CCL8,CCR1,CCRL2,CD38,CDC42EP2,CEACAM3,CEBPB,CXCL10,CXCL11,FFAR2,FPR1,FPR2,HCAR2,ICAM1,IFIT1,IFIT2,IFIT3,IL1RN,MAFB,MIR21,P2RY12,RSAD2,SERPING1,SNCA,TNFAIP6	0.68	3.63	2.60625597866304e-87	1.23585310820331e-86
3243	HIV-1 GAG-POL NEF (D1)	ChAd-BNT (V3, D1)	161	457	83	4241	1626	AQP3,CD247,CD7,CTSW,GNLY,H2BC7,H4C13,H4C5,HLA-DQA1,IL2RB,KLRB1,KLRD1,NCR1,NKG7,PDGFD,PRDX2,PTGDR,SH2D1B,TRAV14DV4,TRAV38-2DV8,TRAV8-2,TRBV6-4,TRBV6-5,TRGV8,ADAR,AIM2,ALPK1,APOL1,ATP1B1,BATF2,BATF3,BST2,C1QB,C1QC,C2,C3AR1,CASP1,CASP4,CCL2,CCL3,CCL8,CD274,CD40,CDKN1A,CEACAM1,CFB,CLEC4D,CLEC6A,CXCL10,CXCL11,RIGI,DDX60,DHX58,DTX3L,EIF2AK2,EPHB2,FAS,FGL2,FPR3,GAS6,GBP1,GBP2,GBP4,GBP5,GCH1,HERC5,HLA-DMA,HLA-DMB,HLA-DPA1,HLA-DRA,HLA-DRB1,ICAM1,IDO1,IFI16,IFI30,IFI35,IFI44,IFI44L,IFI6,IFIH1,IFIT1,IFIT2,IFIT3,IFIT5,IFITM1,IFITM3,IGLV4-69,IL15,IL1RN,IL27,IL4I1,IRF1,IRF7,IRF9,ISG15,ISG20,JAK2,KYNU,LAMP3,LGALS9B,LILRB1,LILRB4,MAFB,MARCO,MICB,MX1,MX2,NBN,NMI,NUB1,OAS1,OAS2,OAS3,OASL,P2RX7,PARP14,PARP9,PDCD1LG2,PIK3AP1,PLA2G7,PLSCR1,PML,POLB,PSMB9,RAB20,RHBDF2,RIPK2,RNF213,RNF31,RSAD2,SAMD9,SCIMP,SECTM1,SERPING1,SLAMF7,SLAMF8,SOCS1,SP100,STAT1,STAT2,TAP1,TAP2,TASL,TIFA,TLR7,TMEM106A,TNFAIP6,TNFSF10,TNFSF13B,TRAFD1,TRIB1,TRIM21,TRIM22,TRIM25,TRIM38,TRIM5,TRPV4,USP18,WDFY1,ZBP1,ZNFX1	3.8	9.9	1.8601427251397294e-43	1.9358650112263997e-43
3244	HIV-1 GAG-POL NEF (D1)	I (D10, moderate)	212	406	272	4241	3175	BCL11B,BCL2,CAMK4,CARD11,CCL5,CCR4,CCR6,CCR7,CD1C,CD2,CD200R1,CD247,CD248,CD28,CD3D,CD3E,CD3G,CD40LG,CD5,CD6,CD7,CD8A,CD8B,CD96,CNR2,CRTAM,CST7,CTSF,CTSW,CXCR5,DPP4,EOMES,ETS1,FCER1A,FCRL3,FLNB,GCSAM,GCNT4,GNLY,GPR171,GPR174,HLA-DOA,HLA-DQA1,IL18RAP,IL2RB,IL32,IL7R,ITK,ITM2A,KLRC2,KLRG1,KLRK1,LAT,LCK,LEF1,LTB,LY9,MFHAS1,MID2,NFATC2,NKG7,NLRC3,NR1D1,PLCG1,PRKCH,PYHIN1,RASGRP1,RNF125,RORA,RPL22,S1PR1,SH2D1A,SIRPG,SIT1,SKAP1,TCF7,TESPA1,TGFBR3,THEMIS,TIGIT,TLR10,TOX,TRAT1,TRIM32,UBASH3A,VNN1,ZAP70,ZBTB16,ADAM17,ADAM9,ADM,AIM2,AKIRIN2,ALAS1,ALPK1,AZI2,BATF2,BCL6,BST1,C1QB,C1QC,C2,C3AR1,CASP1,CCRL2,CD274,CD38,CDC42EP2,CEACAM1,CFB,CLEC4D,CLEC5A,CLEC6A,CSF1R,CTSL,CXCL10,CXCL11,CYSLTR2,DDX60,DTX3L,EIF2AK2,EPHB2,FCAR,FCER1G,GBP1,GBP2,GCH1,GCNT1,HERC5,HHEX,HP,ICAM1,IFI16,IFI27,IFI30,IFI35,IFI44,IFI44L,IFI6,IFIH1,IFIT1,IFIT2,IFIT3,IFIT5,IFITM1,IFNGR2,IL10,IL15,IL1RN,ISG15,JAK2,LAMP3,LDLR,LGALS9B,LILRA5,LILRA6,LILRB4,LTF,MARCO,MERTK,MILR1,MIR221,MMP8,MX1,NAIP,NBN,NFIL3,NLRC4,NMI,NOD2,OAS1,OAS2,OAS3,OASL,P2RY12,PARP14,PARP9,PDCD1LG2,PELI1,PIK3AP1,PLA2G7,PLSCR1,PML,PRKCE,RAB20,RBM47,RNASE2,RNF135,RSAD2,S100A9,SAMD9,SERPING1,SLC15A4,SNX27,SP100,STAT2,TAP1,TBK1,TIFA,TLR2,TLR4,TNFAIP6,TNFSF10,TNFSF13B,TRAFD1,TRIB1,TRIM22,TRIM25,TRPV4,USP15,USP18,ZBP1	5	6.68	3.3875285366172495e-94	2.1257800511883e-93
3245	HIV-1 GAG-POL NEF (D1)	I (D10, severe)	181	437	354	4241	3665	AQP3,BCL11B,CAMK4,CASP6,CCR4,CCR6,CCR7,CD1C,CD2,CD200R1,CD244,CD248,CD27,CD28,CD3D,CD3E,CD3G,CD40LG,CD5,CD6,CD79B,CD96,CDK6,CRTAM,CST7,CXCR4,DPP4,ETS1,FCER1A,FLNB,GCSAM,GCNT4,GPR171,GPR174,HLA-DOA,HLA-DQA1,IGF1R,IL18RAP,IL2RB,IL32,IL7R,ITGA6,ITK,KLRG1,LAT,LCK,LEF1,LTB,LY9,MFHAS1,NCK2,NR1D1,PLCG1,PRDX2,PRKCA,PRKDC,RASGRP1,RPL22,RPS6KA3,S1PR1,SIRPG,SIT1,TCF7,TESPA1,THEMIS,TIGIT,TLR10,TRAT1,TRIM32,UBASH3A,VNN1,ZAP70,ZBTB16,ZFP36L2,ADAM17,ADAM9,ADGRE2,AIM2,AKIRIN2,ALOX5,ALPK1,ATP1B1,AZI2,BCL6,BST1,C3AR1,CCL2,CCR1,CCR2,CD300C,CD300LB,CD36,CD40,CD86,CDC42EP2,CEBPB,CFD,CLEC4D,CLEC7A,CSF1R,CXCL16,CYSLTR2,DYSF,EIF2AK2,EXT1,FCAR,FCER1G,FPR1,FPR3,GAS6,GBP4,GTPBP1,HLA-DMA,HLA-DMB,HLA-DPA1,HLA-DRA,HLA-DRB1,HP,HRH2,IDO1,IFI16,IFI27,IFITM1,IFITM2,IFNGR2,IL10,IL4I1,JAK2,LAT2,LILRA5,LILRA6,LILRB1,LILRB3,LRRK2,LTF,LYN,MERTK,MIR223,MMP8,MYD88,NAIP,NCF2,NFIL3,NLRP3,NR1H2,OASL,PARP9,PELI1,PLA2G7,PLSCR1,PRKCD,PRKCE,RAB20,RBM47,RNASET2,RNF135,S100A9,SEMA4A,SIRPB1,SKAP2,SLAMF7,SLC11A1,SLC15A4,SNX27,SP100,SRC,STAT3,STXBP2,TANK,TBK1,THEMIS2,TLR2,TLR7,TMEM229B,TNFAIP6,TRIB1,TRIM22,TRIM25,USP15,XKR8,ZBP1	4.27	4.94	9.9847434524258e-129	3.0717401627412698e-127
3246	HIV-1 GAG-POL NEF (D1)	I (D26, moderate)	118	500	197	4241	2016	AQP3,BACH2,BMI1,CAMK4,CARD11,CCR6,CCR7,CD2,CD247,CD248,CD27,CD28,CD3D,CD3E,CD3G,CD40LG,CD5,CD6,CD7,CD8A,CD8B,CD96,CRTAM,CST7,CTSF,CTSW,CXCR5,EOMES,ETS1,FCER1A,FCRL3,FLNB,GCSAM,GCNT4,GPR174,HLA-DOA,HLA-DQA1,IL18RAP,IL23A,IL2RB,IL7R,KLRC2,KLRG1,KLRK1,LAT,LAX1,LCK,LEF1,LTB,LY9,MID2,NFATC2,NLRC3,NR1D1,PLCG1,PRKCH,PYHIN1,RASGRP1,RORA,S1PR1,SH2D1A,SIRPG,SIT1,SKAP1,TCF7,TESPA1,TGFBR3,THEMIS,TIGIT,TOX,TRAT1,TRIM32,TXK,UBASH3A,VNN1,ZAP70,ZBTB16,ADAM9,AKIRIN2,ALOX5,BCL6,BST1,CD36,CLEC4D,CLEC5A,CLEC6A,EPHB2,EXT1,FCAR,FCER1G,GBP4,HP,HRH2,IFITM2,IL10,LILRA5,LILRA6,LOXL3,LTF,MAFB,MARCO,MERTK,MILR1,MIR223,MMP8,NAIP,NFIL3,NLRC4,PELI1,RNASE2,S100A9,SEMA4A,SIRPB1,SLC11A1,SNCA,TLR2,TRIB1,TRIM25	2.78	5.85	7.5184118732889695e-106	7.96912381367321e-105
