Source,Target,Type,Id,Label,Weight
PYCARD,MVA85A (D2),Undirected,7214,,1
PTPN2,B CELLS,Undirected,7215,,1
FLUMIST (D3),CLPTM1,Undirected,7216,,1
OAS1,Immune system,Undirected,7217,,2
MATCAP1,"ChAd (V2, D1)",Undirected,7218,,1
INNATE IMMUNE SYSTEM,AXL,Undirected,7219,,1
STAMARIL (D3),SLC2A6,Undirected,7220,,1
Reg. of BP,NLRP9,Undirected,7221,,1
RMI2,"BNT (V3, D1)",Undirected,7222,,1
TRAV14DV4,Immune system,Undirected,7223,,1
TLR10,INNATE IMMUNE SYSTEM,Undirected,7224,,1
"ChAd-BNT (V3, D1)",AQP3,Undirected,7225,,1
CD27,B CELLS,Undirected,7226,,1
SDC3,"ChAd (V1, D3)",Undirected,7227,,1
STAC3,"ChAd-BNT (V2, D3)",Undirected,7228,,1
Reg. of BP,CR1L,Undirected,7229,,1
FLUARIX FLUVIRIN (D3),CAMSAP1,Undirected,7230,,1
FLUMIST (D3),CCDC186,Undirected,7231,,1
"ZF2001 (V3, D07)",NR5A1,Undirected,7232,,1
WETVAX (D5-7),CALCOCO2,Undirected,7233,,1
"ZF2001 (V3, D07)",NR5A2,Undirected,7234,,1
STAMARIL (D7),HLA-DRB4,Undirected,7235,,1
"ZF2001 (V3, D07)",CADPS2,Undirected,7236,,1
MONOV INFLUENZA A (D1),ANXA3,Undirected,7237,,1
TICAM1,Immune system,Undirected,7238,,2
MYH9,Cellular,Undirected,7239,,1
MONOV INFLUENZA A (D1),ANXA9,Undirected,7240,,1
TNFAIP3,"ChAd-BNT (V3, D1)",Undirected,7241,,1
STAMARIL (D10),REC8,Undirected,7242,,1
MAST CELL,ADORA2B,Undirected,7243,,1
"ZF2001 (V3, D07)",A1CF,Undirected,7244,,1
FLUMIST (D3),CSK,Undirected,7245,,1
FSCN3,BNT-I (D1),Undirected,7246,,1
HTRA1,"ChAd-BNT (V2, D3)",Undirected,7247,,1
TNNC1,MONOV INFLUENZA A (D1),Undirected,7248,,1
TLR7,"ChAd-BNT (V3, D1)",Undirected,7249,,1
SSPOP,"ChAd-BNT (V3, D1)",Undirected,7250,,1
NTN4,"ChAd (V2, D3)",Undirected,7251,,1
"ZF2001 (V3, D07)",SCN3B,Undirected,7252,,1
EDA2R,"BNT-MO (V3, D1)",Undirected,7253,,1
Metabolism,F11R,Undirected,7254,,2
SMPDL3B,Metabolism,Undirected,7255,,1
HIPK1,FLUMIST (D3),Undirected,7256,,1
Metabolism,CARD9,Undirected,7257,,2
PGBD5,"ChAd-BNT (V3, D1)",Undirected,7258,,1
Metabolism,CARD8,Undirected,7259,,1
STX8,Reg. of BP,Undirected,7260,,1
MAFB,Immune system,Undirected,7261,,2
SCPEP1,FLUMIST (D3),Undirected,7262,,1
EGR3,"ChAd-BNT (V2, D7)",Undirected,7263,,1
WETVAX (D5-7),FPR2,Undirected,7264,,1
CHST3,CELLULAR ADAPTIVE IMMUNE SYSTEM,Undirected,7265,,1
WETVAX (D5-7),FPR1,Undirected,7266,,1
SHANK1,MONOV INFLUENZA A (D1),Undirected,7267,,1
OR2B6,"ChAd-BNT (V2, D3)",Undirected,7268,,1
MONOV INFLUENZA A (D3),HERC6,Undirected,7269,,1
FASLG,"ChAd-BNT (V3, D1)",Undirected,7270,,1
SNCA,Metabolism,Undirected,7271,,2
Immune system,IGLV2-23,Undirected,7272,,1
ZNF215,"ChAd (V1, D3)",Undirected,7273,,1
NOTCH3,MONOV INFLUENZA A (D1),Undirected,7274,,1
IQSEC2,INFLUENZA (D1),Undirected,7275,,1
MIR1271,"ChAd (V1, D3)",Undirected,7276,,1
Metabolism,DLL1,Undirected,7277,,2
Metabolism,DLL4,Undirected,7278,,1
STAMARIL (D3),ICAM3,Undirected,7279,,1
PQBP1,INNATE IMMUNE SYSTEM,Undirected,7280,,1
"ZF2001 (V3, D07)",SCN2A,Undirected,7281,,1
INFLUENZA (D1),DDX60,Undirected,7282,,1
FZD1,FLUARIX FLUVIRIN (D3),Undirected,7283,,1
TPI1,FLUARIX FLUVIRIN (D3),Undirected,7284,,1
Immune system,DCST1,Undirected,7285,,2
NOD2,FLUARIX FLUVIRIN (D3),Undirected,7286,,1
IFNA8,ANTIVIRAL AND INTERFERON,Undirected,7287,,1
"ZF2001 (V3, D07)",SCN2B,Undirected,7288,,1
ZC3H12A,FLUARIX FLUVIRIN (D3),Undirected,7289,,1
IFT80,FLUMIST (D3),Undirected,7290,,1
MONOV INFLUENZA A (D3),HERC5,Undirected,7291,,1
Immune system,ITGA7,Undirected,7292,,1
Immune system,IGLV2-11,Undirected,7293,,2
TP53TG5,HPV-VLP (M2),Undirected,7294,,1
Immune system,ITGA6,Undirected,7295,,2
TRPM4,Immune system,Undirected,7296,,2
MOBP,"ChAd (V1, D3)",Undirected,7297,,1
Immune system,IGLV2-14,Undirected,7298,,1
SGCD,FLUARIX FLUVIRIN (D3),Undirected,7299,,1
Immune system,ITGA9,Undirected,7300,,2
SLC11A1,HPV-VLP (M2),Undirected,7301,,1
LFNG,FLUARIX FLUVIRIN (D3),Undirected,7302,,1
PAK2,Immune system,Undirected,7303,,2
Immune system,IGLV2-18,Undirected,7304,,2
FLUMIST (D3),ELL2,Undirected,7305,,1
STAT3,Cellular,Undirected,7306,,2
IFI30,Cellular,Undirected,7307,,2
EPX,EOSINOPHIL,Undirected,7308,,1
HNRNPAB,FLUARIX FLUVIRIN (D3),Undirected,7309,,1
TICRR,MONOV INFLUENZA A (D3),Undirected,7310,,1
OTHER,LTB,Undirected,7311,,1
Immune system,BCL2,Undirected,7312,,2
Immune system,ITGAL,Undirected,7313,,2
NFKBIA,Cellular,Undirected,7314,,2
Immune system,BCL6,Undirected,7315,,2
FLUMIST (D3),EIF3A,Undirected,7316,,1
Immune system,ITGB1,Undirected,7317,,2
Immune system,ITGAM,Undirected,7318,,2
NLRP3,INNATE IMMUNE SYSTEM,Undirected,7319,,1
Immune system,BCL3,Undirected,7320,,2
FLUARIX FLUVIRIN (D3),COX11,Undirected,7321,,1
LCP1,CELLULAR ADAPTIVE IMMUNE SYSTEM,Undirected,7322,,1
MACROPHAGES,CSF1,Undirected,7323,,1
IFITM3,Cellular,Undirected,7324,,2
Immune system,ITGB2,Undirected,7325,,2
FLUARIX FLUVIRIN (D3),COX15,Undirected,7326,,1
WETVAX (D5-7),MDC1,Undirected,7327,,1
Reg. of BP,DTX1,Undirected,7328,,1
MACROPHAGES,CSF2,Undirected,7329,,1
P2RY14,"ChAd-BNT (V3, D1)",Undirected,7330,,1
FBXO6,"BNT-MO (V3, D1)",Undirected,7331,,1
RIPK3,Immune system,Undirected,7332,,1
"ZF2001 (V3, D07)",TMEM108,Undirected,7333,,1
ZNF594,BNT-I (D1),Undirected,7334,,1
MYD88,Interspecies interaction,Undirected,7335,,1
SOX6,FLUARIX FLUVIRIN (D3),Undirected,7336,,1
TRIM56,Reg. of BP,Undirected,7337,,1
Interspecies interaction,BST2,Undirected,7338,,2
TAP2,"ChAd-BNT (V3, D1)",Undirected,7339,,1
"ChAd-BNT (V2, D3)",COL11A2,Undirected,7340,,1
Interspecies interaction,CDC42,Undirected,7341,,2
XCL2,Cellular,Undirected,7342,,2
PANDEMRIX (D7),MANF,Undirected,7343,,1
"ChAd-BNT (V2, D7)",CDK1,Undirected,7344,,1
INNATE IMMUNE SYSTEM,HDAC4,Undirected,7345,,1
SIPA1,Cellular,Undirected,7346,,1
STAT3,LVS F TULARENSIS (H48),Undirected,7347,,1
Immune system,ITGA3,Undirected,7348,,1
Immune system,ITGA4,Undirected,7349,,1
ITK,CELLULAR ADAPTIVE IMMUNE SYSTEM,Undirected,7350,,1
FLUMIST (D3),EIF4E,Undirected,7351,,1
SFTPD,"ChAd (V1, D7)",Undirected,7352,,1
WDR1,Cellular,Undirected,7353,,2
EPS8,Cellular,Undirected,7354,,2
STAMARIL (D3),RPS6KA5,Undirected,7355,,1
CARD11,ADAPTIVE IMMUNE SYSTEM,Undirected,7356,,1
BNT-I (D1),ABCC6,Undirected,7357,,1
LVS F TULARENSIS (H336),CARD14,Undirected,7358,,1
UROC1,"ChAd (V1, D3)",Undirected,7359,,1
TLR7,INNATE IMMUNE SYSTEM,Undirected,7360,,1
GRIN2C,"ChAd-BNT (V3, D1)",Undirected,7361,,1
YF VAX (ANY),NHLH2,Undirected,7362,,1
BNT-I (D1),ABCC2,Undirected,7363,,1
LVS F TULARENSIS (H336),CARD10,Undirected,7364,,1
WFDC11,Interspecies interaction,Undirected,7365,,1
"ZF2001 (V3, D07)",SCN7A,Undirected,7366,,1
Reg. of BP,CIITA,Undirected,7367,,2
GPR18,BNT-I (D1),Undirected,7368,,1
FLUARIX FLUVIRIN (D3),CYTIP,Undirected,7369,,1
MX1,"BNT (V3, D1)",Undirected,7370,,1
ZNF215,"ChAd (V1, D7)",Undirected,7371,,1
"ZF2001 (V3, D07)",CKMT1B,Undirected,7372,,1
"ZF2001 (V3, D07)",CKMT1A,Undirected,7373,,1
Metabolism,FCER2,Undirected,7374,,2
MAPKAPK3,LVS F TULARENSIS (H336),Undirected,7375,,1
GNLY,"ChAd-BNT (V3, D1)",Undirected,7376,,1
INNATE IMMUNE SYSTEM,IL23A,Undirected,7377,,1
DDX60,"ChAd-BNT (V3, D1)",Undirected,7378,,1
Immune system,GTPBP1,Undirected,7379,,2
YF17D (D3),IFI6,Undirected,7380,,1
STAMARIL (D7),PPBP,Undirected,7381,,1
INNATE IMMUNE SYSTEM,IL21R,Undirected,7382,,1
SFRP1,"ChAd (V2, D1)",Undirected,7383,,1
SEC62,FLUARIX FLUVIRIN (D3),Undirected,7384,,1
"ZF2001 (V3, D07)",DDHD1,Undirected,7385,,1
LY6E,"BNT (V3, D1)",Undirected,7386,,1
RUFY4,"ChAd (V1, D3)",Undirected,7387,,1
FLUMIST (D3),ELK4,Undirected,7388,,1
FLUMIST (D3),CDC42,Undirected,7389,,1
PIK3CG,Immune system,Undirected,7390,,1
LIMS1,FLUMIST (D3),Undirected,7391,,1
RSAD2,MONOV INFLUENZA A (D3),Undirected,7392,,1
FRMD3,"ChAd-BNT (V3, D1)",Undirected,7393,,1
Interspecies interaction,IGHM,Undirected,7394,,2
Reg. of BP,NECTIN1,Undirected,7395,,1
TAF11,FLUARIX FLUVIRIN (D3),Undirected,7396,,1
IFNA14,Cellular,Undirected,7397,,2
FN1,"ChAd-BNT (V3, D1)",Undirected,7398,,1
"ZF2001 (V3, D07)",ANXA8,Undirected,7399,,1
INNATE IMMUNE SYSTEM,APP,Undirected,7400,,1
"ZF2001 (V3, D07)",PTPRD,Undirected,7401,,1
FLUMIST (D3),ATP11B,Undirected,7402,,1
Interspecies interaction,DEFB105A,Undirected,7403,,1
KDM6A,FLUMIST (D3),Undirected,7404,,1
"ZF2001 (V3, D07)",PTPRG,Undirected,7405,,1
"ZF2001 (V3, D28)",MYADM,Undirected,7406,,1
EPB41L1,"ChAd-BNT (V3, D1)",Undirected,7407,,1
FLUMIST (D3),CDC73,Undirected,7408,,1
ZAP70,Metabolism,Undirected,7409,,2
IL6ST,HPV-VLP (M2),Undirected,7410,,1
NFATC4,"BNT (V2, D1)",Undirected,7411,,1
"ChAd (V1, D3)",ALOX15,Undirected,7412,,1
HBG2,"ChAd (V1, D3)",Undirected,7413,,1
CDC42,ANTIVIRAL AND INTERFERON,Undirected,7414,,1
PRR7,BNT-I (D1),Undirected,7415,,1
"ZF2001 (V3, D07)",PTPRU,Undirected,7416,,1
MONOV INFLUENZA A (D28),LRRK1,Undirected,7417,,1
SH2B2,Cellular,Undirected,7418,,1
TESPA1,Immune system,Undirected,7419,,2
IDO1,CELLULAR ADAPTIVE IMMUNE SYSTEM,Undirected,7420,,1
PANDEMRIX (D7),MAP4K1,Undirected,7421,,1
MONOV INFLUENZA A (D3),GRAMD1B,Undirected,7422,,1
FLUMIST (D3),ATP10D,Undirected,7423,,1
SFPQ,Reg. of BP,Undirected,7424,,1
SLC7A7,FLUARIX FLUVIRIN (D3),Undirected,7425,,1
MGLL,FLUARIX FLUVIRIN (D3),Undirected,7426,,1
"ZF2001 (V3, D07)",SAGE1,Undirected,7427,,1
Immune system,AZGP1,Undirected,7428,,1
IFNA2,CELLULAR ADAPTIVE IMMUNE SYSTEM,Undirected,7429,,1
USP35,BNT-I (D1),Undirected,7430,,1
MR1,Immune system,Undirected,7431,,2
LVS F TULARENSIS (H48),GSPT1,Undirected,7432,,1
INNATE IMMUNE SYSTEM,B2M,Undirected,7433,,1
YF VAX (ANY),COL6A2,Undirected,7434,,1
MERTK,HIV-1 GAG-POL NEF (D3),Undirected,7435,,1
PSMB8,INNATE IMMUNE SYSTEM,Undirected,7436,,1
TIMM10,"ChAd (V2, D1)",Undirected,7437,,1
"ZF2001 (V3, D07)",LMAN1L,Undirected,7438,,1
TCIRG1,IMMUNOGLOBULIN MEDIATED IMMUNE RESPONSE,Undirected,7439,,1
FLUMIST (D3),DNAJA1,Undirected,7440,,1
Cellular,CHUK,Undirected,7441,,2
TLR2,HIV-1 GAG-POL NEF (D3),Undirected,7442,,1
TRIM38,Reg. of BP,Undirected,7443,,2
FLUARIX FLUVIRIN (D3),CLEC12B,Undirected,7444,,1
HIV-1 GAG-POL NEF (D3),DDX60,Undirected,7445,,1
FLUARIX FLUVIRIN (D3),CLEC12A,Undirected,7446,,1
NECAP1,BNT-I (D1),Undirected,7447,,1
YF VAX (ANY),RPL13,Undirected,7448,,1
IGF2BP3,"ChAd (V1, D3)",Undirected,7449,,1
TMEM150B,INFLUENZA (D1),Undirected,7450,,1
Reg. of BP,AKT1,Undirected,7451,,1
Cellular,CERT1,Undirected,7452,,1
STAMARIL (D10),ACOT7,Undirected,7453,,1
HPV-VLP (M2),GRPR,Undirected,7454,,1
STAMARIL (D10),ACOT9,Undirected,7455,,1
FGF13,BNT-I (D3),Undirected,7456,,1
NAAA,FLUMIST (D3),Undirected,7457,,1
LAMP3,"ChAd (V2, D1)",Undirected,7458,,1
"ZF2001 (V3, D14)",PZP,Undirected,7459,,1
PRR7,BNT-I (D3),Undirected,7460,,1
"ZF2001 (V3, D07)",INHBA,Undirected,7461,,1
"ZF2001 (V3, D07)",NKX2-4,Undirected,7462,,1
TSPAN13,BNT-I (D1),Undirected,7463,,1
"ZF2001 (V3, D07)",RBPMS,Undirected,7464,,1
ENPP2,Cellular,Undirected,7465,,2
SDHC,FLUARIX FLUVIRIN (D3),Undirected,7466,,1
"ZF2001 (V3, D07)",NKX2-3,Undirected,7467,,1
RNASE6,Cellular,Undirected,7468,,2
ANXA1,ADAPTIVE IMMUNE SYSTEM,Undirected,7469,,1
LCK,Interspecies interaction,Undirected,7470,,2
LARP4B,FLUMIST (D3),Undirected,7471,,1
SCARNA5,"ChAd (V2, D1)",Undirected,7472,,1
STAMARIL (D10),IL15,Undirected,7473,,1
Interspecies interaction,IFNGR2,Undirected,7474,,2
"ZF2001 (V3, D07)",GCM2,Undirected,7475,,1
"ZF2001 (V3, D07)",GCM1,Undirected,7476,,1
RTN3,HPV-VLP (M2),Undirected,7477,,1
OTOF,"ChAd (V2, D1)",Undirected,7478,,1
RPS6KA3,Metabolism,Undirected,7479,,2
SRPX,HPV-VLP (M2),Undirected,7480,,1
HPV-VLP (M2),HP1BP3,Undirected,7481,,1
ZBTB1,Reg. of BP,Undirected,7482,,2
ZBTB43,BNT-I (D1),Undirected,7483,,1
NMD3,HPV-VLP (M2),Undirected,7484,,1
RAI14,BNT-I (D4),Undirected,7485,,1
"ChAd (V1, D3)",C1QA,Undirected,7486,,1
Metabolism,DLG1,Undirected,7487,,2
WETVAX (D5-7),SOX10,Undirected,7488,,1
"ChAd (V1, D3)",CST3,Undirected,7489,,1
Interspecies interaction,IFNGR1,Undirected,7490,,2
OLR1,"BNT (V3, D1)",Undirected,7491,,1
NBN,"BNT-MO (V3, D1)",Undirected,7492,,1
TRIM10,"ChAd-BNT (V2, D7)",Undirected,7493,,1
Immune system,CITED2,Undirected,7494,,1
MYOF,MONOV INFLUENZA A (D28),Undirected,7495,,1
LRRC19,INNATE IMMUNE SYSTEM,Undirected,7496,,1
EP300,ARPP,Undirected,7497,,1
STAMARIL (D7),ADAR,Undirected,7498,,1
"ZF2001 (V3, D07)",SCN1A,Undirected,7499,,1
PRKCD,B CELLS,Undirected,7500,,1
SNAI1,MONOV INFLUENZA A (D1),Undirected,7501,,1
PTPRN2,BNT-I (D3),Undirected,7502,,1
Reg. of BP,ITFG2,Undirected,7503,,1
NFKBIA,HUMORAL ADAPTIVE IMMUNE SYSTEM,Undirected,7504,,1
IMPA2,HPV-VLP (M2),Undirected,7505,,1
IFI27,Cellular,Undirected,7506,,2
Immune system,CASP1,Undirected,7507,,1
RC3H1,Cellular,Undirected,7508,,1
OTHER,FCGR2A,Undirected,7509,,1
RAI14,BNT-I (D3),Undirected,7510,,1
"ChAd-BNT (V2, D7)",CDC6,Undirected,7511,,1
OTHER,FCGR2C,Undirected,7512,,1
Immune system,CASP8,Undirected,7513,,1
Immune system,EIF2B1,Undirected,7514,,1
TAMM41,BNT-I (D1),Undirected,7515,,1
STAMARIL (D3),DPYSL2,Undirected,7516,,1
"ZF2001 (V3, D07)",TMEM182,Undirected,7517,,1
Immune system,CASP4,Undirected,7518,,2
Cellular,ABL1,Undirected,7519,,1
Immune system,CASP3,Undirected,7520,,1
MONOV INFLUENZA A (D1),LMTK2,Undirected,7521,,1
Immune system,CASP6,Undirected,7522,,2
TLR1,Reg. of BP,Undirected,7523,,2
LVS F TULARENSIS (H48),IL18,Undirected,7524,,1
PSMC2,FLUARIX FLUVIRIN (D3),Undirected,7525,,1
NFKBIZ,BNT-I (D1),Undirected,7526,,1
RIPK2,CELLULAR ADAPTIVE IMMUNE SYSTEM,Undirected,7527,,1
Immune system,EIF2B4,Undirected,7528,,1
STAMARIL (D7),ADA2,Undirected,7529,,1
Immune system,EIF2B3,Undirected,7530,,2
ZFPM1,Metabolism,Undirected,7531,,2
Immune system,EIF2B2,Undirected,7532,,1
"ChAd (V1, D3)",C1QC,Undirected,7533,,1
SNORD117,BNT-I (D1),Undirected,7534,,1
"ChAd (V1, D3)",C1QB,Undirected,7535,,1
IPO7,FLUARIX FLUVIRIN (D3),Undirected,7536,,1
FLUMIST (D3),DIS3,Undirected,7537,,1
PSD2,"BNT-MO (V3, D1)",Undirected,7538,,1
MOV10,"ChAd-BNT (V3, D1)",Undirected,7539,,1
FLUARIX FLUVIRIN (D3),CAPG,Undirected,7540,,1
GRIN3A,"ChAd-BNT (V3, D1)",Undirected,7541,,1
HDAC4,B CELLS,Undirected,7542,,1
NOL10,MONOV INFLUENZA A (D1),Undirected,7543,,1
WNT4,Immune system,Undirected,7544,,1
ULBP1,NK CELL,Undirected,7545,,1
EXOC3L1,"ChAd (V1, D3)",Undirected,7546,,1
DPYS,"ChAd-BNT (V2, D7)",Undirected,7547,,1
FLUARIX FLUVIRIN (D3),C21orf91,Undirected,7548,,1
TRBV7-3,Immune system,Undirected,7549,,1
S1PR4,Immune system,Undirected,7550,,2
RXFP4,"ChAd-BNT (V2, D3)",Undirected,7551,,1
"ZF2001 (V3, D07)",CCL14,Undirected,7552,,1
SEMA7A,Metabolism,Undirected,7553,,1
KHDRBS1,CELLULAR ADAPTIVE IMMUNE SYSTEM,Undirected,7554,,1
SNAI1,"BNT-MO (V3, D1)",Undirected,7555,,1
WNT4,HUMORAL ADAPTIVE IMMUNE SYSTEM,Undirected,7556,,1
RAB10,Immune system,Undirected,7557,,1
TNFRSF13B,Cellular,Undirected,7558,,1
"ZF2001 (V3, D07)",AGBL1,Undirected,7559,,1
OR2B6,"ChAd-BNT (V2, D7)",Undirected,7560,,1
NRROS,Cellular,Undirected,7561,,2
JMJD6,CELLULAR ADAPTIVE IMMUNE SYSTEM,Undirected,7562,,1
"ZF2001 (V3, D07)",AGBL4,Undirected,7563,,1
FLUMIST (D3),CNP,Undirected,7564,,1
STAMARIL (D7),MGAM,Undirected,7565,,1
OSCAR,MONOV INFLUENZA A (D28),Undirected,7566,,1
BNT-I (D1),BET1,Undirected,7567,,1
"ZF2001 (V3, D07)",ASB3,Undirected,7568,,1
"ZF2001 (V3, D07)",CCL20,Undirected,7569,,1
"ZF2001 (V3, D07)",ASB4,Undirected,7570,,1
NFKBIZ,BNT-I (D3),Undirected,7571,,1
MID2,INNATE IMMUNE SYSTEM,Undirected,7572,,1
MONOV INFLUENZA A (D1),IGF2BP3,Undirected,7573,,1
Reg. of BP,EXOSC9,Undirected,7574,,1
HPV-VLP (M2),BLVRB,Undirected,7575,,1
MONOV INFLUENZA A (D3),MDN1,Undirected,7576,,1
H2AC4,"ChAd (V1, D6)",Undirected,7577,,1
POLR3E,FLUMIST (D3),Undirected,7578,,1
Reg. of BP,EXOSC3,Undirected,7579,,1
EREG,"ChAd-BNT (V3, D1)",Undirected,7580,,1
STAMARIL (D7),RHBDF2,Undirected,7581,,1
IFIT3,"ChAd (V1, D3)",Undirected,7582,,1
TUBB6,FLUARIX FLUVIRIN (D3),Undirected,7583,,1
CD1B,ARPP,Undirected,7584,,1
LVS F TULARENSIS (H48),IRAK1,Undirected,7585,,1
LVS F TULARENSIS (H48),IRAK2,Undirected,7586,,1
LVS F TULARENSIS (H48),IRAK3,Undirected,7587,,1
LVS F TULARENSIS (H48),IRAK4,Undirected,7588,,1
SOCS1,"BNT (V3, D1)",Undirected,7589,,1
TRBV12-4,Immune system,Undirected,7590,,1
MONOV INFLUENZA A (D1),LYN,Undirected,7591,,1
NME6,FLUARIX FLUVIRIN (D3),Undirected,7592,,1
Reg. of BP,JAK2,Undirected,7593,,1
USP3,FLUARIX FLUVIRIN (D3),Undirected,7594,,1
Reg. of BP,JAK1,Undirected,7595,,2
LVS F TULARENSIS (H192),LAMP3,Undirected,7596,,1
MONOV INFLUENZA A (D1),LYZ,Undirected,7597,,1
GLUL,BNT-I (D1),Undirected,7598,,1
Reg. of BP,JAK3,Undirected,7599,,2
SLC26A6,Immune system,Undirected,7600,,2
YF VAX (ANY),RPL9,Undirected,7601,,1
FLUARIX FLUVIRIN (D3),ADIPOR2,Undirected,7602,,1
GOLGA4,FLUMIST (D3),Undirected,7603,,1
LYL1,FLUARIX FLUVIRIN (D3),Undirected,7604,,1
ZC3H8,Immune system,Undirected,7605,,1
Immune system,DLL1,Undirected,7606,,2
PMS2,Immune system,Undirected,7607,,2
INNATE IMMUNE SYSTEM,F12,Undirected,7608,,1
"ZF2001 (V3, D07)",DNAI4,Undirected,7609,,1
FLUMIST (D3),CD69,Undirected,7610,,1
STAMARIL (D3),CDK19,Undirected,7611,,1
"ZF2001 (V3, D07)",ATP6V1B1,Undirected,7612,,1
Immune system,DLL4,Undirected,7613,,1
"ZF2001 (V3, D07)",THSD4,Undirected,7614,,1
INNATE IMMUNE SYSTEM,F2R,Undirected,7615,,1
TBX21,Reg. of BP,Undirected,7616,,1
PARP10,"ChAd-BNT (V2, D3)",Undirected,7617,,1
STAMARIL (D7),LAG3,Undirected,7618,,1
CD7,ADAPTIVE IMMUNE SYSTEM,Undirected,7619,,1
"ZF2001 (V3, D07)",MESP2,Undirected,7620,,1
Reg. of BP,EOMES,Undirected,7621,,2
GPR68,"ChAd-BNT (V3, D1)",Undirected,7622,,1
USP50,"ChAd (V1, D3)",Undirected,7623,,1
USP2,"ChAd-BNT (V2, D3)",Undirected,7624,,1
Reg. of BP,LGR4,Undirected,7625,,1
MAP1LC3B,FLUMIST (D3),Undirected,7626,,1
LYZ,Immune system,Undirected,7627,,2
"ZF2001 (V3, D07)",ATP1B4,Undirected,7628,,1
Reg. of BP,GPR174,Undirected,7629,,2
MONOV INFLUENZA A (D1),FFAR2,Undirected,7630,,1
TRIML1,Immune system,Undirected,7631,,1
NUCB2,FLUARIX FLUVIRIN (D3),Undirected,7632,,1
"ZF2001 (V3, D07)",AQP6,Undirected,7633,,1
"ZF2001 (V3, D07)",AQP7,Undirected,7634,,1
INNATE IMMUNE SYSTEM,EPX,Undirected,7635,,1
USF2,HPV-VLP (M2),Undirected,7636,,1
MONOV INFLUENZA A (D3),CENPF,Undirected,7637,,1
GPR84,"BNT (V3, D1)",Undirected,7638,,1
Immune system,EXOSC9,Undirected,7639,,1
MONOV INFLUENZA A (D3),CENPE,Undirected,7640,,1
ZAP70,T CELLS,Undirected,7641,,1
Reg. of BP,GPR183,Undirected,7642,,2
TSC1,Cellular,Undirected,7643,,2
TET2,FLUARIX FLUVIRIN (D3),Undirected,7644,,1
"ChAd (V1, D3)",BCL2L14,Undirected,7645,,1
Immune system,EXOSC3,Undirected,7646,,1
Cellular,CMKLR1,Undirected,7647,,2
FLUMIST (D3),CD44,Undirected,7648,,1
Reg. of BP,JAM3,Undirected,7649,,1
PLA2G2C,BNT-I (D1),Undirected,7650,,1
RBPJ,INNATE IMMUNE SYSTEM,Undirected,7651,,1
TNFRSF1A,HPV-VLP (M2),Undirected,7652,,1
FLUZONE (D7),CXCR4,Undirected,7653,,1
NOTCH2,HUMORAL ADAPTIVE IMMUNE SYSTEM,Undirected,7654,,1
Immune system,F11R,Undirected,7655,,2
STAMARIL (D10),PLVAP,Undirected,7656,,1
INNATE IMMUNE SYSTEM,IL6R,Undirected,7657,,1
Reg. of BP,JAM2,Undirected,7658,,1
DNAAF1,"ChAd-BNT (V2, D3)",Undirected,7659,,1
WETVAX (D5-7),CLIC4,Undirected,7660,,1
SRPK1,INNATE IMMUNE SYSTEM,Undirected,7661,,1
PSME2,"ChAd (V2, D1)",Undirected,7662,,1
STAG1,FLUMIST (D3),Undirected,7663,,1
PARP4,FLUARIX FLUVIRIN (D3),Undirected,7664,,1
XPNPEP2,"BNT-MO (V3, D1)",Undirected,7665,,1
RBX1,ADAPTIVE IMMUNE SYSTEM,Undirected,7666,,1
WDR26,FLUARIX FLUVIRIN (D3),Undirected,7667,,1
SYK,NEUTROPHIL,Undirected,7668,,1
HPV-VLP (M2),DLG4,Undirected,7669,,1
TREML1,Interspecies interaction,Undirected,7670,,2
RFTN1,HUMORAL ADAPTIVE IMMUNE SYSTEM,Undirected,7671,,1
IFI6,"ChAd (V1, D3)",Undirected,7672,,1
MCM6,FLUMIST (D3),Undirected,7673,,1
Reg. of BP,JAML,Undirected,7674,,2
USP14,INNATE IMMUNE SYSTEM,Undirected,7675,,1
"ZF2001 (V3, D07)",COLEC10,Undirected,7676,,1
TXNDC5,STAMARIL (D10),Undirected,7677,,1
STAMARIL (D10),PIP4K2A,Undirected,7678,,1
"ZF2001 (V3, D07)",DEGS2,Undirected,7679,,1
FLUMIST (D3),CD59,Undirected,7680,,1
SLCO5A1,"ChAd (V1, D7)",Undirected,7681,,1
FLUMIST (D3),ADNP2,Undirected,7682,,1
MAPK1,Interspecies interaction,Undirected,7683,,1
Metabolism,GRB2,Undirected,7684,,2
FLUMIST (D3),ANKDD1A,Undirected,7685,,1
CELLULAR ADAPTIVE IMMUNE SYSTEM,BAX,Undirected,7686,,1
ZOSTAVAX (D1),TCAF1,Undirected,7687,,1
Immune system,DLG1,Undirected,7688,,2
ST6GAL1,Cellular,Undirected,7689,,2
WDR48,FLUMIST (D3),Undirected,7690,,1
XCL1,Immune system,Undirected,7691,,2
IKZF3,HUMORAL ADAPTIVE IMMUNE SYSTEM,Undirected,7692,,1
SPON2,Immune system,Undirected,7693,,2
SRPK1,BNT-I (D3),Undirected,7694,,1
PDE4B,BNT-I (D4),Undirected,7695,,1
XCR1,"BNT-MO (V3, D1)",Undirected,7696,,1
T CELLS,MYH9,Undirected,7697,,1
IL18RAP,Cellular,Undirected,7698,,2
TLR5,LVS F TULARENSIS (H336),Undirected,7699,,1
USP2,"ChAd-BNT (V2, D7)",Undirected,7700,,1
