"process","genes","go_term","immune_system","immune_sub_system","gene_set_short","immune_tissue","set_size"
"T CELL MIGRATION","CCL20","GO:0072678","Adaptive","Cellular","Migration, T cell","T cell",9
"T CELL MIGRATION","ITGB7","GO:0072678","Adaptive","Cellular","Migration, T cell","T cell",9
"T CELL PROLIFERATION","PIK3CG","GO:0042098","Adaptive","Cellular","Proliferation, T cell","T cell",26
"T CELL PROLIFERATION","CD28","GO:0042098","Adaptive","Cellular","Proliferation, T cell","T cell",26
"T CELL PROLIFERATION","PSMB10","GO:0042098","Adaptive","Cellular","Proliferation, T cell","T cell",26
"T CELL PROLIFERATION","EFNB1","GO:0042098","Adaptive","Cellular","Proliferation, T cell","T cell",26
"T CELL PROLIFERATION","IL12B","GO:0042098","Adaptive","Cellular","Proliferation, T cell","T cell",26
"T CELL PROLIFERATION","CORO1A","GO:0042098","Adaptive","Cellular","Proliferation, T cell","T cell",26
"T CELL PROLIFERATION","PTPRC","GO:0042098","Adaptive","Cellular","Proliferation, T cell","T cell",26
"T CELL PROLIFERATION","FKBP1B","GO:0042098","Adaptive","Cellular","Proliferation, T cell","T cell",26
"T CELL PROLIFERATION","LIPA","GO:0042098","Adaptive","Cellular","Proliferation, T cell","T cell",26
"T CELL PROLIFERATION","PTPN6","GO:0042098","Adaptive","Cellular","Proliferation, T cell","T cell",26
"T CELL PROLIFERATION","KITLG","GO:0042098","Adaptive","Cellular","Proliferation, T cell","T cell",26
"T CELL PROLIFERATION","PPP3CB","GO:0042098","Adaptive","Cellular","Proliferation, T cell","T cell",26
"T CELL PROLIFERATION","LMBR1L","GO:0042098","Adaptive","Cellular","Proliferation, T cell","T cell",26
"T CELL PROLIFERATION","RASGRP1","GO:0042098","Adaptive","Cellular","Proliferation, T cell","T cell",26
"T CELL PROLIFERATION","IL20RB","GO:0042098","Adaptive","Cellular","Proliferation, T cell","T cell",26
"T CELL PROLIFERATION","MSN","GO:0042098","Adaptive","Cellular","Proliferation, T cell","T cell",26
"T CELL PROLIFERATION","CTPS1","GO:0042098","Adaptive","Cellular","Proliferation, T cell","T cell",26
"T CELL PROLIFERATION","TNFRSF4","GO:0042098","Adaptive","Cellular","Proliferation, T cell","T cell",26
"T CELL PROLIFERATION","IL2","GO:0042098","Adaptive","Cellular","Proliferation, T cell","T cell",26
"T CELL PROLIFERATION","IDO1","GO:0042098","Adaptive","Cellular","Proliferation, T cell","T cell",26
"T CELL PROLIFERATION","RC3H1","GO:0042098","Adaptive","Cellular","Proliferation, T cell","T cell",26
"T CELL PROLIFERATION","CD151","GO:0042098","Adaptive","Cellular","Proliferation, T cell","T cell",26
"T CELL PROLIFERATION","SCGB1A1","GO:0042098","Adaptive","Cellular","Proliferation, T cell","T cell",26
"T CELL PROLIFERATION","SPN","GO:0042098","Adaptive","Cellular","Proliferation, T cell","T cell",26
"T CELL PROLIFERATION","CCND3","GO:0042098","Adaptive","Cellular","Proliferation, T cell","T cell",26
"T CELL PROLIFERATION","PRDX2","GO:0042098","Adaptive","Cellular","Proliferation, T cell","T cell",26
"T CELL PROLIFERATION INVOLVED IN IMMUNE RESPONSE","LILRB1","GO:0002309","Adaptive","Cellular","Proliferation, Immune response, T cell","T cell",3
"T CELL PROLIFERATION INVOLVED IN IMMUNE RESPONSE","SLC11A1","GO:0002309","Adaptive","Cellular","Proliferation, Immune response, T cell","T cell",3
"T CELL PROLIFERATION INVOLVED IN IMMUNE RESPONSE","RPS6","GO:0002309","Adaptive","Cellular","Proliferation, Immune response, T cell","T cell",3
"T CELL RECEPTOR SIGNALING PATHWAY","GATA3","GO:0050852","Adaptive","Cellular","Signaling, T cell","T cell",52
"T CELL RECEPTOR SIGNALING PATHWAY","SKAP1","GO:0050852","Adaptive","Cellular","Signaling, T cell","T cell",52
"T CELL RECEPTOR SIGNALING PATHWAY","THEMIS2","GO:0050852","Adaptive","Cellular","Signaling, T cell","T cell",52
"T CELL RECEPTOR SIGNALING PATHWAY","THEMIS","GO:0050852","Adaptive","Cellular","Signaling, T cell","T cell",52
"T CELL RECEPTOR SIGNALING PATHWAY","CD3G","GO:0050852","Adaptive","Cellular","Signaling, T cell","T cell",52
"T CELL RECEPTOR SIGNALING PATHWAY","KHDRBS1","GO:0050852","Adaptive","Cellular","Signaling, T cell","T cell",52
"T CELL RECEPTOR SIGNALING PATHWAY","PTPRC","GO:0050852","Adaptive","Cellular","Signaling, T cell","T cell",52
"T CELL RECEPTOR SIGNALING PATHWAY","CACNB3","GO:0050852","Adaptive","Cellular","Signaling, T cell","T cell",52
"T CELL RECEPTOR SIGNALING PATHWAY","ZAP70","GO:0050852","Adaptive","Cellular","Signaling, T cell","T cell",52
"T CELL RECEPTOR SIGNALING PATHWAY","BTK","GO:0050852","Adaptive","Cellular","Signaling, T cell","T cell",52
"T CELL RECEPTOR SIGNALING PATHWAY","PDE4B","GO:0050852","Adaptive","Cellular","Signaling, T cell","T cell",52
"T CELL RECEPTOR SIGNALING PATHWAY","PDE4D","GO:0050852","Adaptive","Cellular","Signaling, T cell","T cell",52
"T CELL RECEPTOR SIGNALING PATHWAY","RC3H1","GO:0050852","Adaptive","Cellular","Signaling, T cell","T cell",52
"T CELL RECEPTOR SIGNALING PATHWAY","CD247","GO:0050852","Adaptive","Cellular","Signaling, T cell","T cell",52
"T CELL RECEPTOR SIGNALING PATHWAY","ITK","GO:0050852","Adaptive","Cellular","Signaling, T cell","T cell",52
"T CELL RECEPTOR SIGNALING PATHWAY","UBE2N","GO:0050852","Adaptive","Cellular","Signaling, T cell","T cell",52
"T CELL RECEPTOR SIGNALING PATHWAY","ABL1","GO:0050852","Adaptive","Cellular","Signaling, T cell","T cell",52
"T CELL RECEPTOR SIGNALING PATHWAY","NFKBID","GO:0050852","Adaptive","Cellular","Signaling, T cell","T cell",52
"T CELL RECEPTOR SIGNALING PATHWAY","BRAF","GO:0050852","Adaptive","Cellular","Signaling, T cell","T cell",52
"T CELL RECEPTOR SIGNALING PATHWAY","CRKL","GO:0050852","Adaptive","Cellular","Signaling, T cell","T cell",52
"T CELL RECEPTOR SIGNALING PATHWAY","PLCG2","GO:0050852","Adaptive","Cellular","Signaling, T cell","T cell",52
"T CELL RECEPTOR SIGNALING PATHWAY","DENND1B","GO:0050852","Adaptive","Cellular","Signaling, T cell","T cell",52
"T CELL RECEPTOR SIGNALING PATHWAY","MAPK1","GO:0050852","Adaptive","Cellular","Signaling, T cell","T cell",52
"T CELL RECEPTOR SIGNALING PATHWAY","TXK","GO:0050852","Adaptive","Cellular","Signaling, T cell","T cell",52
"T CELL RECEPTOR SIGNALING PATHWAY","VTCN1","GO:0050852","Adaptive","Cellular","Signaling, T cell","T cell",52
"T CELL RECEPTOR SIGNALING PATHWAY","PSEN1","GO:0050852","Adaptive","Cellular","Signaling, T cell","T cell",52
"T CELL RECEPTOR SIGNALING PATHWAY","FYB2","GO:0050852","Adaptive","Cellular","Signaling, T cell","T cell",52
"T CELL RECEPTOR SIGNALING PATHWAY","CTLA4","GO:0050852","Adaptive","Cellular","Signaling, T cell","T cell",52
"T CELL RECEPTOR SIGNALING PATHWAY","BTNL8","GO:0050852","Adaptive","Cellular","Signaling, T cell","T cell",52
"T CELL RECEPTOR SIGNALING PATHWAY","CD8B","GO:0050852","Adaptive","Cellular","Signaling, T cell","T cell",52
"T CELL RECEPTOR SIGNALING PATHWAY","BTN3A2","GO:0050852","Adaptive","Cellular","Signaling, T cell","T cell",52
"T CELL RECEPTOR SIGNALING PATHWAY","BCL10","GO:0050852","Adaptive","Cellular","Signaling, T cell","T cell",52
"T CELL RECEPTOR SIGNALING PATHWAY","CSK","GO:0050852","Adaptive","Cellular","Signaling, T cell","T cell",52
"T CELL RECEPTOR SIGNALING PATHWAY","CD28","GO:0050852","Adaptive","Cellular","Signaling, T cell","T cell",52
"T CELL RECEPTOR SIGNALING PATHWAY","BTNL10P","GO:0050852","Adaptive","Cellular","Signaling, T cell","T cell",52
"T CELL RECEPTOR SIGNALING PATHWAY","TEC","GO:0050852","Adaptive","Cellular","Signaling, T cell","T cell",52
"T CELL RECEPTOR SIGNALING PATHWAY","ZNF683","GO:0050852","Adaptive","Cellular","Signaling, T cell","T cell",52
"T CELL RECEPTOR SIGNALING PATHWAY","CD276","GO:0050852","Adaptive","Cellular","Signaling, T cell","T cell",52
"T CELL RECEPTOR SIGNALING PATHWAY","PLCG1","GO:0050852","Adaptive","Cellular","Signaling, T cell","T cell",52
"T CELL RECEPTOR SIGNALING PATHWAY","EIF2B2","GO:0050852","Adaptive","Cellular","Signaling, T cell","T cell",52
"T CELL RECEPTOR SIGNALING PATHWAY","FOSL2","GO:0050852","Adaptive","Cellular","Signaling, T cell","T cell",52
"T CELL RECEPTOR SIGNALING PATHWAY","PTPN6","GO:0050852","Adaptive","Cellular","Signaling, T cell","T cell",52
"T CELL RECEPTOR SIGNALING PATHWAY","BCAR1","GO:0050852","Adaptive","Cellular","Signaling, T cell","T cell",52
"T CELL RECEPTOR SIGNALING PATHWAY","BTNL9","GO:0050852","Adaptive","Cellular","Signaling, T cell","T cell",52
"T CELL RECEPTOR SIGNALING PATHWAY","BTNL3","GO:0050852","Adaptive","Cellular","Signaling, T cell","T cell",52
"T CELL RECEPTOR SIGNALING PATHWAY","BTN2A1","GO:0050852","Adaptive","Cellular","Signaling, T cell","T cell",52
"T CELL RECEPTOR SIGNALING PATHWAY","HLA-DRB3","GO:0050852","Adaptive","Cellular","Signaling, T cell","T cell",52
"T CELL RECEPTOR SIGNALING PATHWAY","PTPRJ","GO:0050852","Adaptive","Cellular","Signaling, T cell","T cell",52
"T CELL RECEPTOR SIGNALING PATHWAY","PIK3CA","GO:0050852","Adaptive","Cellular","Signaling, T cell","T cell",52
"T CELL RECEPTOR V(D)J RECOMBINATION","LIG4","GO:0033153","Adaptive","Cellular","V(D)J, T cell, Receptor","T cell",2
"T CELL RECEPTOR V(D)J RECOMBINATION","PRKDC","GO:0033153","Adaptive","Cellular","V(D)J, T cell, Receptor","T cell",2
"T CELL SELECTION","CD1D","GO:0045058","Adaptive","Cellular","Selection, T cell","T cell",1
"T CELLS","RHOA","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","BRAF","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","CDH26","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","CD81","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","TOX","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","EOMES","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","KLRC1","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","RAB27A","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","ABL1","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","IL15","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","CCL2","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","TNFSF4","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","ITGAL","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","DOCK8","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","THEMIS","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","CCR7","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","CD28","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","FCER1G","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","BAX","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","MYO1G","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","CD1D","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","CLEC4G","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","PTPRC","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","CD83","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","PRKCQ","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","FUT7","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","IL2RG","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","HLA-E","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","WDFY4","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","BCL2","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","CRKL","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","CRK","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","APBB1IP","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","XG","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","CD99","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","LIG4","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","PRKDC","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","STAT5B","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","IL2","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","FAS","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","RPS6","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","AKT1","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","CD247","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","CD3G","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","ZAP70","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","SYK","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","PSMB11","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","IRF1","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","TNFSF8","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","RAG2","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","CRTAM","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","MYH9","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","LILRB1","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","SLC11A1","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","ITPKB","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","GATA3","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","TCF7","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","IL7","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","BCL6","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","FCER1A","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","IL10","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","IL33","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","SRF","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","RPL22","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","GLI3","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","ADA","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","CD6","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","MSN","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","PRF1","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","EPHB1","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","SPN","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","ITK","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","CXADR","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","JAML","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","CXCL12","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","CCL3","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","DEFA4","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","GPR183","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","SLC12A2","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","PIK3CG","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","DEFA1","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","IFNE","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","MDK","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","F2RL1","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","LCP1","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","PSEN1","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","IFNA8","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","CD1C","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","CD46","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","JAG1","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","CR2","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","BTN3A2","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","CD70","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","GNL1","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","CR1","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","GPR15","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","CORO1A","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","S1PR1","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","CCL20","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","ITGB7","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","GZMM","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","CTSH","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","TAP2","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","PPP3CB","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","EMP2","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","CTSC","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","HPRT1","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","IL7R","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","B2M","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","PPP2CA","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","CHST3","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","SPNS2","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","JAK3","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","ZC3H8","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","NCKAP1L","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","PPP2R1A","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","RC3H1","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","RAG1","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","IL20RB","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","GPR15LG","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","CASP3","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","CCNB2","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","PRDX2","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","CD86","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","PTPN6","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","CAV1","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","SRC","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","PTPN11","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","DPP4","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","LGALS1","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","MAP3K8","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","KLRK1","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","CD160","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","CD24","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","CD80","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","PIK3CA","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","EFNB1","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","EFNB2","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","VAV1","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","CSK","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","MTOR","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","CD40LG","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","NKAP","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","CTNNB1","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","ZFP36L2","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","NCAPH2","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","ZFP36L1","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","ADAM17","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","WNT4","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","CDK6","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","JMJD6","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","TESPA1","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","PSMB10","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","IL12B","Manual","Adaptive","Cellular","T cells","T cell",NA
"T CELLS","FKBP1B","Manual","Adaptive","Cellular","T cells","T cell",NA
