"","genes","infection_vaccination","n_conditions","gene_set_short","process","comparison"
"1218","CHUK","Infection",5,NA,"INNATE IMMUNE RESPONSE","Infection only"
"1219","CIITA","Infection",2,"Immune response","IMMUNE RESPONSE","Infection only"
"1220","CIITA","Infection",2,"Innate immune system","INNATE IMMUNE SYSTEM","Infection only"
"1221","CIITA","Infection",2,"Response to Interferon II","RESPONSE TO TYPE II INTERFERON","Infection only"
"1222","CLC","Infection",1,NA,"REGULATION OF T CELL ANERGY","Infection only"
"1223","CLC","Infection",1,NA,"REGULATION OF T CELL CYTOKINE PRODUCTION","Infection only"
"1224","CLC","Infection",1,NA,"REGULATION OF ACTIVATED T CELL PROLIFERATION","Infection only"
"1225","CLDN18","Infection",4,NA,"NEGATIVE REGULATION OF OSTEOCLAST DEVELOPMENT","Infection only"
"1226","CLEC10A","Infection",7,"Adaptive Immune response","ADAPTIVE IMMUNE RESPONSE","Infection only"
"1227","CLEC10A","Infection",7,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Infection only"
"1228","CLEC10A","Infection",7,"Immune system, Process","IMMUNE SYSTEM PROCESS","Infection only"
"1229","CLEC10A","Infection",7,"Innate immune response","INNATE IMMUNE RESPONSE","Infection only"
"1230","CLEC10A","Infection",7,"Innate immune system","INNATE IMMUNE SYSTEM","Infection only"
"1231","CLEC12B","Infection",4,NA,"NATURAL KILLER CELL INHIBITORY SIGNALING PATHWAY","Infection only"
"1232","CLEC12B","Infection",4,NA,"NEGATIVE REGULATION OF NATURAL KILLER CELL MEDIATED CYTOTOXICITY","Infection only"
"1233","CLEC4A","Infection",4,NA,"ADAPTIVE IMMUNE RESPONSE","Infection only"
"1234","CLEC4A","Infection",4,NA,"PLASMACYTOID DENDRITIC CELL ANTIGEN PROCESSING AND PRESENTATION","Infection only"
"1235","CLEC4A","Infection",4,NA,"CD8-POSITIVE, ALPHA-BETA T CELL ACTIVATION","Infection only"
"1236","CLEC4A","Infection",4,NA,"ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS I","Infection only"
"1237","CLEC4A","Infection",4,NA,"ANTIFUNGAL INNATE IMMUNE RESPONSE","Infection only"
"1238","CLEC4D","Infection",9,NA,"ADAPTIVE IMMUNE RESPONSE","Infection only"
"1239","CLEC4D","Infection",9,NA,"T CELL DIFFERENTIATION INVOLVED IN IMMUNE RESPONSE","Infection only"
"1240","CLEC4D","Infection",9,NA,"POSITIVE REGULATION OF MYELOID DENDRITIC CELL ACTIVATION","Infection only"
"1241","CLEC4D","Infection",9,NA,"FC-GAMMA RECEPTOR SIGNALING PATHWAY","Infection only"
"1242","CLEC4D","Infection",9,NA,"ANTIFUNGAL INNATE IMMUNE RESPONSE","Infection only"
"1243","CLEC4E","Infection",8,NA,"PATTERN RECOGNITION RECEPTOR SIGNALING PATHWAY","Infection only"
"1244","CLEC4E","Infection",8,NA,"T CELL DIFFERENTIATION INVOLVED IN IMMUNE RESPONSE","Infection only"
"1245","CLEC4E","Infection",8,NA,"FC-GAMMA RECEPTOR SIGNALING PATHWAY","Infection only"
"1246","CLEC4E","Infection",8,NA,"INNATE IMMUNE RESPONSE","Infection only"
"1247","CLEC4E","Infection",8,NA,"ANTIFUNGAL INNATE IMMUNE RESPONSE","Infection only"
"1248","CLEC5A","Infection",7,NA,"INNATE IMMUNE RESPONSE","Infection only"
"1249","CLEC6A","Infection",2,"Adaptive Immune response","ADAPTIVE IMMUNE RESPONSE","Infection only"
"1250","CLEC6A","Infection",2,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Infection only"
"1251","CLEC6A","Infection",2,"Antifungal innate immune response","ANTIFUNGAL INNATE IMMUNE RESPONSE","Infection only"
"1252","CLEC6A","Infection",2,"Antigen recognition processing and presentation","ARPP","Infection only"
"1253","CLEC6A","Infection",2,"Immune system, Process","IMMUNE SYSTEM PROCESS","Infection only"
"1254","CLEC6A","Infection",2,"Innate immune response","INNATE IMMUNE RESPONSE","Infection only"
"1255","CLEC6A","Infection",2,"Innate immune system","INNATE IMMUNE SYSTEM","Infection only"
"1256","CLEC6A","Infection",2,"C-type lectin receptor, PRR","STIMULATORY C-TYPE LECTIN RECEPTOR SIGNALING PATHWAY","Infection only"
"1257","CLEC6A","Infection",2,NA,"POSITIVE REGULATION OF T-HELPER 17 TYPE IMMUNE RESPONSE","Infection only"
"1258","CLEC7A","Infection",3,NA,"STIMULATORY C-TYPE LECTIN RECEPTOR SIGNALING PATHWAY","Infection only"
"1259","CLEC7A","Infection",3,NA,"POSITIVE REGULATION OF DENDRITIC CELL CYTOKINE PRODUCTION","Infection only"
"1260","CLEC7A","Infection",3,NA,"T CELL ACTIVATION","Infection only"
"1261","CLEC7A","Infection",3,NA,"POSITIVE REGULATION OF LYMPHOCYTE ACTIVATION","Infection only"
"1262","CLEC7A","Infection",3,NA,"ANTIFUNGAL INNATE IMMUNE RESPONSE","Infection only"
"1263","CLEC7A","Infection",3,NA,"POSITIVE REGULATION OF T-HELPER 17 TYPE IMMUNE RESPONSE","Infection only"
"1264","CLNK","Infection",6,"Innate immune system","INNATE IMMUNE SYSTEM","Infection only"
"1265","CLNK","Infection",6,"Mast cell","MAST CELL","Infection only"
"1266","CLNK","Infection",6,"Degranulation, Mast cell","MAST CELL DEGRANULATION","Infection only"
"1267","CLNK","Infection",6,NA,"POSITIVE REGULATION OF NATURAL KILLER CELL CYTOKINE PRODUCTION","Infection only"
"1268","CLNK","Infection",6,NA,"NEGATIVE REGULATION OF NATURAL KILLER CELL ACTIVATION","Infection only"
"1269","CLU","Infection",2,"Activation, Complement","COMPLEMENT ACTIVATION","Infection only"
"1270","CLU","Infection",2,"Complement, Classical pathway","COMPLEMENT ACTIVATION, CLASSICAL PATHWAY","Infection only"
"1271","CLU","Infection",2,"Complement immune system","COMPLEMENT IMMUNE SYSTEM","Infection only"
"1272","CLU","Infection",2,"Clearance, Immune complex","IMMUNE COMPLEX CLEARANCE","Infection only"
"1273","CLU","Infection",2,"Immune system, Process","IMMUNE SYSTEM PROCESS","Infection only"
"1274","CLU","Infection",2,"Innate immune response","INNATE IMMUNE RESPONSE","Infection only"
"1275","CLU","Infection",2,"Innate immune system","INNATE IMMUNE SYSTEM","Infection only"
"1276","CLU","Infection",2,"Activation, Microglial cell","MICROGLIAL CELL ACTIVATION","Infection only"
"1277","CMKLR1","Infection",1,NA,"COMPLEMENT RECEPTOR MEDIATED SIGNALING PATHWAY","Infection only"
"1278","CMKLR1","Infection",1,NA,"IMMUNE RESPONSE","Infection only"
"1279","CMKLR1","Infection",1,NA,"POSITIVE REGULATION OF MACROPHAGE CHEMOTAXIS","Infection only"
"1280","CMTM7","Infection",1,NA,"B-1A B CELL DIFFERENTIATION","Infection only"
"1281","CNN2","Infection",1,NA,"MACROPHAGE MIGRATION","Infection only"
"1282","CNN2","Infection",1,NA,"NEGATIVE REGULATION OF MACROPHAGE MIGRATION","Infection only"
"1283","CNR1","Infection",3,NA,"POSITIVE REGULATION OF ACUTE INFLAMMATORY RESPONSE TO ANTIGENIC STIMULUS","Infection only"
"1284","CNR1","Infection",3,NA,"NEGATIVE REGULATION OF MAST CELL ACTIVATION","Infection only"
"1285","CNR2","Infection",4,NA,"OTHER","Infection only"
"1286","CNR2","Infection",4,"Immune response","IMMUNE RESPONSE","Infection only"
"1287","CNR2","Infection",4,"Chemotaxis, Leukocyte","LEUKOCYTE CHEMOTAXIS","Infection only"
"1288","CNR2","Infection",4,NA,"NEGATIVE REGULATION OF MAST CELL ACTIVATION","Infection only"
"1289","CORO1A","Infection",1,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Infection only"
"1290","CORO1A","Infection",1,"Cellular adaptive immune system","CELLULAR ADAPTIVE IMMUNE SYSTEM","Infection only"
"1291","CORO1A","Infection",1,"Innate immune response","INNATE IMMUNE RESPONSE","Infection only"
"1292","CORO1A","Infection",1,"Innate immune system","INNATE IMMUNE SYSTEM","Infection only"
"1293","CORO1A","Infection",1,"Chemotaxis, Leukocyte","LEUKOCYTE CHEMOTAXIS","Infection only"
"1294","CORO1A","Infection",1,"Degranulation, NK cell","NATURAL KILLER CELL DEGRANULATION","Infection only"
"1295","CORO1A","Infection",1,"NK cell","NK CELL","Infection only"
"1296","CORO1A","Infection",1,"Activation, T cell","T CELL ACTIVATION","Infection only"
"1297","CORO1A","Infection",1,"Homeostasis, T cell","T CELL HOMEOSTASIS","Infection only"
"1298","CORO1A","Infection",1,"Migration, T cell","T CELL MIGRATION","Infection only"
"1299","CORO1A","Infection",1,"Proliferation, T cell","T CELL PROLIFERATION","Infection only"
"1300","CORO1A","Infection",1,"T cells","T CELLS","Infection only"
"1301","CORO1A","Infection",1,"Migration, Thymocyte","THYMOCYTE MIGRATION","Infection only"
"1302","CORO1A","Infection",1,NA,"POSITIVE REGULATION OF T CELL PROLIFERATION","Infection only"
"1303","CORO1A","Infection",1,NA,"POSITIVE REGULATION OF T CELL MIGRATION","Infection only"
"1304","CR1","Infection",9,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Infection only"
"1305","CR1","Infection",9,"Cellular adaptive immune system","CELLULAR ADAPTIVE IMMUNE SYSTEM","Infection only"
"1306","CR1","Infection",9,"Complement, Alternative pathway","COMPLEMENT ACTIVATION, ALTERNATIVE PATHWAY","Infection only"
"1307","CR1","Infection",9,"Complement, Classical pathway","COMPLEMENT ACTIVATION, CLASSICAL PATHWAY","Infection only"
"1308","CR1","Infection",9,"Complement immune system","COMPLEMENT IMMUNE SYSTEM","Infection only"
"1309","CR1","Infection",9,"Complement, Pathway","COMPLEMENT RECEPTOR MEDIATED SIGNALING PATHWAY","Infection only"
"1310","CR1","Infection",9,"Immune system, Process","IMMUNE SYSTEM PROCESS","Infection only"
"1311","CR1","Infection",9,"Innate immune response","INNATE IMMUNE RESPONSE","Infection only"
"1312","CR1","Infection",9,"Innate immune system","INNATE IMMUNE SYSTEM","Infection only"
"1313","CR1","Infection",9,"T cell-mediated immunity","T CELL MEDIATED IMMUNITY","Infection only"
"1314","CR1","Infection",9,"T cells","T CELLS","Infection only"
"1315","CR1","Infection",9,NA,"POSITIVE REGULATION OF ACTIVATION OF MEMBRANE ATTACK COMPLEX","Infection only"
"1316","CR1","Infection",9,NA,"NEGATIVE REGULATION OF ACTIVATION OF MEMBRANE ATTACK COMPLEX","Infection only"
"1317","CR1","Infection",9,NA,"IMMUNE COMPLEX CLEARANCE BY ERYTHROCYTES","Infection only"
"1318","CR1","Infection",9,NA,"NEGATIVE REGULATION OF IMMUNOGLOBULIN PRODUCTION","Infection only"
"1319","CR1","Infection",9,NA,"NEGATIVE REGULATION OF T CELL PROLIFERATION","Infection only"
"1320","CR1","Infection",9,NA,"POSITIVE REGULATION OF REGULATORY T CELL DIFFERENTIATION","Infection only"
"1321","CR1","Infection",9,NA,"NEGATIVE REGULATION OF COMPLEMENT ACTIVATION","Infection only"
"1322","CR1","Infection",9,NA,"NEGATIVE REGULATION OF COMPLEMENT ACTIVATION, ALTERNATIVE PATHWAY","Infection only"
"1323","CR1","Infection",9,NA,"NEGATIVE REGULATION OF COMPLEMENT ACTIVATION, CLASSICAL PATHWAY","Infection only"
"1324","CR1","Infection",9,NA,"NEGATIVE REGULATION OF PLASMA CELL DIFFERENTIATION","Infection only"
"1325","CR1L","Infection",8,NA,"T CELL MEDIATED IMMUNITY","Infection only"
"1326","CR1L","Infection",8,NA,"REGULATION OF COMPLEMENT ACTIVATION","Infection only"
"1327","CR1L","Infection",8,NA,"NEGATIVE REGULATION OF COMPLEMENT ACTIVATION, CLASSICAL PATHWAY","Infection only"
"1328","CR2","Infection",7,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Infection only"
"1329","CR2","Infection",7,"Differentiation, B cell","B CELL DIFFERENTIATION","Infection only"
"1330","CR2","Infection",7,"Proliferation, B cell","B CELL PROLIFERATION","Infection only"
"1331","CR2","Infection",7,"B cells","B CELLS","Infection only"
"1332","CR2","Infection",7,"Cellular adaptive immune system","CELLULAR ADAPTIVE IMMUNE SYSTEM","Infection only"
"1333","CR2","Infection",7,"Complement, Alternative pathway","COMPLEMENT ACTIVATION, ALTERNATIVE PATHWAY","Infection only"
"1334","CR2","Infection",7,"Complement, Classical pathway","COMPLEMENT ACTIVATION, CLASSICAL PATHWAY","Infection only"
"1335","CR2","Infection",7,"Complement immune system","COMPLEMENT IMMUNE SYSTEM","Infection only"
"1336","CR2","Infection",7,"Complement, Pathway","COMPLEMENT RECEPTOR MEDIATED SIGNALING PATHWAY","Infection only"
"1337","CR2","Infection",7,"Immune response","IMMUNE RESPONSE","Infection only"
"1338","CR2","Infection",7,"Immune system, Process","IMMUNE SYSTEM PROCESS","Infection only"
"1339","CR2","Infection",7,"Innate immune response","INNATE IMMUNE RESPONSE","Infection only"
"1340","CR2","Infection",7,"Innate immune system","INNATE IMMUNE SYSTEM","Infection only"
"1341","CR2","Infection",7,"T cell-mediated immunity","T CELL MEDIATED IMMUNITY","Infection only"
"1342","CR2","Infection",7,"T cells","T CELLS","Infection only"
"1343","CR2","Infection",7,NA,"NEGATIVE REGULATION OF COMPLEMENT ACTIVATION, CLASSICAL PATHWAY","Infection only"
"1344","CREB3","Infection",1,NA,"POSITIVE REGULATION OF MONOCYTE CHEMOTAXIS","Infection only"
"1345","CRIP1","Infection",3,NA,"OTHER","Infection only"
"1346","CRIP1","Infection",3,"Immune response","IMMUNE RESPONSE","Infection only"
"1347","CRISP3","Infection",10,"Innate immune response","INNATE IMMUNE RESPONSE","Infection only"
"1348","CRISP3","Infection",10,"Innate immune system","INNATE IMMUNE SYSTEM","Infection only"
"1349","CRTAM","Infection",6,"Adaptive Immune response","ADAPTIVE IMMUNE RESPONSE","Infection only"
"1350","CRTAM","Infection",6,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Infection only"
"1351","CRTAM","Infection",6,"Cellular adaptive immune system","CELLULAR ADAPTIVE IMMUNE SYSTEM","Infection only"
"1352","CRTAM","Infection",6,"Establishment of T cell polarity","ESTABLISHMENT OF T CELL POLARITY","Infection only"
"1353","CRTAM","Infection",6,"Immune system, Process","IMMUNE SYSTEM PROCESS","Infection only"
"1354","CRTAM","Infection",6,"Migration, Lymphoid organs, Lymphocyte","LYMPHOCYTE MIGRATION INTO LYMPHOID ORGANS","Infection only"
"1355","CRTAM","Infection",6,"T cells","T CELLS","Infection only"
"1356","CRTAM","Infection",6,NA,"POSITIVE REGULATION OF NATURAL KILLER CELL MEDIATED CYTOTOXICITY DIRECTED AGAINST TUMOR CELL TARGET","Infection only"
"1357","CRTAM","Infection",6,NA,"REGULATION OF T CELL DIFFERENTIATION","Infection only"
"1358","CRTAM","Infection",6,NA,"POSITIVE REGULATION OF NATURAL KILLER CELL MEDIATED CYTOTOXICITY","Infection only"
"1359","CRTAM","Infection",6,NA,"NEGATIVE REGULATION OF ACTIVATED T CELL PROLIFERATION","Infection only"
"1360","CRTAM","Infection",6,NA,"REGULATION OF T CELL ACTIVATION","Infection only"
"1361","CRTAM","Infection",6,NA,"REGULATION OF CD8-POSITIVE, ALPHA-BETA T CELL ACTIVATION","Infection only"
"1362","CRTC3","Infection",1,"Macrophages","MACROPHAGES","Infection only"
"1363","CRTC3","Infection",1,"Innate immune system","INNATE IMMUNE SYSTEM","Infection only"
"1364","CRTC3","Infection",1,"Activation, Macrophage","MACROPHAGE ACTIVATION","Infection only"
"1365","CSF1","Infection",1,"Macrophages","MACROPHAGES","Infection only"
"1366","CSF1","Infection",1,"Immune system, Process","IMMUNE SYSTEM PROCESS","Infection only"
"1367","CSF1","Infection",1,"Innate immune response","INNATE IMMUNE RESPONSE","Infection only"
"1368","CSF1","Infection",1,"Innate immune system","INNATE IMMUNE SYSTEM","Infection only"
"1369","CSF1","Infection",1,"Homeostasis, Macrophage","MACROPHAGE HOMEOSTASIS","Infection only"
"1370","CSF1","Infection",1,"Activation, Monocyte","MONOCYTE ACTIVATION","Infection only"
"1371","CSF1","Infection",1,"Homeostasis, Monocyte","MONOCYTE HOMEOSTASIS","Infection only"
"1372","CSF1","Infection",1,"Monocytes","MONOCYTES","Infection only"
"1373","CSF1","Infection",1,"Migration, Myeloid leukocyte","MYELOID LEUKOCYTE MIGRATION","Infection only"
"1374","CSF1","Infection",1,"Neutrophil","NEUTROPHIL","Infection only"
"1375","CSF1","Infection",1,"Homeostasis, Neutrophil","NEUTROPHIL HOMEOSTASIS","Infection only"
"1376","CSF1","Infection",1,NA,"POSITIVE REGULATION OF MACROPHAGE CHEMOTAXIS","Infection only"
"1377","CSF1","Infection",1,NA,"POSITIVE REGULATION OF MACROPHAGE DIFFERENTIATION","Infection only"
"1378","CSF1","Infection",1,NA,"POSITIVE REGULATION OF MONOCYTE DIFFERENTIATION","Infection only"
"1379","CSF1","Infection",1,NA,"POSITIVE REGULATION OF OSTEOCLAST DIFFERENTIATION","Infection only"
"1380","CSF1","Infection",1,NA,"POSITIVE REGULATION OF MONONUCLEAR CELL MIGRATION","Infection only"
"1381","CSF1","Infection",1,NA,"POSITIVE REGULATION OF MICROGLIAL CELL MIGRATION","Infection only"
"1382","CSF1","Infection",1,NA,"POSITIVE REGULATION OF MACROPHAGE MIGRATION","Infection only"
"1383","CSF1R","Infection",5,NA,"POSITIVE REGULATION OF MACROPHAGE CHEMOTAXIS","Infection only"
"1384","CSF1R","Infection",5,NA,"INNATE IMMUNE RESPONSE","Infection only"
"1385","CSK","Infection",1,"Adaptive Immune response","ADAPTIVE IMMUNE RESPONSE","Infection only"
"1386","CSK","Infection",1,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Infection only"
"1387","CSK","Infection",1,"Cellular adaptive immune system","CELLULAR ADAPTIVE IMMUNE SYSTEM","Infection only"
"1388","CSK","Infection",1,"Immune system, Process","IMMUNE SYSTEM PROCESS","Infection only"
"1389","CSK","Infection",1,"Costimulation, T cell","T CELL COSTIMULATION","Infection only"
"1390","CSK","Infection",1,"Signaling, T cell","T CELL RECEPTOR SIGNALING PATHWAY","Infection only"
"1391","CSK","Infection",1,"T cells","T CELLS","Infection only"
"1392","CSK","Infection",1,NA,"REGULATION OF FC RECEPTOR MEDIATED STIMULATORY SIGNALING PATHWAY","Infection only"
"1393","CST7","Infection",9,NA,"IMMUNE RESPONSE","Infection only"
"1394","CST7","Infection",9,NA,"NEGATIVE REGULATION OF MICROGLIAL CELL ACTIVATION","Infection only"
"1395","CTLA4","Infection",3,"Adaptive Immune response","ADAPTIVE IMMUNE RESPONSE","Infection only"
"1396","CTLA4","Infection",3,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Infection only"
"1397","CTLA4","Infection",3,"Signaling, BCR, B cell","B CELL RECEPTOR SIGNALING PATHWAY","Infection only"
"1398","CTLA4","Infection",3,"B cells","B CELLS","Infection only"
"1399","CTLA4","Infection",3,"Cellular adaptive immune system","CELLULAR ADAPTIVE IMMUNE SYSTEM","Infection only"
"1400","CTLA4","Infection",3,"Immune response","IMMUNE RESPONSE","Infection only"
"1401","CTLA4","Infection",3,"Immune system, Process","IMMUNE SYSTEM PROCESS","Infection only"
"1402","CTLA4","Infection",3,"Signaling, T cell","T CELL RECEPTOR SIGNALING PATHWAY","Infection only"
"1403","CTLA4","Infection",3,"T cells","T CELLS","Infection only"
"1404","CTLA4","Infection",3,NA,"NEGATIVE REGULATION OF B CELL PROLIFERATION","Infection only"
"1405","CTLA4","Infection",3,NA,"NEGATIVE REGULATION OF T CELL PROLIFERATION","Infection only"
"1406","CTLA4","Infection",3,NA,"NEGATIVE REGULATION OF REGULATORY T CELL DIFFERENTIATION","Infection only"
"1407","CTLA4","Infection",3,NA,"NEGATIVE REGULATION OF IMMUNE RESPONSE","Infection only"
"1408","CTNNB1","Infection",1,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Infection only"
"1409","CTNNB1","Infection",1,"Cellular adaptive immune system","CELLULAR ADAPTIVE IMMUNE SYSTEM","Infection only"
"1410","CTNNB1","Infection",1,"Differentiation, T cell","T CELL DIFFERENTIATION","Infection only"
"1411","CTNNB1","Infection",1,"Differentiation, T cell, Thymus","T CELL DIFFERENTIATION IN THYMUS","Infection only"
"1412","CTNNB1","Infection",1,"T cells","T CELLS","Infection only"
"1413","CTNNB1","Infection",1,"Development, Thymocyte","THYMUS DEVELOPMENT","Infection only"
"1414","CTNNB1","Infection",1,NA,"REGULATION OF T CELL PROLIFERATION","Infection only"
"1415","CTNNB1","Infection",1,NA,"NEGATIVE REGULATION OF OSTEOCLAST DIFFERENTIATION","Infection only"
