"","genes","infection_vaccination","n_conditions","comparison"
"3875","SHCBP1","Vaccination",4,"Infection and vaccination"
"3876","SIGLEC16","Vaccination",4,"Infection and vaccination"
"3877","STX11","Vaccination",4,"Infection and vaccination"
"3878","TIMM10","Vaccination",4,"Infection and vaccination"
"3879","TIMM10","Infection",4,"Infection and vaccination"
"3880","TSHR","Vaccination",4,"Infection and vaccination"
"3881","TTC26","Vaccination",4,"Infection and vaccination"
"3882","TYMS","Vaccination",4,"Infection and vaccination"
"3883","UNC5A","Vaccination",4,"Infection and vaccination"
"3884","VPS9D1","Vaccination",4,"Infection and vaccination"
"3885","XXYLT1-AS2","Vaccination",4,"Infection and vaccination"
"3886","ZCCHC2","Vaccination",4,"Infection and vaccination"
"3887","AREG","Infection",4,"Infection and vaccination"
"3888","CELF2-AS1","Infection",4,"Infection and vaccination"
"3889","CTRL","Infection",4,"Infection and vaccination"
"3890","CYP4F3","Infection",4,"Infection and vaccination"
"3891","DEPDC1","Infection",4,"Infection and vaccination"
"3892","GSN-AS1","Infection",4,"Infection and vaccination"
"3893","KIF20A","Infection",4,"Infection and vaccination"
"3894","LIM2","Infection",4,"Infection and vaccination"
"3895","LINC00968","Infection",4,"Infection and vaccination"
"3896","LOC102724190","Infection",4,"Infection and vaccination"
"3897","MCM10","Infection",4,"Infection and vaccination"
"3898","MIR5194","Infection",4,"Infection and vaccination"
"3899","RBFOX3","Infection",4,"Infection and vaccination"
"3900","REC8","Infection",4,"Infection and vaccination"
"3901","SCN3B","Infection",4,"Infection and vaccination"
"3902","TICRR","Infection",4,"Infection and vaccination"
"3903","ADORA2A-AS1","Infection",4,"Infection and vaccination"
"3904","ALPK3","Infection",4,"Infection and vaccination"
"3905","ANP32AP1","Infection",4,"Infection and vaccination"
"3906","ASPM","Infection",4,"Infection and vaccination"
"3907","ASTN2","Infection",4,"Infection and vaccination"
"3908","BTBD19","Infection",4,"Infection and vaccination"
"3909","BUB1","Infection",4,"Infection and vaccination"
"3910","BUB1B","Infection",4,"Infection and vaccination"
"3911","CACNG6","Infection",4,"Infection and vaccination"
"3912","CCDC85B","Infection",4,"Infection and vaccination"
"3913","CDCA3","Infection",4,"Infection and vaccination"
"3914","CFAP54","Infection",4,"Infection and vaccination"
"3915","CHL1","Infection",4,"Infection and vaccination"
"3916","CMTM5","Infection",4,"Infection and vaccination"
"3917","COL7A1","Infection",4,"Infection and vaccination"
"3918","DEPDC1B","Infection",4,"Infection and vaccination"
"3919","DIAPH3","Infection",4,"Infection and vaccination"
"3920","DMC1","Infection",4,"Infection and vaccination"
"3921","DUSP2","Infection",4,"Infection and vaccination"
"3922","EFHD1","Infection",4,"Infection and vaccination"
"3923","ESRP2","Infection",4,"Infection and vaccination"
"3924","FAM72B","Infection",4,"Infection and vaccination"
"3925","FCGR1C","Infection",4,"Infection and vaccination"
"3926","GMPR","Infection",4,"Infection and vaccination"
"3927","GNG11","Infection",4,"Infection and vaccination"
"3928","GPR82","Infection",4,"Infection and vaccination"
"3929","GRIK4","Infection",4,"Infection and vaccination"
"3930","HAS1","Infection",4,"Infection and vaccination"
"3931","HIST1H2BJ","Infection",4,"Infection and vaccination"
"3932","HYDIN","Infection",4,"Infection and vaccination"
"3933","IER2","Infection",4,"Infection and vaccination"
"3934","KCNMB1","Infection",4,"Infection and vaccination"
"3935","KIAA1217","Infection",4,"Infection and vaccination"
"3936","KIF15","Infection",4,"Infection and vaccination"
"3937","KIF2C","Infection",4,"Infection and vaccination"
"3938","KLHL13","Infection",4,"Infection and vaccination"
"3939","KLHL14","Infection",4,"Infection and vaccination"
"3940","LGI4","Infection",4,"Infection and vaccination"
"3941","LINC00853","Infection",4,"Infection and vaccination"
"3942","LOC283710","Infection",4,"Infection and vaccination"
"3943","MIR4454","Infection",4,"Infection and vaccination"
"3944","MIR5586","Infection",4,"Infection and vaccination"
"3945","MND1","Infection",4,"Infection and vaccination"
"3946","PCSK6","Infection",4,"Infection and vaccination"
"3947","PLK1","Infection",4,"Infection and vaccination"
"3948","SEPT4","Infection",4,"Infection and vaccination"
"3949","SIGLEC8","Infection",4,"Infection and vaccination"
"3950","SKA3","Infection",4,"Infection and vaccination"
"3951","SLC24A3","Infection",4,"Infection and vaccination"
"3952","SLC6A13","Infection",4,"Infection and vaccination"
"3953","SOCS3","Infection",4,"Infection and vaccination"
"3954","SRGAP2","Infection",4,"Infection and vaccination"
"3955","TAS2R3","Infection",4,"Infection and vaccination"
"3956","TK1","Infection",4,"Infection and vaccination"
"3957","TMEM40","Infection",4,"Infection and vaccination"
"3958","TRIM69","Infection",4,"Infection and vaccination"
"3959","TRIP13","Infection",4,"Infection and vaccination"
"3960","TROAP","Infection",4,"Infection and vaccination"
"3961","WASF3","Infection",4,"Infection and vaccination"
"3962","ZNF684","Infection",4,"Infection and vaccination"
"3963","ABCA9","Infection",4,"Infection and vaccination"
"3964","ANKRD36C","Infection",4,"Infection and vaccination"
"3965","APOL3","Infection",4,"Infection and vaccination"
"3966","ARHGEF4","Infection",4,"Infection and vaccination"
"3967","ARNTL2","Infection",4,"Infection and vaccination"
"3968","ASTL","Infection",4,"Infection and vaccination"
"3969","ATP2C2","Infection",4,"Infection and vaccination"
"3970","BBS5","Infection",4,"Infection and vaccination"
"3971","BEX5","Infection",4,"Infection and vaccination"
"3972","BICC1","Infection",4,"Infection and vaccination"
"3973","BSN","Infection",4,"Infection and vaccination"
"3974","C10orf55","Infection",4,"Infection and vaccination"
"3975","C21orf140","Infection",4,"Infection and vaccination"
"3976","C4orf45","Infection",4,"Infection and vaccination"
"3977","CABP1","Infection",4,"Infection and vaccination"
"3978","CACNG8","Infection",4,"Infection and vaccination"
"3979","CCNA1","Infection",4,"Infection and vaccination"
"3980","CCT6B","Infection",4,"Infection and vaccination"
"3981","CD164L2","Infection",4,"Infection and vaccination"
"3982","CDK15","Infection",4,"Infection and vaccination"
"3983","CENPE","Infection",4,"Infection and vaccination"
"3984","CLDND2","Infection",4,"Infection and vaccination"
"3985","CLEC2B","Infection",4,"Infection and vaccination"
"3986","CLEC2L","Infection",4,"Infection and vaccination"
"3987","COL4A2","Infection",4,"Infection and vaccination"
"3988","COL4A3","Infection",4,"Infection and vaccination"
"3989","CTAGE7P","Infection",4,"Infection and vaccination"
"3990","CTDSPL","Infection",4,"Infection and vaccination"
"3991","DAW1","Infection",4,"Infection and vaccination"
"3992","ENPP5","Infection",4,"Infection and vaccination"
"3993","EYS","Infection",4,"Infection and vaccination"
"3994","FABP5","Infection",4,"Infection and vaccination"
"3995","FAM110B","Infection",4,"Infection and vaccination"
"3996","FAM111B","Infection",4,"Infection and vaccination"
"3997","FAM186B","Infection",4,"Infection and vaccination"
"3998","FAM26E","Infection",4,"Infection and vaccination"
"3999","FBXO43","Infection",4,"Infection and vaccination"
"4000","FHOD3","Infection",4,"Infection and vaccination"
"4001","FOXI1","Infection",4,"Infection and vaccination"
"4002","FRRS1","Infection",4,"Infection and vaccination"
"4003","FXYD7","Infection",4,"Infection and vaccination"
"4004","GOLGA8R","Infection",4,"Infection and vaccination"
"4005","GPR75","Infection",4,"Infection and vaccination"
"4006","GPRC5C","Infection",4,"Infection and vaccination"
"4007","GPT","Infection",4,"Infection and vaccination"
"4008","GRIK5","Infection",4,"Infection and vaccination"
"4009","HIST1H3A","Infection",4,"Infection and vaccination"
"4010","IGSF9","Infection",4,"Infection and vaccination"
"4011","ITGA9-AS1","Infection",4,"Infection and vaccination"
"4012","JPH3","Infection",4,"Infection and vaccination"
"4013","KANTR","Infection",4,"Infection and vaccination"
"4014","KIAA1211","Infection",4,"Infection and vaccination"
"4015","KNDC1","Infection",4,"Infection and vaccination"
"4016","LAMC2","Infection",4,"Infection and vaccination"
"4017","LINC00342","Infection",4,"Infection and vaccination"
"4018","LINC00494","Infection",4,"Infection and vaccination"
"4019","LINC00642","Infection",4,"Infection and vaccination"
"4020","LINC01271","Infection",4,"Infection and vaccination"
"4021","LIPM","Infection",4,"Infection and vaccination"
"4022","LMO2","Infection",4,"Infection and vaccination"
"4023","LOC100131635","Infection",4,"Infection and vaccination"
"4024","LOC100996351","Infection",4,"Infection and vaccination"
"4025","LOC101927311","Infection",4,"Infection and vaccination"
"4026","LOC101928008","Infection",4,"Infection and vaccination"
"4027","LOC101928100","Infection",4,"Infection and vaccination"
"4028","LOC283575","Infection",4,"Infection and vaccination"
"4029","LOC284648","Infection",4,"Infection and vaccination"
"4030","LONRF1","Infection",4,"Infection and vaccination"
"4031","MANSC1","Infection",4,"Infection and vaccination"
"4032","MBD3","Infection",4,"Infection and vaccination"
"4033","MIR3909","Infection",4,"Infection and vaccination"
"4034","MIRLET7A1","Infection",4,"Infection and vaccination"
"4035","MT1X","Infection",4,"Infection and vaccination"
"4036","MYH11","Infection",4,"Infection and vaccination"
"4037","NAPA","Infection",4,"Infection and vaccination"
"4038","NAT8L","Infection",4,"Infection and vaccination"
"4039","NAV1","Infection",4,"Infection and vaccination"
"4040","NCAPG","Infection",4,"Infection and vaccination"
"4041","NOS1AP","Infection",4,"Infection and vaccination"
"4042","NR5A2","Infection",4,"Infection and vaccination"
"4043","NXT1","Infection",4,"Infection and vaccination"
"4044","OR10G2","Infection",4,"Infection and vaccination"
"4045","ORC6","Infection",4,"Infection and vaccination"
"4046","OTOGL","Infection",4,"Infection and vaccination"
"4047","PDE3A","Infection",4,"Infection and vaccination"
"4048","PEAR1","Infection",4,"Infection and vaccination"
"4049","PER1","Infection",4,"Infection and vaccination"
"4050","PIPSL","Infection",4,"Infection and vaccination"
"4051","PKD2L1","Infection",4,"Infection and vaccination"
"4052","POF1B","Infection",4,"Infection and vaccination"
"4053","PRKAR2B","Infection",4,"Infection and vaccination"
"4054","PROK2","Infection",4,"Infection and vaccination"
"4055","PRSS1","Infection",4,"Infection and vaccination"
"4056","PRSS33","Infection",4,"Infection and vaccination"
"4057","PSMD6-AS2","Infection",4,"Infection and vaccination"
"4058","PTCRA","Infection",4,"Infection and vaccination"
"4059","PTGR1","Infection",4,"Infection and vaccination"
"4060","RASSF6","Infection",4,"Infection and vaccination"
"4061","RBM44","Infection",4,"Infection and vaccination"
"4062","RBMS3","Infection",4,"Infection and vaccination"
"4063","RGS18","Infection",4,"Infection and vaccination"
"4064","RNF217","Infection",4,"Infection and vaccination"
"4065","RPL13AP6","Infection",4,"Infection and vaccination"
"4066","SERPINA1","Infection",4,"Infection and vaccination"
"4067","SLC18A1","Infection",4,"Infection and vaccination"
"4068","SLC28A1","Infection",4,"Infection and vaccination"
"4069","SLC29A1","Infection",4,"Infection and vaccination"
"4070","SLC2A5","Infection",4,"Infection and vaccination"
"4071","SLC6A8","Infection",4,"Infection and vaccination"
"4072","SPAG4","Infection",4,"Infection and vaccination"
"4073","SPDYC","Infection",4,"Infection and vaccination"
"4074","TCTEX1D4","Infection",4,"Infection and vaccination"
"4075","TET2-AS1","Infection",4,"Infection and vaccination"
"4076","TNC","Infection",4,"Infection and vaccination"
"4077","TP73","Infection",4,"Infection and vaccination"
"4078","TRPM6","Infection",4,"Infection and vaccination"
"4079","TSPEAR","Infection",4,"Infection and vaccination"
"4080","TXLNB","Infection",4,"Infection and vaccination"
"4081","UGT2B11","Infection",4,"Infection and vaccination"
"4082","WDR17","Infection",4,"Infection and vaccination"
"4083","YJEFN3","Infection",4,"Infection and vaccination"
"4084","ZFHX2","Infection",4,"Infection and vaccination"
"4085","ZFP2","Infection",4,"Infection and vaccination"
"4086","ZNF19","Infection",4,"Infection and vaccination"
"4087","ZNF208","Infection",4,"Infection and vaccination"
"4088","ZNF285","Infection",4,"Infection and vaccination"
"4089","ZNF471","Infection",4,"Infection and vaccination"
"4090","ZNF835","Infection",4,"Infection and vaccination"
"4091","ZWINT","Infection",4,"Infection and vaccination"
"4092","AAK1","Infection",3,"Infection only"
"4093","AATBC","Infection",3,"Infection only"
"4094","ABCA6","Infection",3,"Infection only"
"4095","ABCB11","Infection",3,"Infection only"
"4096","ABCE1","Infection",3,"Infection only"
"4097","ABCG1","Infection",3,"Infection only"
"4098","ABHD11-AS1","Infection",3,"Infection only"
"4099","ACBD4","Infection",3,"Infection only"
"4100","ACER3","Infection",3,"Infection only"
"4101","ACOT11","Infection",3,"Infection only"
"4102","ACOX1","Infection",3,"Infection only"
"4103","ACOX2","Infection",3,"Infection only"
"4104","ACOXL","Infection",3,"Infection only"
"4105","ACRBP","Infection",3,"Infection only"
"4106","ACVR1C","Infection",3,"Infection only"
"4107","ADAMTS3","Infection",3,"Infection only"
"4108","ADAMTS7P1","Infection",3,"Infection only"
"4109","ADCK2","Infection",3,"Infection only"
"4110","ADGRA2","Infection",3,"Infection only"
"4111","ADGRB2","Infection",3,"Infection only"
"4112","ADGRB3","Infection",3,"Infection only"
"4113","ADGRE4P","Infection",3,"Infection only"
"4114","ADM5","Infection",3,"Infection only"
"4115","ADNP-AS1","Infection",3,"Infection only"
"4116","ADORA3","Infection",3,"Infection only"
"4117","AFF2","Infection",3,"Infection only"
"4118","AGBL2","Infection",3,"Infection only"
"4119","AGO4","Infection",3,"Infection only"
"4120","AGPAT2","Infection",3,"Infection only"
"4121","AGPAT4-IT1","Infection",3,"Infection only"
"4122","AGRN","Infection",3,"Infection only"
"4123","AHDC1","Infection",3,"Infection only"
"4124","AKAP11","Infection",3,"Infection only"
"4125","AKR1C1","Infection",3,"Infection only"
"4126","AKR1E2","Infection",3,"Infection only"
"4127","AKT3","Infection",3,"Infection only"
"4128","ALDH1A1","Infection",3,"Infection only"
"4129","ALDH3B1","Infection",3,"Infection only"
"4130","ALKBH7","Infection",3,"Infection only"
"4131","ALMS1","Infection",3,"Infection only"
"4132","ALOX12P2","Infection",3,"Infection only"
"4133","ALPL","Infection",3,"Infection only"
"4134","ANGPTL1","Infection",3,"Infection only"
"4135","ANKH","Infection",3,"Infection only"
"4136","ANKRD23","Infection",3,"Infection only"
"4137","ANKRD24","Infection",3,"Infection only"
"4138","ANKRD34B","Infection",3,"Infection only"
"4139","ANO2","Infection",3,"Infection only"
"4140","ANTXRL","Infection",3,"Infection only"
"4141","AOC4P","Infection",3,"Infection only"
"4142","AP2S1","Infection",3,"Infection only"
"4143","APEX2","Infection",3,"Infection only"
"4144","APOBEC3B-AS1","Infection",3,"Infection only"
"4145","APTR","Infection",3,"Infection only"
"4146","AQP7","Infection",3,"Infection only"
"4147","AQP7P1","Infection",3,"Infection only"
"4148","AR","Infection",3,"Infection only"
"4149","ARFGAP3","Infection",3,"Infection only"
"4150","ARHGAP22","Infection",3,"Infection only"
"4151","ARHGAP26","Infection",3,"Infection only"
"4152","ARHGAP5","Infection",3,"Infection only"
"4153","ARHGEF19","Infection",3,"Infection only"
"4154","ARHGEF40","Infection",3,"Infection only"
"4155","ARHGEF9","Infection",3,"Infection only"
"4156","ARMCX1","Infection",3,"Infection only"
"4157","ARPC4","Infection",3,"Infection only"
"4158","ARRDC1-AS1","Infection",3,"Infection only"
"4159","ASCC1","Infection",3,"Infection only"
"4160","ASPDH","Infection",3,"Infection only"
"4161","ATF3","Infection",3,"Infection only"
"4162","ATF4","Infection",3,"Infection only"
"4163","ATF7IP2","Infection",3,"Infection only"
"4164","ATOH8","Infection",3,"Infection only"
"4165","ATP13A2","Infection",3,"Infection only"
"4166","ATP7B","Infection",3,"Infection only"
"4167","AURKA","Infection",3,"Infection only"
"4168","AVPR2","Infection",3,"Infection only"
"4169","AZIN1","Infection",3,"Infection only"
"4170","B3GAT1","Infection",3,"Infection only"
"4171","B4GALT7","Infection",3,"Infection only"
"4172","B4GAT1","Infection",3,"Infection only"
"4173","BCKDHB","Infection",3,"Infection only"
"4174","BCL7C","Infection",3,"Infection only"
"4175","BCS1L","Infection",3,"Infection only"
"4176","BEAN1","Infection",3,"Infection only"
"4177","BEND6","Infection",3,"Infection only"
"4178","BIK","Infection",3,"Infection only"
"4179","BIN3-IT1","Infection",3,"Infection only"
"4180","BMP8A","Infection",3,"Infection only"
"4181","BMS1","Infection",3,"Infection only"
"4182","BMS1P5","Infection",3,"Infection only"
"4183","BNIP2","Infection",3,"Infection only"
"4184","BRCA2","Infection",3,"Infection only"
"4185","BRF2","Infection",3,"Infection only"
"4186","BTBD11","Infection",3,"Infection only"
"4187","BTG1","Infection",3,"Infection only"
"4188","BVES","Infection",3,"Infection only"
"4189","C11orf63","Infection",3,"Infection only"
"4190","C12orf42","Infection",3,"Infection only"
"4191","C12orf57","Infection",3,"Infection only"
"4192","C12orf66","Infection",3,"Infection only"
"4193","C15orf65","Infection",3,"Infection only"
